"Chr","Start","End","Value"
6,4000001,6000000,0.0461026
6,5000001,7000000,0.0408073
6,6000001,8000000,0.0426846
6,7000001,9000000,0.0571285
6,8000001,10000000,0.0647798
6,9000001,11000000,0.0638146
6,10000001,12000000,0.0534084
6,11000001,13000000,0.0608072
6,12000001,14000000,0.0636979
6,13000001,15000000,0.0691841
6,14000001,16000000,0.0888735
6,15000001,17000000,0.0807442
6,16000001,18000000,0.0638619
6,17000001,19000000,0.051807
6,18000001,20000000,0.0570209
6,19000001,21000000,0.0737913
6,20000001,22000000,0.0743676
6,21000001,23000000,0.0941818
6,22000001,24000000,0.124087
6,23000001,25000000,0.0683371
6,24000001,26000000,0.042445
6,25000001,27000000,0.0632557
6,26000001,28000000,0.0807889
6,27000001,29000000,0.0822496
6,28000001,30000000,0.101201
6,29000001,31000000,0.0936447
6,30000001,32000000,0.0577025
6,31000001,33000000,0.0615563
6,32000001,34000000,0.0576041
6,33000001,35000000,0.056626
6,34000001,35772468,0.066446
6,35000001,35772468,0.0637306
7,1,2000000,0.0557188
7,1000001,3000000,0.0755566
7,2000001,4000000,0.078763
7,3000001,5000000,0.0662194
7,4000001,6000000,0.0626935
7,5000001,7000000,0.0597916
7,6000001,8000000,0.0491647
7,7000001,9000000,0.05066
7,8000001,10000000,0.0596314
7,9000001,11000000,0.0600525
7,10000001,12000000,0.0698824
7,11000001,13000000,0.0736496
7,12000001,14000000,0.0565297
7,13000001,15000000,0.0543867
7,14000001,16000000,0.0670154
7,15000001,17000000,0.0652788
7,16000001,18000000,0.054543
7,17000001,19000000,0.0608882
7,18000001,20000000,0.0600846
7,19000001,21000000,0.0777439
7,20000001,22000000,0.0846075
7,21000001,23000000,0.0409259
7,22000001,24000000,0.0452508
7,23000001,25000000,0.0568068
7,24000001,26000000,0.0535032
7,25000001,27000000,0.0473711
7,26000001,28000000,0.0528216
7,27000001,28624509,0.0582859
7,28000001,28624509,0.0514578
8,1,2000000,0.0777078
8,1000001,3000000,0.0867578
8,2000001,4000000,0.0930599
8,3000001,5000000,0.0876657
8,4000001,6000000,0.0711042
8,5000001,7000000,0.0690338
8,6000001,8000000,0.0722499
8,7000001,9000000,0.0698051
8,8000001,10000000,0.0697465
8,9000001,11000000,0.0599049
8,10000001,12000000,0.0671323
8,11000001,13000000,0.0811682
8,12000001,14000000,0.0800755
8,13000001,15000000,0.0865138
8,14000001,16000000,0.0814656
8,15000001,17000000,0.0703958
8,16000001,18000000,0.0684552
8,17000001,19000000,0.0595797
8,18000001,20000000,0.055996
8,19000001,21000000,0.0583068
8,20000001,22000000,0.043825
8,21000001,23000000,0.0426489
8,22000001,24000000,0.0889039
8,23000001,25000000,0.0791557
8,24000001,26000000,0.0980671
8,25000001,27000000,0.100326
8,26000001,28000000,0.0852891
8,27000001,29000000,0.0935278
8,28000001,30000000,0.0506435
8,29000001,31000000,0.039501
8,30000001,32000000,0.0418161
8,31000001,33000000,0.0630541
8,32000001,34000000,0.0683508
8,33000001,35000000,0.0595887
8,34000001,36000000,0.0548601
8,35000001,37000000,0.0533789
8,36000001,38000000,0.0571513
8,37000001,39000000,0.0684897
8,38000001,40000000,0.0795431
8,39000001,41000000,0.0863026
8,40000001,42000000,0.0834736
8,41000001,43000000,0.0599813
8,42000001,44000000,0.0447515
8,43000001,45000000,0.0482106
8,44000001,46000000,0.053053
8,45000001,47000000,0.0705278
8,46000001,48000000,0.0694353
8,47000001,49000000,0.0546799
8,48000001,50000000,0.0518199
8,49000001,51000000,0.0483413
8,50000001,52000000,0.0505354
8,51000001,53000000,0.07027
8,52000001,54000000,0.0716283
8,53000001,55000000,0.0644256
8,54000001,56000000,0.0703063
8,55000001,57000000,0.0756761
8,56000001,58000000,0.0785488
8,57000001,59000000,0.0785805
8,58000001,60000000,0.0664178
8,59000001,61000000,0.0812746
8,60000001,62000000,0.0813034
8,61000001,63000000,0.077488
8,62000001,64000000,0.0940967
8,63000001,65000000,0.0837202
8,64000001,66000000,0.079535
8,65000001,67000000,0.0781842
8,66000001,68000000,0.0690259
8,67000001,69000000,0.0586606
8,68000001,70000000,0.062583
8,69000001,71000000,0.0651446
8,70000001,72000000,0.0618547
8,71000001,73000000,0.0676727
8,72000001,74000000,0.0708517
8,73000001,75000000,0.0650953
8,74000001,76000000,0.0645364
8,75000001,77000000,0.0769016
8,76000001,78000000,0.0713536
8,77000001,79000000,0.0584174
8,78000001,80000000,0.058827
8,79000001,81000000,0.0565347
8,80000001,82000000,0.0558012
8,81000001,83000000,0.0730898
8,82000001,84000000,0.0973837
8,83000001,85000000,0.079133
8,84000001,86000000,0.0662696
8,85000001,87000000,0.0731111
8,86000001,88000000,0.0839905
8,87000001,89000000,0.0960769
8,88000001,90000000,0.0693039
8,89000001,91000000,0.0509333
8,90000001,92000000,0.05379
8,91000001,93000000,0.065334
8,92000001,94000000,0.0831726
8,93000001,95000000,0.0737205
8,94000001,96000000,0.0538975
8,95000001,97000000,0.054685
8,96000001,98000000,0.0543557
8,97000001,99000000,0.0562387
8,98000001,100000000,0.062529
8,99000001,101000000,0.0743225
8,100000001,102000000,0.0809668
8,101000001,103000000,0.0657217
8,102000001,104000000,0.0676016
8,103000001,105000000,0.0674632
8,104000001,106000000,0.0574248
8,105000001,107000000,0.0615212
8,106000001,108000000,0.0599519
8,107000001,109000000,0.0584486
8,108000001,110000000,0.0789879
8,109000001,111000000,0.0758249
8,110000001,112000000,0.0686151
8,111000001,113000000,0.0711039
8,112000001,114000000,0.0618673
8,113000001,115000000,0.0486892
8,114000001,116000000,0.035426
8,115000001,117000000,0.0573231
8,116000001,118000000,0.0626823
8,117000001,119000000,0.0578814
8,118000001,120000000,0.0703058
8,119000001,121000000,0.0666495
8,120000001,122000000,0.0710433
8,121000001,123000000,0.074496
8,122000001,124000000,0.0632827
8,123000001,125000000,0.0678938
8,124000001,126000000,0.0809541
8,125000001,127000000,0.0735913
8,126000001,128000000,0.0592043
8,127000001,129000000,0.0683315
8,128000001,130000000,0.069435
8,129000001,131000000,0.0623963
8,130000001,132000000,0.0782892
8,131000001,133000000,0.0568641
8,132000001,134000000,0.0420461
8,133000001,135000000,0.0570748
8,134000001,136000000,0.0580706
8,135000001,137000000,0.060181
8,136000001,138000000,0.0625916
8,137000001,139000000,0.0742737
8,138000001,140000000,0.0835635
8,139000001,141000000,0.0659013
8,140000001,142000000,0.0572409
8,141000001,143000000,0.0725528
8,142000001,144000000,0.0730675
8,143000001,145000000,0.0672849
8,144000001,146000000,0.0667754
8,145000001,147000000,0.0687605
8,146000001,148000000,0.0893138
8,147000001,149000000,0.0849979
8,148000001,150000000,0.0770836
8,149000001,151000000,0.0720216
8,150000001,152000000,0.0610977
8,151000001,153000000,0.0602093
8,152000001,154000000,0.0669461
8,153000001,155000000,0.0643026
8,154000001,156000000,0.0531328
8,155000001,157000000,0.0563985
8,156000001,158000000,0.0500455
8,157000001,159000000,0.0544432
8,158000001,160000000,0.0724647
8,159000001,161000000,0.062875
8,160000001,162000000,0.0552385
8,161000001,163000000,0.0679699
8,162000001,164000000,0.0636388
8,163000001,165000000,0.0489142
8,164000001,166000000,0.0521189
8,165000001,167000000,0.0724561
8,166000001,168000000,0.0786711
8,167000001,169000000,0.0720088
8,168000001,170000000,0.0559687
8,169000001,171000000,0.0457236
8,170000001,172000000,0.0503882
8,171000001,173000000,0.0501464
8,172000001,174000000,0.0481261
8,173000001,175000000,0.041487
8,174000001,176000000,0.0428069
8,175000001,177000000,0.0539859
8,176000001,178000000,0.0425702
8,177000001,179000000,0.0480416
8,178000001,180000000,0.0729689
8,179000001,181000000,0.0583744
8,180000001,182000000,0.0509803
8,181000001,183000000,0.0547688
8,182000001,184000000,0.0535657
8,183000001,185000000,0.0671939
8,184000001,186000000,0.084229
8,185000001,187000000,0.0859189
8,186000001,188000000,0.0775931
8,187000001,189000000,0.0815919
8,188000001,190000000,0.0748301
8,189000001,191000000,0.0691335
8,190000001,192000000,0.0716623
8,191000001,193000000,0.0788929
8,192000001,194000000,0.0753447
8,193000001,195000000,0.0656305
8,194000001,195669025,0.0652625
8,195000001,195669025,0.0677718
9,1,2000000,0.0837038
9,1000001,3000000,0.0689643
9,2000001,4000000,0.0578982
9,3000001,5000000,0.0574406
9,4000001,6000000,0.0610014
9,5000001,7000000,0.0820011
9,6000001,8000000,0.0848308
9,7000001,9000000,0.0718502
9,8000001,10000000,0.112216
9,9000001,11000000,0.104177
9,10000001,12000000,0.0823647
9,11000001,13000000,0.0804239
9,12000001,14000000,0.0697503
9,13000001,15000000,0.0575902
9,14000001,16000000,0.0472382
9,15000001,17000000,0.0546939
9,16000001,18000000,0.0670825
9,17000001,19000000,0.0772516
9,18000001,20000000,0.0804929
9,19000001,21000000,0.0684951
9,20000001,22000000,0.0634492
9,21000001,23000000,0.0649514
9,22000001,24000000,0.0632131
9,23000001,25000000,0.0664173
9,24000001,26000000,0.0842174
9,25000001,27000000,0.0878388
9,26000001,28000000,0.0683733
9,27000001,29000000,0.0589166
9,28000001,30000000,0.0485964
9,29000001,31000000,0.0631631
9,30000001,32000000,0.0753145
9,31000001,33000000,0.0755357
9,32000001,34000000,0.0690325
9,33000001,35000000,0.0600804
9,34000001,36000000,0.0751607
9,35000001,37000000,0.094554
9,36000001,38000000,0.0883883
9,37000001,39000000,0.0674426
9,38000001,40000000,0.0770514
9,39000001,41000000,0.0823046
9,40000001,42000000,0.068171
9,41000001,43000000,0.085296
9,42000001,44000000,0.0984446
9,43000001,45000000,0.0649867
9,44000001,46000000,0.0833924
9,45000001,47000000,0.0996714
9,46000001,48000000,0.0643649
9,47000001,49000000,0.0522533
9,48000001,50000000,0.0568246
9,49000001,51000000,0.0639547
9,50000001,52000000,0.0705974
9,51000001,53000000,0.0619809
9,52000001,54000000,0.0526605
9,53000001,55000000,0.0523988
9,54000001,55551413,0.0670981
9,55000001,55551413,0.087079
