"Chr","Start","End","Value_1","Color_1","Value_2","Color_2"
16,22000001,24000000,0.00197267,"fc8d62",0.00267355,"8da0cb"
16,23000001,25000000,0.00257325,"fc8d62",0.00345512,"8da0cb"
16,24000001,26000000,0.00208207,"fc8d62",0.00317903,"8da0cb"
16,25000001,27000000,0.00195637,"fc8d62",0.00283181,"8da0cb"
16,26000001,28000000,0.00209485,"fc8d62",0.00261217,"8da0cb"
16,27000001,28459215,0.00161588,"fc8d62",0.0019433,"8da0cb"
16,28000001,28459215,0.00053276,"fc8d62",0.000632959,"8da0cb"
17,1,2000000,0.00280475,"fc8d62",0.00356309,"8da0cb"
17,1000001,3000000,0.00308697,"fc8d62",0.00390393,"8da0cb"
17,2000001,4000000,0.00314358,"fc8d62",0.00394866,"8da0cb"
17,3000001,5000000,0.00268151,"fc8d62",0.00334591,"8da0cb"
17,4000001,6000000,0.00273076,"fc8d62",0.00321986,"8da0cb"
17,5000001,7000000,0.00321376,"fc8d62",0.00372151,"8da0cb"
17,6000001,8000000,0.00318887,"fc8d62",0.00365053,"8da0cb"
17,7000001,9000000,0.00260014,"fc8d62",0.0034851,"8da0cb"
17,8000001,10000000,0.0021478,"fc8d62",0.00346784,"8da0cb"
17,9000001,11000000,0.00159485,"fc8d62",0.00257774,"8da0cb"
17,10000001,12000000,0.00129903,"fc8d62",0.00236359,"8da0cb"
17,11000001,13000000,0.00132356,"fc8d62",0.0024674,"8da0cb"
17,12000001,14000000,0.00143578,"fc8d62",0.00227477,"8da0cb"
17,13000001,15000000,0.00199052,"fc8d62",0.00279337,"8da0cb"
17,14000001,16000000,0.00217242,"fc8d62",0.00312283,"8da0cb"
17,15000001,17000000,0.00246086,"fc8d62",0.00337836,"8da0cb"
17,16000001,18000000,0.002781,"fc8d62",0.0037817,"8da0cb"
17,17000001,19000000,0.00254289,"fc8d62",0.00348931,"8da0cb"
17,18000001,20000000,0.00234449,"fc8d62",0.0035461,"8da0cb"
17,19000001,21000000,0.00144441,"fc8d62",0.00280481,"8da0cb"
17,20000001,22000000,0.000852675,"fc8d62",0.00153035,"8da0cb"
17,21000001,23000000,0.00138176,"fc8d62",0.00177991,"8da0cb"
17,22000001,24000000,0.00185559,"fc8d62",0.00257705,"8da0cb"
17,23000001,25000000,0.00207966,"fc8d62",0.00323987,"8da0cb"
17,24000001,26000000,0.00198418,"fc8d62",0.00263372,"8da0cb"
17,25000001,27000000,0.00217843,"fc8d62",0.0025235,"8da0cb"
17,26000001,28000000,0.00257224,"fc8d62",0.00330667,"8da0cb"
17,27000001,29000000,0.00245707,"fc8d62",0.00347241,"8da0cb"
17,28000001,30000000,0.00316163,"fc8d62",0.00375215,"8da0cb"
17,29000001,31000000,0.00380451,"fc8d62",0.00406506,"8da0cb"
17,30000001,32000000,0.00303372,"fc8d62",0.0036359,"8da0cb"
17,31000001,33000000,0.00259116,"fc8d62",0.00315137,"8da0cb"
17,32000001,34000000,0.00187263,"fc8d62",0.00248784,"8da0cb"
17,33000001,35000000,0.00142076,"fc8d62",0.00214193,"8da0cb"
17,34000001,36000000,0.00196893,"fc8d62",0.00278499,"8da0cb"
17,35000001,37000000,0.0029076,"fc8d62",0.00385663,"8da0cb"
17,36000001,38000000,0.00299078,"fc8d62",0.00366031,"8da0cb"
17,37000001,39000000,0.0028495,"fc8d62",0.00356632,"8da0cb"
17,38000001,40000000,0.00369546,"fc8d62",0.00485073,"8da0cb"
17,39000001,41000000,0.003321,"fc8d62",0.00443211,"8da0cb"
17,40000001,42000000,0.0028308,"fc8d62",0.00389229,"8da0cb"
17,41000001,42403734,0.00202726,"fc8d62",0.00277378,"8da0cb"
17,42000001,42403734,0.000479636,"fc8d62",0.000646831,"8da0cb"
18,1,2000000,0.00221391,"fc8d62",0.00309433,"8da0cb"
18,1000001,3000000,0.00200914,"fc8d62",0.00295234,"8da0cb"
18,2000001,4000000,0.00188453,"fc8d62",0.00281922,"8da0cb"
18,3000001,5000000,0.00204229,"fc8d62",0.00255366,"8da0cb"
18,4000001,6000000,0.00196679,"fc8d62",0.00256619,"8da0cb"
18,5000001,7000000,0.00157049,"fc8d62",0.00223728,"8da0cb"
18,6000001,8000000,0.00237501,"fc8d62",0.00277839,"8da0cb"
18,7000001,9000000,0.00277675,"fc8d62",0.00334838,"8da0cb"
18,8000001,10000000,0.00236327,"fc8d62",0.00317994,"8da0cb"
18,9000001,11000000,0.00234428,"fc8d62",0.0031753,"8da0cb"
18,10000001,12000000,0.00221016,"fc8d62",0.00298492,"8da0cb"
18,11000001,13000000,0.00252262,"fc8d62",0.00343224,"8da0cb"
18,12000001,14000000,0.00284832,"fc8d62",0.00360989,"8da0cb"
18,13000001,15000000,0.00300838,"fc8d62",0.00358745,"8da0cb"
18,14000001,16000000,0.00313979,"fc8d62",0.00406858,"8da0cb"
18,15000001,17000000,0.00248242,"fc8d62",0.00315767,"8da0cb"
18,16000001,18000000,0.00213555,"fc8d62",0.00262852,"8da0cb"
18,17000001,19000000,0.00230516,"fc8d62",0.00315306,"8da0cb"
18,18000001,20000000,0.00217559,"fc8d62",0.00305065,"8da0cb"
18,19000001,21000000,0.0022164,"fc8d62",0.00318714,"8da0cb"
18,20000001,22000000,0.00196211,"fc8d62",0.00322241,"8da0cb"
18,21000001,23000000,0.00204255,"fc8d62",0.00325757,"8da0cb"
18,22000001,24000000,0.00227155,"fc8d62",0.00282555,"8da0cb"
18,23000001,25000000,0.00236954,"fc8d62",0.00242803,"8da0cb"
18,24000001,26000000,0.00208559,"fc8d62",0.00215552,"8da0cb"
18,25000001,27000000,0.00129545,"fc8d62",0.00174994,"8da0cb"
18,26000001,27842185,0.000926289,"fc8d62",0.00179298,"8da0cb"
18,27000001,27842185,0.000364909,"fc8d62",0.000924918,"8da0cb"
19,1,2000000,0.0019311,"fc8d62",0.00263163,"8da0cb"
19,1000001,3000000,0.002221,"fc8d62",0.00309352,"8da0cb"
19,2000001,4000000,0.00192096,"fc8d62",0.00261767,"8da0cb"
19,3000001,5000000,0.00212361,"fc8d62",0.00292474,"8da0cb"
19,4000001,6000000,0.00239185,"fc8d62",0.00331289,"8da0cb"
19,5000001,7000000,0.00292788,"fc8d62",0.00361401,"8da0cb"
19,6000001,8000000,0.00341443,"fc8d62",0.00432478,"8da0cb"
19,7000001,9000000,0.00266826,"fc8d62",0.00351468,"8da0cb"
19,8000001,10000000,0.00190162,"fc8d62",0.00264142,"8da0cb"
19,9000001,11000000,0.00180317,"fc8d62",0.00255897,"8da0cb"
19,10000001,12000000,0.00142279,"fc8d62",0.00204099,"8da0cb"
19,11000001,13000000,0.00131365,"fc8d62",0.00188609,"8da0cb"
19,12000001,14000000,0.00187428,"fc8d62",0.00247431,"8da0cb"
19,13000001,15000000,0.00201095,"fc8d62",0.00270467,"8da0cb"
19,14000001,16000000,0.00133591,"fc8d62",0.00225175,"8da0cb"
19,15000001,17000000,0.00156601,"fc8d62",0.00252361,"8da0cb"
19,16000001,18000000,0.00167527,"fc8d62",0.00250167,"8da0cb"
19,17000001,19000000,0.00166737,"fc8d62",0.00245705,"8da0cb"
19,18000001,19701765,0.00187179,"fc8d62",0.00263736,"8da0cb"
19,19000001,19701765,0.000874331,"fc8d62",0.00120531,"8da0cb"
2,1,2000000,0.00256233,"fc8d62",0.00323199,"8da0cb"
2,1000001,3000000,0.00233525,"fc8d62",0.00313272,"8da0cb"
2,2000001,4000000,0.00244716,"fc8d62",0.00332191,"8da0cb"
2,3000001,5000000,0.00170689,"fc8d62",0.00234022,"8da0cb"
2,4000001,6000000,0.00195165,"fc8d62",0.0028265,"8da0cb"
2,5000001,7000000,0.00250167,"fc8d62",0.00345578,"8da0cb"
2,6000001,8000000,0.00185604,"fc8d62",0.00239379,"8da0cb"
2,7000001,9000000,0.00239207,"fc8d62",0.00278782,"8da0cb"
2,8000001,10000000,0.00269364,"fc8d62",0.0031818,"8da0cb"
2,9000001,11000000,0.00204429,"fc8d62",0.00283083,"8da0cb"
2,10000001,12000000,0.00255054,"fc8d62",0.00334029,"8da0cb"
2,11000001,13000000,0.00259592,"fc8d62",0.0034476,"8da0cb"
2,12000001,14000000,0.00256165,"fc8d62",0.00339048,"8da0cb"
2,13000001,15000000,0.00300663,"fc8d62",0.00356665,"8da0cb"
2,14000001,16000000,0.00261052,"fc8d62",0.00313702,"8da0cb"
2,15000001,17000000,0.00225113,"fc8d62",0.00310253,"8da0cb"
2,16000001,18000000,0.00278079,"fc8d62",0.00346823,"8da0cb"
2,17000001,19000000,0.003164,"fc8d62",0.00377243,"8da0cb"
2,18000001,20000000,0.00260029,"fc8d62",0.00342577,"8da0cb"
2,19000001,21000000,0.00240005,"fc8d62",0.0032665,"8da0cb"
2,20000001,22000000,0.00278934,"fc8d62",0.00373766,"8da0cb"
2,21000001,23000000,0.00253614,"fc8d62",0.00324311,"8da0cb"
2,22000001,24000000,0.00188177,"fc8d62",0.00262001,"8da0cb"
2,23000001,25000000,0.00202185,"fc8d62",0.00328914,"8da0cb"
2,24000001,26000000,0.00204326,"fc8d62",0.00307989,"8da0cb"
2,25000001,27000000,0.00197508,"fc8d62",0.00247488,"8da0cb"
2,26000001,28000000,0.00177767,"fc8d62",0.00234497,"8da0cb"
2,27000001,29000000,0.00240894,"fc8d62",0.00318147,"8da0cb"
2,28000001,30000000,0.00346601,"fc8d62",0.00438439,"8da0cb"
2,29000001,31000000,0.00322853,"fc8d62",0.0040379,"8da0cb"
2,30000001,32000000,0.00217558,"fc8d62",0.00254741,"8da0cb"
2,31000001,33000000,0.0021784,"fc8d62",0.00239016,"8da0cb"
2,32000001,34000000,0.00310205,"fc8d62",0.00338854,"8da0cb"
2,33000001,35000000,0.00287851,"fc8d62",0.00318188,"8da0cb"
2,34000001,36000000,0.00266166,"fc8d62",0.00328547,"8da0cb"
2,35000001,37000000,0.00286999,"fc8d62",0.00373942,"8da0cb"
2,36000001,38000000,0.00207648,"fc8d62",0.00297552,"8da0cb"
2,37000001,39000000,0.00154794,"fc8d62",0.00224204,"8da0cb"
2,38000001,40000000,0.00245087,"fc8d62",0.00329403,"8da0cb"
2,39000001,41000000,0.00244923,"fc8d62",0.00339994,"8da0cb"
2,40000001,42000000,0.00244665,"fc8d62",0.00312335,"8da0cb"
2,41000001,43000000,0.00254587,"fc8d62",0.00322565,"8da0cb"
2,42000001,44000000,0.00261456,"fc8d62",0.00337717,"8da0cb"
2,43000001,45000000,0.00318129,"fc8d62",0.00424618,"8da0cb"
2,44000001,46000000,0.00315331,"fc8d62",0.00430178,"8da0cb"
2,45000001,47000000,0.00248513,"fc8d62",0.00331596,"8da0cb"
2,46000001,48000000,0.0022437,"fc8d62",0.00315803,"8da0cb"
2,47000001,49000000,0.00247089,"fc8d62",0.0035109,"8da0cb"
2,48000001,50000000,0.00198604,"fc8d62",0.00307828,"8da0cb"
2,49000001,51000000,0.00200539,"fc8d62",0.00309877,"8da0cb"
2,50000001,52000000,0.00193204,"fc8d62",0.00255391,"8da0cb"
2,51000001,53000000,0.00212612,"fc8d62",0.0028108,"8da0cb"
2,52000001,54000000,0.00293844,"fc8d62",0.00406359,"8da0cb"
2,53000001,55000000,0.00275969,"fc8d62",0.0036061,"8da0cb"
2,54000001,56000000,0.00195056,"fc8d62",0.00279553,"8da0cb"
2,55000001,57000000,0.00223967,"fc8d62",0.0032708,"8da0cb"
2,56000001,58000000,0.00254366,"fc8d62",0.00340239,"8da0cb"
2,57000001,59000000,0.00239687,"fc8d62",0.00359369,"8da0cb"
2,58000001,60000000,0.00253949,"fc8d62",0.00386606,"8da0cb"
2,59000001,61000000,0.00251795,"fc8d62",0.00342311,"8da0cb"
2,60000001,62000000,0.00244568,"fc8d62",0.0031763,"8da0cb"
2,61000001,63000000,0.00193677,"fc8d62",0.00264716,"8da0cb"
2,62000001,64000000,0.00230461,"fc8d62",0.00307166,"8da0cb"
2,63000001,65000000,0.0026926,"fc8d62",0.00356955,"8da0cb"
2,64000001,66000000,0.00242201,"fc8d62",0.00333225,"8da0cb"
2,65000001,67000000,0.00287834,"fc8d62",0.00366034,"8da0cb"
2,66000001,68000000,0.00256363,"fc8d62",0.00317333,"8da0cb"
2,67000001,69000000,0.00166771,"fc8d62",0.00235745,"8da0cb"
2,68000001,70000000,0.00186894,"fc8d62",0.00246464,"8da0cb"
2,69000001,71000000,0.00200876,"fc8d62",0.0026441,"8da0cb"
2,70000001,72000000,0.00202154,"fc8d62",0.00301928,"8da0cb"
2,71000001,73000000,0.00225074,"fc8d62",0.00334984,"8da0cb"
2,72000001,74000000,0.00205627,"fc8d62",0.00268446,"8da0cb"
2,73000001,75000000,0.00172785,"fc8d62",0.00231345,"8da0cb"
2,74000001,76000000,0.00147189,"fc8d62",0.00234448,"8da0cb"
2,75000001,77000000,0.00225855,"fc8d62",0.00255831,"8da0cb"
2,76000001,78000000,0.00289994,"fc8d62",0.00340341,"8da0cb"
2,77000001,79000000,0.00293457,"fc8d62",0.00395749,"8da0cb"
2,78000001,80000000,0.00317047,"fc8d62",0.00407051,"8da0cb"
2,79000001,81000000,0.00264567,"fc8d62",0.00343622,"8da0cb"
2,80000001,82000000,0.00167254,"fc8d62",0.00227939,"8da0cb"
2,81000001,83000000,0.00187145,"fc8d62",0.00272995,"8da0cb"
2,82000001,84000000,0.00238133,"fc8d62",0.00332286,"8da0cb"
2,83000001,85000000,0.00216681,"fc8d62",0.00295221,"8da0cb"
2,84000001,86000000,0.00205097,"fc8d62",0.00253649,"8da0cb"
2,85000001,87000000,0.0022405,"fc8d62",0.00277853,"8da0cb"
2,86000001,88000000,0.0027047,"fc8d62",0.00362416,"8da0cb"
2,87000001,89000000,0.0027762,"fc8d62",0.00375405,"8da0cb"
2,88000001,90000000,0.00211849,"fc8d62",0.00291968,"8da0cb"
2,89000001,91000000,0.00186501,"fc8d62",0.0023014,"8da0cb"
2,90000001,92000000,0.00237266,"fc8d62",0.00283964,"8da0cb"
2,91000001,93000000,0.00235352,"fc8d62",0.00306566,"8da0cb"
2,92000001,94000000,0.00225961,"fc8d62",0.00300164,"8da0cb"
2,93000001,95000000,0.00270635,"fc8d62",0.00341715,"8da0cb"
2,94000001,96000000,0.00318778,"fc8d62",0.00388255,"8da0cb"
2,95000001,97000000,0.00296474,"fc8d62",0.00392336,"8da0cb"
2,96000001,98000000,0.00297425,"fc8d62",0.00378291,"8da0cb"
2,97000001,98364873,0.00204065,"fc8d62",0.00235972,"8da0cb"
2,98000001,98364873,0.000324778,"fc8d62",0.000462501,"8da0cb"
3,1,2000000,0.00237263,"fc8d62",0.0034255,"8da0cb"
3,1000001,3000000,0.00196896,"fc8d62",0.0030891,"8da0cb"
3,2000001,4000000,0.00200493,"fc8d62",0.00269691,"8da0cb"
3,3000001,5000000,0.00164287,"fc8d62",0.00239133,"8da0cb"
3,4000001,6000000,0.00198458,"fc8d62",0.00278162,"8da0cb"
3,5000001,7000000,0.00245505,"fc8d62",0.00285717,"8da0cb"
3,6000001,8000000,0.00219065,"fc8d62",0.00256492,"8da0cb"
3,7000001,9000000,0.00235852,"fc8d62",0.00317545,"8da0cb"
3,8000001,10000000,0.00236199,"fc8d62",0.00329245,"8da0cb"
3,9000001,11000000,0.00256348,"fc8d62",0.00328748,"8da0cb"
3,10000001,12000000,0.00299857,"fc8d62",0.00366599,"8da0cb"
3,11000001,13000000,0.003237,"fc8d62",0.00396664,"8da0cb"
3,12000001,14000000,0.00257065,"fc8d62",0.00308853,"8da0cb"
3,13000001,15000000,0.00199243,"fc8d62",0.00258756,"8da0cb"
3,14000001,16000000,0.0019421,"fc8d62",0.00276873,"8da0cb"
3,15000001,17000000,0.00156533,"fc8d62",0.00237182,"8da0cb"
3,16000001,18000000,0.00190384,"fc8d62",0.00274963,"8da0cb"
3,17000001,19000000,0.00204567,"fc8d62",0.0027149,"8da0cb"
3,18000001,20000000,0.00176453,"fc8d62",0.00209276,"8da0cb"
3,19000001,21000000,0.00200638,"fc8d62",0.00257341,"8da0cb"
3,20000001,22000000,0.0018636,"fc8d62",0.00257649,"8da0cb"
3,21000001,23000000,0.00124046,"fc8d62",0.00177323,"8da0cb"
3,22000001,24000000,0.00142905,"fc8d62",0.0019935,"8da0cb"
3,23000001,25000000,0.00216971,"fc8d62",0.00253626,"8da0cb"
3,24000001,26000000,0.00220133,"fc8d62",0.00264362,"8da0cb"
3,25000001,27000000,0.00205436,"fc8d62",0.00269507,"8da0cb"
3,26000001,28000000,0.00221898,"fc8d62",0.00293746,"8da0cb"
3,27000001,29000000,0.001998,"fc8d62",0.00276653,"8da0cb"
3,28000001,30000000,0.00166926,"fc8d62",0.00209539,"8da0cb"
3,29000001,31000000,0.00199448,"fc8d62",0.00236025,"8da0cb"
3,30000001,32000000,0.00276134,"fc8d62",0.00357511,"8da0cb"
3,31000001,33000000,0.00236943,"fc8d62",0.00325719,"8da0cb"
3,32000001,34000000,0.00205115,"fc8d62",0.00267346,"8da0cb"
3,33000001,35000000,0.00264461,"fc8d62",0.00301655,"8da0cb"
3,34000001,36000000,0.00256834,"fc8d62",0.00275644,"8da0cb"
3,35000001,37000000,0.00268976,"fc8d62",0.002884,"8da0cb"
3,36000001,38000000,0.00319753,"fc8d62",0.00379412,"8da0cb"
3,37000001,39000000,0.00250754,"fc8d62",0.00325492,"8da0cb"
3,38000001,40000000,0.00218267,"fc8d62",0.00267317,"8da0cb"
3,39000001,41000000,0.00309103,"fc8d62",0.00373983,"8da0cb"
3,40000001,42000000,0.00318251,"fc8d62",0.00385369,"8da0cb"
3,41000001,43000000,0.00323256,"fc8d62",0.00388263,"8da0cb"
3,42000001,44000000,0.00284001,"fc8d62",0.00367676,"8da0cb"
3,43000001,45000000,0.00211063,"fc8d62",0.00268621,"8da0cb"
3,44000001,46000000,0.00270321,"fc8d62",0.00327812,"8da0cb"
3,45000001,47000000,0.00247857,"fc8d62",0.00374082,"8da0cb"
3,46000001,48000000,0.00199879,"fc8d62",0.0032967,"8da0cb"
3,47000001,49000000,0.00224503,"fc8d62",0.00308757,"8da0cb"
3,48000001,50000000,0.00171763,"fc8d62",0.00294708,"8da0cb"
3,49000001,51000000,0.00221341,"fc8d62",0.00339124,"8da0cb"
3,50000001,52000000,0.00266306,"fc8d62",0.00315816,"8da0cb"
3,51000001,53000000,0.00196091,"fc8d62",0.002445,"8da0cb"
3,52000001,54000000,0.00256346,"fc8d62",0.00335043,"8da0cb"
3,53000001,55000000,0.00274077,"fc8d62",0.00346267,"8da0cb"
3,54000001,56000000,0.00226146,"fc8d62",0.00291146,"8da0cb"
3,55000001,57000000,0.00223193,"fc8d62",0.00319253,"8da0cb"
3,56000001,58000000,0.00202901,"fc8d62",0.00322515,"8da0cb"
3,57000001,59000000,0.00237183,"fc8d62",0.00329678,"8da0cb"
3,58000001,60000000,0.00274201,"fc8d62",0.00341679,"8da0cb"
3,59000001,61000000,0.00221287,"fc8d62",0.00308112,"8da0cb"
3,60000001,62000000,0.00213241,"fc8d62",0.00309762,"8da0cb"
3,61000001,63000000,0.00244021,"fc8d62",0.00353423,"8da0cb"
3,62000001,64000000,0.00222567,"fc8d62",0.00318815,"8da0cb"
3,63000001,65000000,0.0022004,"fc8d62",0.00286433,"8da0cb"
3,64000001,66000000,0.00242239,"fc8d62",0.00334006,"8da0cb"
3,65000001,67000000,0.00234485,"fc8d62",0.00336543,"8da0cb"
3,66000001,68000000,0.00265366,"fc8d62",0.00366947,"8da0cb"
3,67000001,69000000,0.00260762,"fc8d62",0.00387451,"8da0cb"
3,68000001,70000000,0.00225385,"fc8d62",0.00342487,"8da0cb"
3,69000001,71000000,0.00251328,"fc8d62",0.00301569,"8da0cb"
3,70000001,72000000,0.00206392,"fc8d62",0.00232367,"8da0cb"
3,71000001,73000000,0.00179816,"fc8d62",0.0023367,"8da0cb"
3,72000001,74000000,0.00209892,"fc8d62",0.00274356,"8da0cb"
3,73000001,75000000,0.00276686,"fc8d62",0.00359376,"8da0cb"
3,74000001,76000000,0.00282657,"fc8d62",0.00359774,"8da0cb"
3,75000001,77000000,0.00236412,"fc8d62",0.00305217,"8da0cb"
3,76000001,78000000,0.00272169,"fc8d62",0.00345328,"8da0cb"
3,77000001,79000000,0.00255874,"fc8d62",0.00337088,"8da0cb"
3,78000001,80000000,0.00240337,"fc8d62",0.00295855,"8da0cb"
3,79000001,81000000,0.00234088,"fc8d62",0.00274937,"8da0cb"
3,80000001,82000000,0.00275047,"fc8d62",0.00392829,"8da0cb"
3,81000001,83000000,0.00240333,"fc8d62",0.00382238,"8da0cb"
3,82000001,84000000,0.00187478,"fc8d62",0.00283681,"8da0cb"
3,83000001,85000000,0.00246445,"fc8d62",0.00339847,"8da0cb"
3,84000001,86000000,0.00296898,"fc8d62",0.00378667,"8da0cb"
3,85000001,87000000,0.00278729,"fc8d62",0.00350618,"8da0cb"
3,86000001,88000000,0.00281091,"fc8d62",0.00381896,"8da0cb"
3,87000001,89000000,0.00273976,"fc8d62",0.00372052,"8da0cb"
3,88000001,90000000,0.00234417,"fc8d62",0.00295174,"8da0cb"
3,89000001,91000000,0.00323984,"fc8d62",0.00373025,"8da0cb"
3,90000001,92000000,0.0030162,"fc8d62",0.00353916,"8da0cb"
3,91000001,93000000,0.00240882,"fc8d62",0.00303202,"8da0cb"
3,92000001,94000000,0.00245855,"fc8d62",0.00331282,"8da0cb"
3,93000001,95000000,0.00278529,"fc8d62",0.00406727,"8da0cb"
3,94000001,96000000,0.00302059,"fc8d62",0.00389656,"8da0cb"
3,95000001,97000000,0.00288052,"fc8d62",0.00344177,"8da0cb"
3,96000001,98000000,0.00266206,"fc8d62",0.00395931,"8da0cb"
3,97000001,99000000,0.00255712,"fc8d62",0.00400151,"8da0cb"
3,98000001,100000000,0.00266598,"fc8d62",0.00355791,"8da0cb"
3,99000001,101000000,0.00272098,"fc8d62",0.00314084,"8da0cb"
3,100000001,102000000,0.00288704,"fc8d62",0.00331552,"8da0cb"
3,101000001,103000000,0.00267627,"fc8d62",0.00332418,"8da0cb"
3,102000001,104000000,0.00247198,"fc8d62",0.00330439,"8da0cb"
3,103000001,105000000,0.00226481,"fc8d62",0.00302526,"8da0cb"
3,104000001,106000000,0.00296997,"fc8d62",0.00371367,"8da0cb"
3,105000001,107000000,0.00386976,"fc8d62",0.00487295,"8da0cb"
3,106000001,108000000,0.0033793,"fc8d62",0.00424159,"8da0cb"
3,107000001,109000000,0.00230257,"fc8d62",0.00273993,"8da0cb"
3,108000001,110000000,0.00182982,"fc8d62",0.00244406,"8da0cb"
3,109000001,111000000,0.00192789,"fc8d62",0.00281188,"8da0cb"
3,110000001,112000000,0.00181947,"fc8d62",0.00264783,"8da0cb"
3,111000001,113000000,0.00168892,"fc8d62",0.00248967,"8da0cb"
3,112000001,114000000,0.00143184,"fc8d62",0.0020262,"8da0cb"
3,113000001,115000000,0.00157986,"fc8d62",0.00164892,"8da0cb"
3,114000001,116000000,0.00243178,"fc8d62",0.00223095,"8da0cb"
3,115000001,117000000,0.00288833,"fc8d62",0.00305425,"8da0cb"
3,116000001,118000000,0.0026092,"fc8d62",0.00339595,"8da0cb"
3,117000001,119000000,0.00186885,"fc8d62",0.00307219,"8da0cb"
3,118000001,120000000,0.00142054,"fc8d62",0.00235823,"8da0cb"
3,119000001,121000000,0.00179801,"fc8d62",0.00245108,"8da0cb"
3,120000001,122000000,0.0020521,"fc8d62",0.00278195,"8da0cb"
3,121000001,123000000,0.00171871,"fc8d62",0.0023492,"8da0cb"
3,122000001,124000000,0.00176315,"fc8d62",0.00269488,"8da0cb"
3,123000001,125000000,0.00200603,"fc8d62",0.00284327,"8da0cb"
3,124000001,126000000,0.00215015,"fc8d62",0.00281044,"8da0cb"
3,125000001,127000000,0.0022719,"fc8d62",0.00312983,"8da0cb"
3,126000001,128000000,0.00180109,"fc8d62",0.00255288,"8da0cb"
3,127000001,129000000,0.00156542,"fc8d62",0.0024327,"8da0cb"
3,128000001,130000000,0.00209331,"fc8d62",0.0030185,"8da0cb"
3,129000001,131000000,0.00247516,"fc8d62",0.00346745,"8da0cb"
3,130000001,132000000,0.00235877,"fc8d62",0.0032174,"8da0cb"
3,131000001,133000000,0.00258428,"fc8d62",0.0033689,"8da0cb"
3,132000001,134000000,0.00258392,"fc8d62",0.00353911,"8da0cb"
3,133000001,135000000,0.00235126,"fc8d62",0.00353633,"8da0cb"
3,134000001,136000000,0.00227639,"fc8d62",0.0033585,"8da0cb"
3,135000001,137000000,0.00246713,"fc8d62",0.00370925,"8da0cb"
3,136000001,138000000,0.00268892,"fc8d62",0.00424073,"8da0cb"
3,137000001,139000000,0.00258245,"fc8d62",0.00362629,"8da0cb"
3,138000001,140000000,0.00280822,"fc8d62",0.00370095,"8da0cb"
3,139000001,141000000,0.00299855,"fc8d62",0.00409087,"8da0cb"
3,140000001,142000000,0.00313498,"fc8d62",0.00404368,"8da0cb"
3,141000001,143000000,0.0027135,"fc8d62",0.00386514,"8da0cb"
3,142000001,144000000,0.0022363,"fc8d62",0.00346869,"8da0cb"
3,143000001,145000000,0.00233662,"fc8d62",0.00315475,"8da0cb"
3,144000001,146000000,0.00206217,"fc8d62",0.00264733,"8da0cb"
3,145000001,147000000,0.00153724,"fc8d62",0.00203312,"8da0cb"
3,146000001,148000000,0.00202044,"fc8d62",0.00269315,"8da0cb"
3,147000001,149000000,0.00267554,"fc8d62",0.00398425,"8da0cb"
3,148000001,150000000,0.00307346,"fc8d62",0.00435295,"8da0cb"
3,149000001,151000000,0.00338215,"fc8d62",0.00434906,"8da0cb"
3,150000001,152000000,0.00365105,"fc8d62",0.00450218,"8da0cb"
3,151000001,153000000,0.00409455,"fc8d62",0.00471187,"8da0cb"
3,152000001,154000000,0.00364833,"fc8d62",0.00447211,"8da0cb"
3,153000001,155000000,0.00295104,"fc8d62",0.00429697,"8da0cb"
3,154000001,156000000,0.00253234,"fc8d62",0.00381107,"8da0cb"
3,155000001,157000000,0.00226518,"fc8d62",0.00285214,"8da0cb"
3,156000001,158000000,0.00233832,"fc8d62",0.00302022,"8da0cb"
3,157000001,159000000,0.00237673,"fc8d62",0.00305802,"8da0cb"
3,158000001,160000000,0.00231914,"fc8d62",0.00305114,"8da0cb"
3,159000001,161000000,0.00215759,"fc8d62",0.00281159,"8da0cb"
3,160000001,162000000,0.00159304,"fc8d62",0.00237397,"8da0cb"
3,161000001,163000000,0.00194598,"fc8d62",0.00277831,"8da0cb"
3,162000001,164000000,0.00243251,"fc8d62",0.00306878,"8da0cb"
3,163000001,165000000,0.00242939,"fc8d62",0.00334983,"8da0cb"
3,164000001,166000000,0.00201999,"fc8d62",0.00253629,"8da0cb"
3,165000001,167000000,0.00136189,"fc8d62",0.00173518,"8da0cb"
3,166000001,168000000,0.00172318,"fc8d62",0.00244123,"8da0cb"
3,167000001,169000000,0.00227499,"fc8d62",0.00313951,"8da0cb"
3,168000001,170000000,0.0019394,"fc8d62",0.00291514,"8da0cb"
3,169000001,171000000,0.00176618,"fc8d62",0.00242989,"8da0cb"
3,170000001,172000000,0.00218445,"fc8d62",0.0027395,"8da0cb"
3,171000001,173000000,0.00240007,"fc8d62",0.00309355,"8da0cb"
3,172000001,174000000,0.00243693,"fc8d62",0.00315118,"8da0cb"
3,173000001,175000000,0.00262237,"fc8d62",0.0032978,"8da0cb"
3,174000001,176000000,0.00259222,"fc8d62",0.0034133,"8da0cb"
3,175000001,177000000,0.00237248,"fc8d62",0.00359922,"8da0cb"
3,176000001,178000000,0.00234877,"fc8d62",0.00337354,"8da0cb"
3,177000001,179000000,0.00224398,"fc8d62",0.00302123,"8da0cb"
3,178000001,180000000,0.00214156,"fc8d62",0.00286138,"8da0cb"
3,179000001,181000000,0.00200198,"fc8d62",0.00263881,"8da0cb"
3,180000001,182000000,0.00211035,"fc8d62",0.00278529,"8da0cb"
