chr	pos	length_bp	sample_count	freq	freq_class	is_short
chr3	178123714.0	1	119	0.025195850095278426	common	True
chr3	178123750.0	1	30	0.0063518949820029645	rare	True
chr4	126418677.0	1	5	0.0010586491636671606	rare	True
chr1	37611778.0	1	45	0.009527842473004446	rare	True
chr1	37611794.0	1	34	0.007198814312936693	rare	True
chr1	37611805.0	1	30	0.0063518949820029645	rare	True
chr1	37611820.0	1	51	0.01079822146940504	common	True
chr1	37611821.0	1	45	0.009527842473004446	rare	True
chrM	8976.0	1	146	0.030912555579081093	common	True
chrM	8987.0	1	139	0.02943044674994707	common	True
chrM	8992.0	1	265	0.05610840567435952	common	True
chr17	48638496.0	1	10	0.002117298327334321	rare	True
chr17	48638498.0	1	52	0.011009951302138471	common	True
chr17	48638528.0	1	5	0.0010586491636671606	rare	True
chr17	48638541.0	1	8	0.0016938386618674571	rare	True
chr17	48638545.0	1	7	0.0014821088291340249	rare	True
chr17	48638552.0	1	8	0.0016938386618674571	rare	True
chr17	48638575.0	1	14	0.0029642176582680498	rare	True
chr17	48638593.0	1	3	0.0006351894982002964	ultra-rare	True
chr17	48638600.0	1	3	0.0006351894982002964	ultra-rare	True
chr17	48638610.0	1	3	0.0006351894982002964	ultra-rare	True
chr17	48638635.0	1	3	0.0006351894982002964	ultra-rare	True
chrM	1592.0	1	84	0.0177853059496083	common	True
chrM	1636.0	1	7	0.0014821088291340249	rare	True
chrM	1643.0	1	8	0.0016938386618674571	rare	True
chrM	1651.0	1	8	0.0016938386618674571	rare	True
chrM	1653.0	1	12	0.0025407579928011857	rare	True
chrM	1668.0	1	20	0.004234596654668642	rare	True
chrM	1695.0	1	23	0.004869786152868939	rare	True
chr2	33667452.0	1	87	0.018420495447808598	common	True
chr2	33667456.0	1	82	0.017361846284141436	common	True
chr2	33667482.0	1	66	0.013974168960406522	common	True
chr2	33667499.0	1	72	0.015244547956807113	common	True
chrM	14972.0	1	238	0.05039170019055685	common	True
chr5	32338607.0	1	50	0.010586491636671608	common	True
chr5	32338636.0	1	108	0.022866821935210672	common	True
chr1	59195925.0	1	71	0.015032818124073682	common	True
chr1	59195933.0	1	59	0.012492060131272496	common	True
chr1	59195445.0	1	9	0.0019055684946008892	rare	True
chr1	630722.0	1	10	0.002117298327334321	rare	True
chr1	629712.0	1	82	0.017361846284141436	common	True
chr1	629906.0	1	28	0.0059284353165360995	rare	True
chrM	4542.0	1	63	0.013338979462206225	common	True
chrM	4736.0	1	44	0.009316112640271015	rare	True
chrM	5737.0	1	205	0.04340461571035359	common	True
chr2	32916473.0	1	139	0.02943044674994707	common	True
chrM	5356.0	1	94	0.019902604276942622	common	True
chrM	10883.0	1	29	0.006140165149269532	rare	True
chr5	32338620.0	1	57	0.012068600465805632	common	True
chrM	8466.0	1	12	0.0025407579928011857	rare	True
chrM	8502.0	1	53	0.011221681134871904	common	True
chrM	8505.0	1	22	0.004658056320135507	rare	True
chrM	8520.0	1	128	0.027101418589879314	common	True
chr17	22521414.0	1	54	0.011433410967605336	common	True
chrM	16477.0	1	22	0.004658056320135507	rare	True
chr2	32916366.0	1	78	0.016514926953207706	common	True
chr2	32916526.0	1	365	0.07728138894770273	common	True
chrM	10374.0	1	2	0.0004234596654668643	ultra-rare	True
chrM	11921.0	1	7	0.0014821088291340249	rare	True
chr2	33667450.0	1	72	0.015244547956807113	common	True
chr2	33667458.0	1	57	0.012068600465805632	common	True
chr2	33667520.0	1	44	0.009316112640271015	rare	True
chr2	33667206.0	1	1	0.00021172983273343214	private	True
chr21	9676650.0	1	80	0.01693838661867457	common	True
chr5	32338708.0	1	31	0.006563624814736396	rare	True
chr8	62102988.0	1	11	0.0023290281600677537	rare	True
chrM	8497.0	1	25	0.005293245818335804	rare	True
chrM	8504.0	1	35	0.007410544145670125	rare	True
chrM	8514.0	1	59	0.012492060131272496	common	True
chrM	8517.0	1	43	0.009104382807537581	rare	True
chr13	32707678.0	1	11	0.0023290281600677537	rare	True
chr13	32707682.0	1	7	0.0014821088291340249	rare	True
chr13	32707690.0	1	19	0.004022866821935211	rare	True
chr13	32707695.0	1	23	0.004869786152868939	rare	True
chr13	32707703.0	1	16	0.0033876773237349143	rare	True
chr13	32707713.0	1	16	0.0033876773237349143	rare	True
chr13	32707716.0	1	8	0.0016938386618674571	rare	True
chr13	32707725.0	1	27	0.005716705483802668	rare	True
chr13	32707731.0	1	19	0.004022866821935211	rare	True
chr13	32707736.0	1	22	0.004658056320135507	rare	True
chr13	32707737.0	1	12	0.0025407579928011857	rare	True
chr13	32707749.0	1	25	0.005293245818335804	rare	True
chr13	32708037.0	1	1	0.00021172983273343214	private	True
chrM	9442.0	1	24	0.005081515985602371	rare	True
chrM	9455.0	1	47	0.009951302138471311	rare	True
chrM	9467.0	1	42	0.00889265297480415	rare	True
chrM	9468.0	1	57	0.012068600465805632	common	True
chrM	9475.0	1	28	0.0059284353165360995	rare	True
chrM	9476.0	1	36	0.007622273978403557	rare	True
chrM	9499.0	1	21	0.004446326487402075	rare	True
chrM	9503.0	1	27	0.005716705483802668	rare	True
chrM	9519.0	1	37	0.00783400381113699	rare	True
chr22	43334839.0	1	85	0.01799703578234173	common	True
chr22	43334868.0	1	8	0.0016938386618674571	rare	True
chr22	43334873.0	1	8	0.0016938386618674571	rare	True
chr22	43334886.0	1	17	0.0035994071564683463	rare	True
chr22	43334893.0	1	7	0.0014821088291340249	rare	True
chr22	43334910.0	1	9	0.0019055684946008892	rare	True
chr22	43334921.0	1	8	0.0016938386618674571	rare	True
chr22	43334949.0	1	3	0.0006351894982002964	ultra-rare	True
chr22	43334950.0	1	12	0.0025407579928011857	rare	True
chr22	43334958.0	1	17	0.0035994071564683463	rare	True
chr22	43334980.0	1	3	0.0006351894982002964	ultra-rare	True
chr22	43334996.0	1	1	0.00021172983273343214	private	True
chrM	10823.0	1	60	0.012703789964005929	common	True
chrM	10837.0	1	107	0.02265509210247724	common	True
chrM	10873.0	1	95	0.020114334109676054	common	True
chrM	10876.0	1	68	0.014397628625873385	common	True
chrM	10907.0	1	100	0.021172983273343216	common	True
chr5	32338474.0	1	72	0.015244547956807113	common	True
chr1	37611827.0	1	43	0.009104382807537581	rare	True
chrM	8982.0	1	188	0.039805208553885245	common	True
chr1	630444.0	1	273	0.05780224433622697	common	True
chrM	5279.0	1	101	0.021384713106076647	common	True
chrM	5355.0	1	101	0.021384713106076647	common	True
chrM	14682.0	1	17	0.0035994071564683463	rare	True
chrM	2340.0	1	1	0.00021172983273343214	private	True
chr2	33667465.0	1	47	0.009951302138471311	rare	True
chrM	14777.0	1	6	0.0012703789964005929	rare	True
chr20	21474655.0	1	21	0.004446326487402075	rare	True
chrM	12365.0	1	72	0.015244547956807113	common	True
chrM	12367.0	1	20	0.004234596654668642	rare	True
chrM	12370.0	1	59	0.012492060131272496	common	True
chr5	32338610.0	1	59	0.012492060131272496	common	True
chr9	129833.0	1	113	0.023925471098877833	common	True
chr22	27051960.0	1	87	0.018420495447808598	common	True
chr22	27051965.0	1	80	0.01693838661867457	common	True
chr22	27051991.0	1	47	0.009951302138471311	rare	True
chr22	27052030.0	1	58	0.012280330298539064	common	True
chr4	29439732.0	1	158	0.033453313571882276	common	True
chrM	12883.0	1	82	0.017361846284141436	common	True
chr5	32338704.0	1	32	0.0067753546474698285	rare	True
chr9	129902.0	1	20	0.004234596654668642	rare	True
chr10	74652183.0	1	56	0.011856870633072199	common	True
chr10	74652223.0	1	4	0.0008469193309337286	ultra-rare	True
chr10	74652228.0	1	4	0.0008469193309337286	ultra-rare	True
chr10	74652239.0	1	7	0.0014821088291340249	rare	True
chr10	74652242.0	1	6	0.0012703789964005929	rare	True
chr10	74652245.0	1	7	0.0014821088291340249	rare	True
chr10	74652266.0	1	8	0.0016938386618674571	rare	True
chr10	74652283.0	1	6	0.0012703789964005929	rare	True
chr10	74652284.0	1	2	0.0004234596654668643	ultra-rare	True
chr10	74652300.0	1	5	0.0010586491636671606	rare	True
chr10	74652022.0	1	1	0.00021172983273343214	private	True
chrM	13836.0	1	63	0.013338979462206225	common	True
chrM	13864.0	1	5	0.0010586491636671606	rare	True
chrM	13880.0	1	8	0.0016938386618674571	rare	True
chrM	13883.0	1	7	0.0014821088291340249	rare	True
chrM	13892.0	1	11	0.0023290281600677537	rare	True
chrM	13894.0	1	12	0.0025407579928011857	rare	True
chrM	13906.0	1	6	0.0012703789964005929	rare	True
chrM	13914.0	1	7	0.0014821088291340249	rare	True
chrM	13920.0	1	5	0.0010586491636671606	rare	True
chr17	48638534.0	1	10	0.002117298327334321	rare	True
chr17	48638556.0	1	3	0.0006351894982002964	ultra-rare	True
chr17	48638559.0	1	7	0.0014821088291340249	rare	True
chr17	48638565.0	1	5	0.0010586491636671606	rare	True
chr17	48638572.0	1	6	0.0012703789964005929	rare	True
chrM	1619.0	1	5	0.0010586491636671606	rare	True
chrM	1626.0	1	5	0.0010586491636671606	rare	True
chrM	1628.0	1	10	0.002117298327334321	rare	True
chrM	1650.0	1	10	0.002117298327334321	rare	True
chrM	1652.0	1	13	0.0027524878255346177	rare	True
chrM	1688.0	1	14	0.0029642176582680498	rare	True
chr21	9676644.0	1	57	0.012068600465805632	common	True
chr3	178123664.0	1	92	0.019479144611475756	common	True
chr4	126419102.0	1	26	0.0055049756510692355	rare	True
chr4	126419124.0	1	32	0.0067753546474698285	rare	True
chr4	126418635.0	1	4	0.0008469193309337286	ultra-rare	True
chr4	126418673.0	1	7	0.0014821088291340249	rare	True
chr8	62102957.0	1	10	0.002117298327334321	rare	True
chr8	62102977.0	1	7	0.0014821088291340249	rare	True
chrM	8474.0	1	48	0.010163031971204743	common	True
chrM	8501.0	1	29	0.006140165149269532	rare	True
chrM	8506.0	1	32	0.0067753546474698285	rare	True
chr9	129816.0	1	63	0.013338979462206225	common	True
chr9	129879.0	1	133	0.028160067753546476	common	True
chrM	6304.0	1	59	0.012492060131272496	common	True
chr3	178123684.0	1	72	0.015244547956807113	common	True
chr3	178123742.0	1	55	0.011645140800338767	common	True
chr3	178123757.0	1	15	0.0031759474910014822	rare	True
chrM	14990.0	1	162	0.03430023290281601	common	True
chr4	126419157.0	1	50	0.010586491636671608	common	True
chr4	126418672.0	1	10	0.002117298327334321	rare	True
chrM	14062.0	1	45	0.009527842473004446	rare	True
chr4	178496771.0	1	72	0.015244547956807113	common	True
chr4	178496803.0	1	26	0.0055049756510692355	rare	True
chr4	178496821.0	1	35	0.007410544145670125	rare	True
chr4	178496837.0	1	43	0.009104382807537581	rare	True
chrM	6008.0	1	254	0.053779377514291765	common	True
chrM	12876.0	1	140	0.0296421765826805	common	True
chr4	86138980.0	1	40	0.008469193309337285	rare	True
chr5	120220629.0	1	1	0.00021172983273343214	private	True
chr5	120220657.0	1	1	0.00021172983273343214	private	True
chr5	120220677.0	1	1	0.00021172983273343214	private	True
chr5	120220692.0	1	1	0.00021172983273343214	private	True
chr5	120220697.0	1	1	0.00021172983273343214	private	True
chrM	4604.0	1	235	0.04975651069235655	common	True
chr5	32338661.0	1	48	0.010163031971204743	common	True
chr1	37611624.0	1	1	0.00021172983273343214	private	True
chr1	37611800.0	1	65	0.013762439127673089	common	True
chr1	37611804.0	1	51	0.01079822146940504	common	True
chr1	37611814.0	1	43	0.009104382807537581	rare	True
chr1	37611838.0	1	67	0.014185898793139954	common	True
chrM	9006.0	1	95	0.020114334109676054	common	True
chr1	43615933.0	1	1	0.00021172983273343214	private	True
chrM	5967.0	1	153	0.03239466440821512	common	True
chr16	25758014.0	1	4	0.0008469193309337286	ultra-rare	True
chr16	25758026.0	1	2	0.0004234596654668643	ultra-rare	True
chr16	25758054.0	1	6	0.0012703789964005929	rare	True
chr16	25758062.0	1	4	0.0008469193309337286	ultra-rare	True
chr16	25758074.0	1	8	0.0016938386618674571	rare	True
chr16	25758091.0	1	5	0.0010586491636671606	rare	True
chr16	25758115.0	1	1	0.00021172983273343214	private	True
chrM	352.0	1	24	0.005081515985602371	rare	True
chrM	357.0	1	15	0.0031759474910014822	rare	True
chrM	362.0	1	22	0.004658056320135507	rare	True
chrM	372.0	1	47	0.009951302138471311	rare	True
chr3	181745921.0	1	9	0.0019055684946008892	rare	True
chr3	181746025.0	1	2	0.0004234596654668643	ultra-rare	True
chr3	181746029.0	1	2	0.0004234596654668643	ultra-rare	True
chr3	181746031.0	1	2	0.0004234596654668643	ultra-rare	True
chr3	181746032.0	1	4	0.0008469193309337286	ultra-rare	True
chr3	181746046.0	1	1	0.00021172983273343214	private	True
chr3	181746061.0	1	1	0.00021172983273343214	private	True
chr3	181745985.0	1	2	0.0004234596654668643	ultra-rare	True
chr3	181746014.0	1	1	0.00021172983273343214	private	True
chr3	181746023.0	1	1	0.00021172983273343214	private	True
chr3	181746030.0	1	2	0.0004234596654668643	ultra-rare	True
chrM	3202.0	1	7	0.0014821088291340249	rare	True
chrM	3203.0	1	4	0.0008469193309337286	ultra-rare	True
chrM	3212.0	1	5	0.0010586491636671606	rare	True
chrM	3237.0	1	5	0.0010586491636671606	rare	True
chrM	3252.0	1	3	0.0006351894982002964	ultra-rare	True
chrM	3329.0	1	11	0.0023290281600677537	rare	True
chr4	29439113.0	1	2	0.0004234596654668643	ultra-rare	True
chr4	7252650.0	1	82	0.017361846284141436	common	True
chr4	7252681.0	1	9	0.0019055684946008892	rare	True
chr4	7252686.0	1	12	0.0025407579928011857	rare	True
chr4	7252696.0	1	11	0.0023290281600677537	rare	True
chr4	7252710.0	1	12	0.0025407579928011857	rare	True
chr4	7252720.0	1	5	0.0010586491636671606	rare	True
chr4	7252777.0	1	2	0.0004234596654668643	ultra-rare	True
chrM	11710.0	1	17	0.0035994071564683463	rare	True
chrM	11716.0	1	28	0.0059284353165360995	rare	True
chrM	11733.0	1	15	0.0031759474910014822	rare	True
chrM	11736.0	1	9	0.0019055684946008892	rare	True
chrM	11738.0	1	12	0.0025407579928011857	rare	True
chrM	11745.0	1	87	0.018420495447808598	common	True
chr9	129825.0	1	88	0.01863222528054203	common	True
chr9	65296243.0	1	5	0.0010586491636671606	rare	True
chrM	4159.0	1	117	0.02477239042981156	common	True
chrM	4171.0	1	82	0.017361846284141436	common	True
chrM	4462.0	1	49	0.010374761803938174	common	True
chrM	4468.0	1	102	0.02159644293881008	common	True
chrM	5040.0	1	46	0.009739572305737878	rare	True
chrM	4203.0	1	53	0.011221681134871904	common	True
chrM	4244.0	1	386	0.0817277154351048	common	True
chrM	4517.0	1	69	0.014609358458606819	common	True
chrM	4619.0	1	383	0.08109252593690451	common	True
chrM	4828.0	1	118	0.02498412026254499	common	True
chr1	629901.0	1	188	0.039805208553885245	common	True
chr1	629902.0	1	289	0.06118992165996189	common	True
chr1	630341.0	1	38	0.008045733643870422	rare	True
chrM	5171.0	1	34	0.007198814312936693	rare	True
chrM	5280.0	1	181	0.03832309972475122	common	True
chr11	49862402.0	1	2	0.0004234596654668643	ultra-rare	True
chrM	6307.0	1	96	0.020326063942409486	common	True
chr21	9676630.0	1	69	0.014609358458606819	common	True
chr1	37611830.0	1	77	0.016303197120474275	common	True
chr1	37611881.0	1	8	0.0016938386618674571	rare	True
chrM	8966.0	1	166	0.035147152233749736	common	True
chrM	8969.0	1	283	0.059919542663561295	common	True
chrM	8971.0	1	322	0.06817700614016516	common	True
chrM	8991.0	1	101	0.021384713106076647	common	True
chr13	16561830.0	1	1	0.00021172983273343214	private	True
chr13	16680348.0	1	1	0.00021172983273343214	private	True
chr13	17065780.0	1	2	0.0004234596654668643	ultra-rare	True
chrM	12473.0	1	34	0.007198814312936693	rare	True
chr3	178123747.0	1	128	0.027101418589879314	common	True
chr5	32338689.0	1	27	0.005716705483802668	rare	True
chr13	16718576.0	1	1	0.00021172983273343214	private	True
chr13	17022173.0	1	1	0.00021172983273343214	private	True
chr13	17022174.0	1	1	0.00021172983273343214	private	True
chr13	17022179.0	1	1	0.00021172983273343214	private	True
chr13	17022199.0	1	1	0.00021172983273343214	private	True
chr13	17022202.0	1	1	0.00021172983273343214	private	True
chr13	17022219.0	1	1	0.00021172983273343214	private	True
chr13	16296265.0	1	2	0.0004234596654668643	ultra-rare	True
chr13	16318100.0	1	3	0.0006351894982002964	ultra-rare	True
chr13	16320830.0	1	1	0.00021172983273343214	private	True
chr13	16342666.0	1	1	0.00021172983273343214	private	True
chr13	16344030.0	1	1	0.00021172983273343214	private	True
chr13	17345201.0	1	2	0.0004234596654668643	ultra-rare	True
chr13	17367035.0	1	1	0.00021172983273343214	private	True
chrM	862.0	1	69	0.014609358458606819	common	True
chr13	32707686.0	1	14	0.0029642176582680498	rare	True
chr13	32707693.0	1	25	0.005293245818335804	rare	True
chr13	32707750.0	1	11	0.0023290281600677537	rare	True
chr13	32707751.0	1	17	0.0035994071564683463	rare	True
chrM	9464.0	1	46	0.009739572305737878	rare	True
chrM	9470.0	1	36	0.007622273978403557	rare	True
chrM	9471.0	1	37	0.00783400381113699	rare	True
chrM	9493.0	1	19	0.004022866821935211	rare	True
chrM	9510.0	1	33	0.006987084480203261	rare	True
chr17	957327.0	1	9	0.0019055684946008892	rare	True
chr17	957375.0	1	18	0.0038111369892017783	rare	True
chr17	957391.0	1	25	0.005293245818335804	rare	True
chr17	957443.0	1	29	0.006140165149269532	rare	True
chr17	957452.0	1	35	0.007410544145670125	rare	True
chr17	957457.0	1	8	0.0016938386618674571	rare	True
chr17	957076.0	1	1	0.00021172983273343214	private	True
chrM	14093.0	1	29	0.006140165149269532	rare	True
chrM	14100.0	1	24	0.005081515985602371	rare	True
chrM	14104.0	1	28	0.0059284353165360995	rare	True
chr2	33667444.0	1	37	0.00783400381113699	rare	True
chr2	33667447.0	1	47	0.009951302138471311	rare	True
chr2	33667493.0	1	86	0.018208765615075163	common	True
chr2	33667513.0	1	117	0.02477239042981156	common	True
chr2	33667543.0	1	13	0.0027524878255346177	rare	True
chr2	33667673.0	1	1	0.00021172983273343214	private	True
chr4	126419084.0	1	37	0.00783400381113699	rare	True
chr4	126418655.0	1	4	0.0008469193309337286	ultra-rare	True
chr2	33667481.0	1	74	0.01566800762227398	common	True
chr2	33667503.0	1	106	0.02244336226974381	common	True
chr2	33667548.0	1	11	0.0023290281600677537	rare	True
chr3	178123755.0	1	21	0.004446326487402075	rare	True
chr3	178123484.0	1	9	0.0019055684946008892	rare	True
chr4	126419105.0	1	61	0.01291551979673936	common	True
chr4	126419184.0	1	11	0.0023290281600677537	rare	True
chrM	14057.0	1	86	0.018208765615075163	common	True
chr9	85809246.0	1	17	0.0035994071564683463	rare	True
chr9	85809286.0	1	1	0.00021172983273343214	private	True
chr9	85809300.0	1	1	0.00021172983273343214	private	True
chr9	85809301.0	1	1	0.00021172983273343214	private	True
chr9	85809359.0	1	1	0.00021172983273343214	private	True
chr9	85809394.0	1	1	0.00021172983273343214	private	True
chrM	1462.0	1	12	0.0025407579928011857	rare	True
chrM	1465.0	1	16	0.0033876773237349143	rare	True
chrM	1471.0	1	3	0.0006351894982002964	ultra-rare	True
chrM	1473.0	1	25	0.005293245818335804	rare	True
chr13	16778440.0	1	1	0.00021172983273343214	private	True
chrM	865.0	1	63	0.013338979462206225	common	True
chr13	32707655.0	1	17	0.0035994071564683463	rare	True
chr13	32707677.0	1	5	0.0010586491636671606	rare	True
chr13	32707718.0	1	13	0.0027524878255346177	rare	True
chr13	32707720.0	1	11	0.0023290281600677537	rare	True
chr13	32707729.0	1	17	0.0035994071564683463	rare	True
chr13	32707733.0	1	18	0.0038111369892017783	rare	True
chr13	32707748.0	1	12	0.0025407579928011857	rare	True
chr13	32707756.0	1	29	0.006140165149269532	rare	True
chr13	32707757.0	1	15	0.0031759474910014822	rare	True
chrM	9469.0	1	45	0.009527842473004446	rare	True
chrM	9483.0	1	26	0.0055049756510692355	rare	True
chrM	9508.0	1	19	0.004022866821935211	rare	True
chr4	82695102.0	1	2	0.0004234596654668643	ultra-rare	True
chr4	82695114.0	1	3	0.0006351894982002964	ultra-rare	True
chr4	82695222.0	1	1	0.00021172983273343214	private	True
chrM	11022.0	1	61	0.01291551979673936	common	True
chr8	125218401.0	1	5	0.0010586491636671606	rare	True
chr8	125218443.0	1	3	0.0006351894982002964	ultra-rare	True
chrM	10693.0	1	5	0.0010586491636671606	rare	True
chrM	10705.0	1	3	0.0006351894982002964	ultra-rare	True
chrM	10720.0	1	7	0.0014821088291340249	rare	True
chrM	10723.0	1	11	0.0023290281600677537	rare	True
chrM	10733.0	1	5	0.0010586491636671606	rare	True
chrM	10734.0	1	7	0.0014821088291340249	rare	True
chrM	10758.0	1	7	0.0014821088291340249	rare	True
chr8	125623931.0	1	1	0.00021172983273343214	private	True
chr8	125623943.0	1	1	0.00021172983273343214	private	True
chr8	125624003.0	1	1	0.00021172983273343214	private	True
chr8	125624009.0	1	1	0.00021172983273343214	private	True
chrM	13943.0	1	9	0.0019055684946008892	rare	True
chrM	13968.0	1	3	0.0006351894982002964	ultra-rare	True
chrM	13972.0	1	5	0.0010586491636671606	rare	True
chrM	5130.0	1	35	0.007410544145670125	rare	True
chr13	17162489.0	1	2	0.0004234596654668643	ultra-rare	True
chr13	16770226.0	1	4	0.0008469193309337286	ultra-rare	True
chr13	16406845.0	1	1	0.00021172983273343214	private	True
chr13	16408226.0	1	1	0.00021172983273343214	private	True
chr13	16476103.0	1	1	0.00021172983273343214	private	True
chr13	16796189.0	1	1	0.00021172983273343214	private	True
chr13	16901045.0	1	1	0.00021172983273343214	private	True
chr13	16921504.0	1	1	0.00021172983273343214	private	True
chr13	16929697.0	1	1	0.00021172983273343214	private	True
chr13	16932424.0	1	1	0.00021172983273343214	private	True
chr13	16935154.0	1	1	0.00021172983273343214	private	True
chr13	16936516.0	1	1	0.00021172983273343214	private	True
chr13	16950161.0	1	1	0.00021172983273343214	private	True
chr13	17330173.0	1	1	0.00021172983273343214	private	True
chr13	17345197.0	1	1	0.00021172983273343214	private	True
chr13	17346561.0	1	1	0.00021172983273343214	private	True
chr13	17407955.0	1	1	0.00021172983273343214	private	True
chr13	16918856.0	1	1	0.00021172983273343214	private	True
chr13	32707743.0	1	10	0.002117298327334321	rare	True
chr13	32707764.0	1	14	0.0029642176582680498	rare	True
chrM	9439.0	1	34	0.007198814312936693	rare	True
chrM	9478.0	1	16	0.0033876773237349143	rare	True
chrM	9489.0	1	26	0.0055049756510692355	rare	True
chrM	9498.0	1	18	0.0038111369892017783	rare	True
chr13	32707697.0	1	14	0.0029642176582680498	rare	True
chr13	32707706.0	1	20	0.004234596654668642	rare	True
chr13	32707707.0	1	9	0.0019055684946008892	rare	True
chr13	32707727.0	1	14	0.0029642176582680498	rare	True
chrM	9458.0	1	73	0.015456277789540547	common	True
chrM	9472.0	1	41	0.008680923142070718	rare	True
chrM	9485.0	1	24	0.005081515985602371	rare	True
chr21	9676659.0	1	49	0.010374761803938174	common	True
chr4	82695120.0	1	4	0.0008469193309337286	ultra-rare	True
chr4	86139102.0	1	1	0.00021172983273343214	private	True
chrM	6173.0	1	594	0.1257675206436587	common	True
chr8	125218416.0	1	6	0.0012703789964005929	rare	True
chr8	125218417.0	1	4	0.0008469193309337286	ultra-rare	True
chr8	125218436.0	1	3	0.0006351894982002964	ultra-rare	True
chr8	125218438.0	1	6	0.0012703789964005929	rare	True
chr8	125218474.0	1	2	0.0004234596654668643	ultra-rare	True
chr8	125218477.0	1	3	0.0006351894982002964	ultra-rare	True
chr8	125218478.0	1	1	0.00021172983273343214	private	True
chr8	125218479.0	1	4	0.0008469193309337286	ultra-rare	True
chr8	125218487.0	1	2	0.0004234596654668643	ultra-rare	True
chr8	125218489.0	1	5	0.0010586491636671606	rare	True
chr8	125218505.0	1	2	0.0004234596654668643	ultra-rare	True
chrM	10680.0	1	9	0.0019055684946008892	rare	True
chrM	10701.0	1	9	0.0019055684946008892	rare	True
chrM	10702.0	1	6	0.0012703789964005929	rare	True
chrM	10704.0	1	11	0.0023290281600677537	rare	True
chrM	10717.0	1	8	0.0016938386618674571	rare	True
chrM	10726.0	1	10	0.002117298327334321	rare	True
chrM	10736.0	1	7	0.0014821088291340249	rare	True
chrM	10741.0	1	4	0.0008469193309337286	ultra-rare	True
chrM	10743.0	1	10	0.002117298327334321	rare	True
chrM	10750.0	1	5	0.0010586491636671606	rare	True
chrM	10751.0	1	5	0.0010586491636671606	rare	True
chrM	10756.0	1	8	0.0016938386618674571	rare	True
chr8	125623953.0	1	1	0.00021172983273343214	private	True
chr8	125623985.0	1	1	0.00021172983273343214	private	True
chr8	125624017.0	1	2	0.0004234596654668643	ultra-rare	True
chrM	13944.0	1	8	0.0016938386618674571	rare	True
chrM	13947.0	1	10	0.002117298327334321	rare	True
chrM	13953.0	1	12	0.0025407579928011857	rare	True
chrM	13964.0	1	5	0.0010586491636671606	rare	True
chr1	184448014.0	1	1	0.00021172983273343214	private	True
chr1	184448094.0	1	1	0.00021172983273343214	private	True
chr1	184448104.0	1	1	0.00021172983273343214	private	True
chr1	184448168.0	1	1	0.00021172983273343214	private	True
chr1	184448179.0	1	1	0.00021172983273343214	private	True
chrM	507.0	1	11	0.0023290281600677537	rare	True
chrM	531.0	1	25	0.005293245818335804	rare	True
chrM	8858.0	1	273	0.05780224433622697	common	True
chr1	629894.0	1	235	0.04975651069235655	common	True
chr1	631164.0	1	159	0.03366504340461571	common	True
chr1	629758.0	1	146	0.030912555579081093	common	True
chr1	630801.0	1	35	0.007410544145670125	rare	True
chr1	631026.0	1	20	0.004234596654668642	rare	True
chrM	4588.0	1	151	0.031971204742748255	common	True
chrM	5631.0	1	41	0.008680923142070718	rare	True
chrM	5856.0	1	62	0.013127249629472792	common	True
chrM	4724.0	1	273	0.05780224433622697	common	True
chrM	5993.0	1	218	0.04615710353588821	common	True
chr13	16494965.0	1	2	0.0004234596654668643	ultra-rare	True
chr13	16505884.0	1	1	0.00021172983273343214	private	True
chr13	16508615.0	1	1	0.00021172983273343214	private	True
chr13	16535897.0	1	1	0.00021172983273343214	private	True
chr13	16606843.0	1	1	0.00021172983273343214	private	True
chr13	16620489.0	1	1	0.00021172983273343214	private	True
chr13	16665340.0	1	1	0.00021172983273343214	private	True
chr13	16941973.0	1	2	0.0004234596654668643	ultra-rare	True
chr13	16969255.0	1	1	0.00021172983273343214	private	True
chr13	17084937.0	1	1	0.00021172983273343214	private	True
chr13	17308376.0	1	1	0.00021172983273343214	private	True
chrM	5244.0	1	39	0.008257463476603853	rare	True
chr9	129908.0	1	13	0.0027524878255346177	rare	True
chr1	143254829.0	1	1	0.00021172983273343214	private	True
chrM	16058.0	1	30	0.0063518949820029645	rare	True
chrM	7393.0	1	38	0.008045733643870422	rare	True
chr1	629190.0	1	76	0.016091467287740843	common	True
chr1	629382.0	1	80	0.01693838661867457	common	True
chr1	629407.0	1	171	0.036205801397416894	common	True
chr1	629434.0	1	236	0.04996824052508998	common	True
chr1	629437.0	1	171	0.036205801397416894	common	True
chr1	629460.0	1	226	0.047850942197755666	common	True
chr1	629464.0	1	256	0.05420283717975863	common	True
chr1	629477.0	1	213	0.04509845437222105	common	True
chr1	629479.0	1	285	0.06034300232902816	common	True
chr1	629620.0	1	416	0.08807961041710777	common	True
chr1	629621.0	1	206	0.04361634554308702	common	True
chr1	629723.0	1	410	0.08680923142070718	common	True
chr1	629761.0	1	162	0.03430023290281601	common	True
chr1	629769.0	1	215	0.04552191403768791	common	True
chr1	629776.0	1	144	0.030489095913614227	common	True
chr1	629782.0	1	466	0.09866610205377938	common	True
chr1	629789.0	1	375	0.07939868727503706	common	True
chr1	629793.0	1	211	0.04467499470675418	common	True
chr1	629804.0	1	233	0.04933305102688969	common	True
chr1	629817.0	1	126	0.02667795892441245	common	True
chr1	629848.0	1	193	0.0408638577175524	common	True
chr1	629857.0	1	512	0.10840567435951726	common	True
chr1	629954.0	1	236	0.04996824052508998	common	True
