Chr	Mt Start	Mt End	Mt fragment length	Nuc Start	Nuc End	Chr fragment length	Difference	Source
4	9471	16561	7091	64606702	64611885	5184	1907	Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023
4	13036	16561	3526	64607023	64610541	3519	7	Calabrese_BMCBioinformatics_2012_低置信;Simone_BMC_Genomics_2011_版本1_766_HSP;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	9471	10836	1366	64610543	64611882	1340	26	Calabrese_BMCBioinformatics_2012_低置信;Simone_BMC_Genomics_2011_版本1_766_HSP;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	5908	5976	69	65608427	65608432	6	63	Wei_Nature_2022_生殖系
4	12227	12339	113	66065344	66065456	113	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	1254	1384	131	66340387	66340389	3	128	Wei_Nature_2022_生殖系
4	14949	15030	82	67851158	67851159	2	80	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4	4756	5581	826	68049637	68050446	810	16	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	10641	11154	514	68458557	68458560	4	510	Wei_Nature_2022_生殖系
4	7629	7757	129	68572491	68572619	129	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	10846	10975	130	72281339	72281341	3	127	Nyuwa基因组资源NUMTs
4	10297	10670	374	72485850	72485893	44	330	Wei_Nature_2022_生殖系
4	5895	6309	415	73651470	73651474	5	410	Wei_Nature_2022_生殖系
4	9781	9921	141	75104057	75104058	2	139	Wei_Nature_2022_生殖系
4	11271	11467	197	76526483	76526484	2	195	Wei_Nature_2022_生殖系
4	166	16246	16081	77443927	77444016	90	15991	Nyuwa基因组资源NUMTs
4	2226	2456	231	78008530	78008761	232	1	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	15115	15179	65	78187532	78187596	65	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	6167	6167	1	78709571	78709571	1	0	Wei_Nature_2022_肿瘤
4	5539	5613	75	81002218	81002225	8	67	Nyuwa基因组资源NUMTs
4	14931	15578	648	81733389	81734046	658	10	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	11022	11188	167	82695010	82695013	4	163	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4				83294402	83294481	80		Tao_Genes_2023
4	7288	8094	807	84705632	84705634	3	804	Wei_Nature_2022_生殖系
4	14429	14953	525	84813313	84813321	9	516	Wei_Nature_2022_生殖系
4	309	16411	16103	84855135	84855135	1	16102	Wei_Nature_2022_肿瘤
4				86020365	86020473	109		Tao_Genes_2023
4	6147	6217	71	86138985	86138999	15	56	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4			12321	87515576	87515576	1	12320	Nyuwa基因组资源NUMTs
4	3646	3775	130	87676077	87676206	130	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	4444	4522	79	87900992	87900995	4	75	Wei_Nature_2022_生殖系
4	2856	3075	220	89731797	89732017	221	1	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	12085	14129	2045	90739275	90739289	15	2030	Wei_Nature_2022_生殖系
4	72	2574	2503	91972734	91972734	1	2502	Wei_Nature_2022_肿瘤
4	2790	3622	833	92701825	92702653	829	4	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	13985	14188	204	93297791	93297793	3	201	Wei_Nature_2022_生殖系
4	15855	16029	175	93817332	93817509	178	3	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	5416	15202	9787	94911394	94911400	7	9780	Wei_Nature_2022_生殖系
4	7857	7912	56	95859789	95859789	1	55	Wei_Nature_2022_生殖系
4	1149	1294	146	96011891	96011892	2	144	Nyuwa基因组资源NUMTs
4	12830	12999	170	96468970	96468971	2	168	Wei_Nature_2022_生殖系
4	1855	1923	69	96562772	96562772	1	68	Wei_Nature_2022_生殖系
4	234	15781	15548	97090846	97090846	1	15547	Wei_Nature_2022_生殖系
4	1254	1486	233	97623124	97623124	1	232	Wei_Nature_2022_生殖系
4	91	3095	3005	98091412	98091416	5	3000	Wei_Nature_2022_生殖系
4				98669026	98669131	106		Tao_Genes_2023
4	11059	11130	72	99318940	99318948	9	63	Nyuwa基因组资源NUMTs
4	14659	15008	350	99597830	99597830	1	349	Wei_Nature_2022_肿瘤
4	9162	9582	421	101259649	101259649	1	420	Wei_Nature_2022_肿瘤
4				101972425	101972726	302		Tao_Genes_2023
4	9729	9841	113	102146696	102146696	1	112	Wei_Nature_2022_生殖系
4	3248	3366	119	103693045	103693047	3	116	Wei_Nature_2022_生殖系
4	9008	9191	184	104326891	104326892	2	182	Wei_Nature_2022_生殖系
4	12780	13011	232	104504207	104504208	2	230	Wei_Nature_2022_生殖系
4	14519	29038	14520	104523233	104523233	1	14519	Nyuwa基因组资源NUMTs
4	12007	24014	12008	104527045	104527045	1	12007	Nyuwa基因组资源NUMTs
4	9204	9315	112	107374106	107374217	112	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	5978	6057	80	107675266	107675267	2	78	Wei_Nature_2022_生殖系
4				107897071	107897137	67		Tao_Genes_2023
4	3047	3168	122	108406892	108406896	5	117	Wei_Nature_2022_生殖系
4	12626	12808	183	108681339	108681340	2	181	Wei_Nature_2022_生殖系
4			4487	109944452	109944452	1	4486	Nyuwa基因组资源NUMTs
4	8757	8822	66	110444593	110444658	66	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	15551	15701	151	110737779	110737779	1	150	Wei_Nature_2022_生殖系
4	6972	15275	8304	112572715	112572720	6	8298	Wei_Nature_2022_生殖系
4	14850	14933	84	113389247	113389248	2	82	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4	4064	8128	4065	114712279	114712290	12	4053	Nyuwa基因组资源NUMTs
4	12664	12768	105	115724279	115724279	1	104	Wei_Nature_2022_生殖系
4	133	239	107	116296602	116296948	347	240	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	575	3168	2594	116297740	116300312	2573	21	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	4361	4476	116	117109783	117109784	2	114	Nyuwa基因组资源NUMTs
4	11123	11203	81	117215047	117215049	3	78	Wei_Nature_2022_生殖系
4	3707	3848	142	119092325	119092325	1	141	Wei_Nature_2022_生殖系
4	11620	11730	111	119415402	119415402	1	110	Wei_Nature_2022_肿瘤
4	233	3520	3288	119598785	119598801	17	3271	Wei_Nature_2022_生殖系
4	3618	3797	180	119633906	119633907	2	178	Wei_Nature_2022_生殖系
4	10933	11162	230	120006967	120006983	17	213	Wei_Nature_2022_生殖系
4	9106	9175	70	120089871	120089877	7	63	Nyuwa基因组资源NUMTs
4	14	183	170	121731990	121731990	1	169	Wei_Nature_2022_生殖系
4	10042	10526	485	122007547	122007547	1	484	Wei_Nature_2022_肿瘤
4	90	6450	6361	123557382	123557382	1	6360	Wei_Nature_2022_生殖系
4	90	6450	6361	123561955	123561955	1	6360	Wei_Nature_2022_生殖系
4	8027	8154	128	124133471	124133476	6	122	Wei_Nature_2022_生殖系
4	13785	13936	152	125395715	125395720	6	146	Nyuwa基因组资源NUMTs
4	14030	14098	69	126419042	126419044	3	66	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4	315	435	121	127425410	127425411	2	119	Wei_Nature_2022_生殖系
4	2008	2388	381	128081405	128081776	372	9	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	15128	15184	57	128248489	128248497	9	48	Wei_Nature_2022_生殖系
4	8434	8656	223	128914141	128914141	1	222	Nyuwa基因组资源NUMTs
4	646	768	123	129013755	129013756	2	121	Wei_Nature_2022_生殖系
4	4535	4718	184	129051043	129051044	2	182	Nyuwa基因组资源NUMTs
4			10873	129056530	129056530	1	10872	Nyuwa基因组资源NUMTs
4	3626	3738	113	130549336	130549338	3	110	Nyuwa基因组资源NUMTs
4	15312	15525	214	130704932	130704932	1	213	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4	3738	4369	632	130996250	130996250	1	631	Wei_Nature_2022_肿瘤
4				131216385	131216422	38		Tao_Genes_2023
4	16116	16569	454	134613963	134613963	1	453	Wei_Nature_2022_肿瘤
4	13484	13724	241	134635253	134635257	5	236	Nyuwa基因组资源NUMTs
4	12762	25524	12763	135408112	135408112	1	12762	Nyuwa基因组资源NUMTs
4	5733	15413	9681	136328735	136328736	2	9679	Wei_Nature_2022_生殖系
4	5733	15413	9681	136331562	136331562	1	9680	Wei_Nature_2022_生殖系
4	3069	3166	98	136951660	136951660	1	97	Wei_Nature_2022_肿瘤
4	9769	9894	126	137549283	137549285	3	123	Wei_Nature_2022_生殖系
4	14837	15069	233	139349681	139349681	1	232	Wei_Nature_2022_肿瘤
4	5482	14025	8544	140765349	140765357	9	8535	Wei_Nature_2022_生殖系
4	12286	12350	65	141819560	141819566	7	58	Nyuwa基因组资源NUMTs
4	4535	4710	176	142775498	142775499	2	174	Wei_Nature_2022_生殖系
4	12091	12286	196	144674182	144674182	1	195	Wei_Nature_2022_生殖系
4	9778	9896	119	144843873	144843885	13	106	Wei_Nature_2022_生殖系
4	6702	13100	6399	145681002	145681016	15	6384	Wei_Nature_2022_生殖系
4	3184	3254	71	146200467	146200468	2	69	Nyuwa基因组资源NUMTs
4	3247	6931	3685	146929387	146929389	3	3682	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4	5727	5751	25	148742230	148742233	4	21	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4	14755	14796	42	150258357	150258357	1	41	Wei_Nature_2022_肿瘤
4	6026	6313	288	152739995	152740004	10	278	Wei_Nature_2022_生殖系
4	10194	10431	238	154614383	154614384	2	236	Wei_Nature_2022_生殖系
4	3176	4259	1084	154999099	154999099	1	1083	Wei_Nature_2022_肿瘤
4	661	15564	14904	155451635	155466470	14836	68	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	7432	9650	2219	155772465	155772465	1	2218	Wei_Nature_2022_生殖系
4	2171	2171	1	155979644	155979651	8	7	Wei_Nature_2022_生殖系
4	7432	9650	2219	156030098	156030120	23	2196	Wei_Nature_2022_生殖系
4	7497	7567	71	157631208	157631209	2	69	Nyuwa基因组资源NUMTs
4	11354	11525	172	158044453	158044454	2	170	Wei_Nature_2022_生殖系
4	15134	15294	161	158520783	158520784	2	159	Wei_Nature_2022_生殖系
4	13017	13095	79	160044596	160044674	79	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	12250	12417	168	162421374	162421541	168	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	8919	9005	87	162691877	162691901	25	62	Nyuwa基因组资源NUMTs
4	5758	5864	107	163229039	163229149	111	4	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	10989	11199	211	164475786	164475789	4	207	Nyuwa基因组资源NUMTs
4	9817	11476	1660	166117707	166117721	15	1645	Wei_Nature_2022_生殖系
4	15086	15130	45	166525723	166525729	7	38	Wei_Nature_2022_生殖系
4	11707	11822	116	168843935	168843939	5	111	Wei_Nature_2022_生殖系
4	11171	11232	62	172570401	172570401	1	61	Wei_Nature_2022_生殖系
4	1669	5016	3348	173228901	173228901	1	3347	Wei_Nature_2022_生殖系
4	6189	6275	87	173936455	173936461	7	80	Wei_Nature_2022_生殖系
4	1669	5016	3348	174509509	174509509	1	3347	Wei_Nature_2022_生殖系
4	10953	11278	326	176947793	176947801	9	317	Wei_Nature_2022_生殖系
4			6019	178496733	178496733	1	6018	Nyuwa基因组资源NUMTs
4	7621	7775	155	179069437	179069591	155	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	8289	15653	7365	179190305	179190323	19	7346	Wei_Nature_2022_生殖系
4	2544	4985	2442	180616108	180616168	61	2381	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4	2544	5037	2494	180618561	180618561	1	2493	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
4	7187	7370	184	181237363	181237546	184	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	13332	15605	2274	183051794	183051796	3	2271	Wei_Nature_2022_生殖系
4	4015	4097	83	184529919	184529924	6	77	Wei_Nature_2022_生殖系
4	729	792	64	185294150	185294213	64	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
4	5188	5289	102	185619391	185619392	2	100	Wei_Nature_2022_生殖系
4	774	917	144	189149943	189149945	3	141	Wei_Nature_2022_生殖系
4	12360	13227	868	189676861	189677088	228	640	Wei_Nature_2022_生殖系
4	16122	16365	244	190106941	190106941	1	243	Wei_Nature_2022_肿瘤
5	14400	14504	105	942637	942639	3	102	Nyuwa基因组资源NUMTs
5	7992	8216	225	1370544	1370768	225	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	1023	1197	175	2553400	2553401	2	173	Wei_Nature_2022_生殖系
5	1987	2147	161	2638924	2638925	2	159	Wei_Nature_2022_生殖系
5	3589	3737	149	3825900	3825906	7	142	Nyuwa基因组资源NUMTs
5	2095	2204	110	3842789	3842827	39	71	Wei_Nature_2022_生殖系
5	8471	8588	118	4580413	4580415	3	115	Wei_Nature_2022_生殖系
5	6597	7153	557	5395380	5395937	558	1	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	6954	7956	1003	5395969	5396968	1000	3	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5				8416607	8416776	170		Tao_Genes_2023
5	14146	16569	2424	8618577	8621019	2443	19	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	1	16569	16569	8618577	8622573	3997	12572	Simone_BMC_Genomics_2011_版本2_585_高置信
5	1	239	239	8621020	8621260	241	2	Calabrese_BMCBioinformatics_2012_低置信;Simone_BMC_Genomics_2011_版本1_766_HSP;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	1	1087	1087	8621020	8622573	1554	467	Calabrese_BMCBioinformatics_2012_高置信
5	597	1087	491	8622089	8622573	485	6	Calabrese_BMCBioinformatics_2012_低置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	3015	3167	153	9738370	9738377	8	145	Wei_Nature_2022_生殖系
5	7830	15660	7831	12438417	12438417	1	7830	Nyuwa基因组资源NUMTs
5	10203	12397	2195	12526710	12526711	2	2193	Nyuwa基因组资源NUMTs
5	12734	12896	163	13548383	13548385	3	160	Wei_Nature_2022_生殖系
5	3481	9247	5767	14248365	14248367	3	5764	Wei_Nature_2022_生殖系
5	9317	9383	67	14795816	14795818	3	64	Nyuwa基因组资源NUMTs
5	8406	11379	2974	14977997	14977997	1	2973	Wei_Nature_2022_生殖系
5	3792	4052	261	18360786	18360960	175	86	Wei_Nature_2022_生殖系
5	14898	15015	118	18457220	18457337	118	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	12381	12569	189	18740199	18740200	2	187	Nyuwa基因组资源NUMTs
5	16033	16128	96	20610632	20610632	1	95	Wei_Nature_2022_生殖系
5	73	3473	3401	20702535	20702536	2	3399	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
5				20834692	20834802	111		Tao_Genes_2023
5	10991	11180	190	20895853	20895854	2	188	Wei_Nature_2022_生殖系
5	6141	15752	9612	20932461	20932461	1	9611	Wei_Nature_2022_肿瘤
5	11875	11971	97	24465808	24465816	9	88	Wei_Nature_2022_生殖系
5	4178	5913	1736	24940825	24940825	1	1735	Wei_Nature_2022_肿瘤
5	73	2464	2392	26813361	26813366	6	2386	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
5	2089	2311	223	27766226	27766226	1	222	Wei_Nature_2022_肿瘤
5	6890	6954	65	27769083	27769086	4	61	Wei_Nature_2022_生殖系
5	2824	2917	94	28004248	28004250	3	91	Nyuwa基因组资源NUMTs
5	13372	13444	73	29533605	29533677	73	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	9136	9210	75	29766200	29766209	10	65	Nyuwa基因组资源NUMTs
5	6175	9681	3507	30944996	30944996	1	3506	Wei_Nature_2022_生殖系
5				31065990	31066102	113		Tao_Genes_2023
5	8603	12673	4071	32022705	32022705	1	4070	Wei_Nature_2022_生殖系
5	8603	12673	4071	32024209	32024209	1	4070	Wei_Nature_2022_生殖系
5	10973	11178	206	32284921	32284925	5	201	Wei_Nature_2022_生殖系
5	12714	20129	7416	32338477	32338477	1	7415	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
5	8085	8235	151	34297605	34297609	5	146	Nyuwa基因组资源NUMTs
5	4853	5319	467	34519517	34519517	1	466	Wei_Nature_2022_肿瘤
5				35238346	35238478	133		Tao_Genes_2023
5	6133	6133	1	35915704	35915704	1	0	Wei_Nature_2022_生殖系
5	5887	5999	113	36528788	36528790	3	110	Wei_Nature_2022_生殖系
5	10208	20416	10209	38402670	38402673	4	10205	Nyuwa基因组资源NUMTs
5	1981	2099	119	39743792	39743794	3	116	Wei_Nature_2022_生殖系
5	240	11891	11652	41506137	41506145	9	11643	Wei_Nature_2022_生殖系
5	5141	5213	73	41948554	41948555	2	71	Wei_Nature_2022_生殖系
5	15309	15956	648	42703432	42704360	929	281	Wei_Nature_2022_生殖系
5	11010	11637	628	43798196	43798200	5	623	Wei_Nature_2022_生殖系
5	9494	14111	4618	44187293	44187302	10	4608	Wei_Nature_2022_生殖系
5	13698	13844	147	44555190	44555191	2	145	Nyuwa基因组资源NUMTs
5	4811	5029	219	45884804	45884806	3	216	Wei_Nature_2022_生殖系
5	2789	3237	449	50234893	50234893	1	448	Wei_Nature_2022_肿瘤
5	1234	1303	70	50962541	50962541	1	69	Wei_Nature_2022_生殖系
5	2052	16242	14191	51895029	51895309	281	13910	Nyuwa基因组资源NUMTs;Wei_Nature_2022_生殖系
5	4604	5608	1005	52887693	52887694	2	1003	Wei_Nature_2022_生殖系
5	15897	16326	430	53044510	53044516	7	423	Wei_Nature_2022_生殖系
5	11574	11692	119	56619883	56619885	3	116	Nyuwa基因组资源NUMTs
5	8550	11420	2871	56811073	56811090	18	2853	Wei_Nature_2022_生殖系
5				56863573	56863674	102		Tao_Genes_2023
5	1758	13064	11307	57186140	57186140	1	11306	Wei_Nature_2022_生殖系
5	1758	13064	11307	57290613	57290613	1	11306	Wei_Nature_2022_生殖系
5				57534047	57534150	104		Tao_Genes_2023
5	4695	4932	238	57750526	57750530	5	233	Wei_Nature_2022_生殖系
5	203	302	100	59066864	59066875	12	88	Nyuwa基因组资源NUMTs
5	14021	14396	376	59577706	59577706	1	375	Wei_Nature_2022_肿瘤
5	16129	16569	441	59578978	59578978	1	440	Wei_Nature_2022_肿瘤
5	5617	5811	195	59860375	59860376	2	193	Nyuwa基因组资源NUMTs
5	7635	8078	444	60017438	60017479	42	402	Wei_Nature_2022_生殖系
5	249	367	119	60529859	60529866	8	111	Wei_Nature_2022_生殖系
5	3822	4308	487	60761539	60762024	486	1	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Daniela_Lascaro_BMC_Genomics_2008;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	16152	16413	262	61847037	61847037	1	261	Wei_Nature_2022_肿瘤
5	781	1298	518	63203163	63203169	7	511	Wei_Nature_2022_生殖系
5	4421	4986	566	65266184	65266184	1	565	Wei_Nature_2022_肿瘤
5	11724	11866	143	66884349	66884353	5	138	Wei_Nature_2022_生殖系
5	3115	3223	109	68375256	68375256	1	108	Wei_Nature_2022_生殖系
5				69600403	69600479	77		Tao_Genes_2023
5				70455546	70455622	77		Tao_Genes_2023
5				71027396	71027472	77		Tao_Genes_2023
5				72027340	72027487	148		Tao_Genes_2023
5				72616911	72617068	158		Tao_Genes_2023
5	94	16168	16075	72884941	72884941	1	16074	Wei_Nature_2022_肿瘤
5	15841	15925	85	73239368	73239452	85	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	14049	14117	69	73400011	73400018	8	61	Wei_Nature_2022_生殖系
5				73625288	73625351	64		Tao_Genes_2023
5	10801	10841	41	73775892	73775932	41	0	Calabrese_BMCBioinformatics_2012_低置信;Calabrese_BMCBioinformatics_2012_高置信;Simone_BMC_Genomics_2011_版本1_766_HSP;Simone_BMC_Genomics_2011_版本2_585_高置信;Tao_Genes_2023;UCSC_https://hgdownload.soe.ucsc.edu/goldenPath/hg18/database/
5	112	16491	16380	74910710	74910717	8	16372	Wei_Nature_2022_生殖系
