Chr	Start	End
chr3	38184404	38185408
chr3	38184404	38185408
chr3	38184404	38185408
chr3	38184404	38185408
chr3	38184404	38185408
chr3	38184404	38185408
chr3	38184404	38185408
chr3	38184404	38185408
chr3	38184404	38185408
chr3	38184404	38185409
chr3	38184404	38185409
chr3	38184404	38185409
chr3	38184404	38185409
chr3	38184404	38185410
chr3	38184404	38185410
chr3	38184404	38185411
chr3	38184404	38185411
chr3	38184404	38185411
chr3	38184404	38185411
chr3	38184404	38185411
chr3	38184404	38185412
chr3	38184404	38185412
chr3	38184404	38185412
chr3	38184404	38185412
chr3	38184404	38185412
chr3	38184404	38185412
chr3	38184404	38185412
chr3	38184404	38185413
chr3	38184404	38185413
chr3	38184404	38185413
chr3	38184404	38185413
chr3	38184404	38185413
chr3	38184404	38185413
chr3	38184404	38185413
chr3	38184404	38185413
chr3	38184404	38185413
chr3	38184404	38185414
chr3	38184404	38185414
chr3	38184404	38185414
chr3	38184404	38185414
chr3	38184404	38185414
chr3	38184404	38185414
chr3	38184404	38185414
chr3	38184404	38185414
chr3	38184404	38185415
chr3	38184404	38185415
chr3	38184404	38185415
chr3	38184404	38185415
chr3	38184404	38185415
chr3	38184404	38185416
chr3	38184404	38185416
chr3	38184404	38185416
chr3	38184404	38185419
chr3	38184404	38185420
chr3	38184404	38185421
chr3	38184404	38185421
chr3	38184404	38185421
chr3	38184404	38185421
chr3	38184404	38185421
chr3	38184404	38185422
chr3	38184404	38185423
chr3	38184405	38185406
chr3	38184405	38185408
chr3	38184405	38185408
chr3	38184405	38185410
chr3	38184405	38185411
chr3	38184405	38185412
chr3	38184405	38185413
chr3	38184405	38185414
chr3	38184405	38185414
chr3	38184405	38185420
chr3	38184406	38185407
chr3	38184406	38185409
chr3	38184406	38185410
chr3	38184406	38185413
chr3	38184406	38185420
chr3	38184407	38185407
chr3	38184407	38185411
chr3	38184410	38185419
chr3	38184411	38185414
chr3	38394981	38396600
chr3	39357871	39358874
chr3	39357874	39358875
chr3	39357874	39358878
chr3	39943975	39945282
chr3	40004249	40005739
chr3	40355956	40356958
chr3	41505487	41506605
chr3	41650564	41651697
chr3	41934691	41935702
chr3	41934702	41935705
chr3	44147374	44148906
chr3	44147440	44148784
chr3	44147458	44148525
chr3	44303775	44305214
chr3	44589782	44591720
chr3	44589924	44591414
chr3	44782939	44784477
chr3	45104543	45105990
chr3	46007570	46008613
chr3	46147342	46148614
chr3	46246688	46248133
chr3	46446954	46448612
chr3	46574176	46575593
chr3	46645797	46647059
chr3	46731969	46733249
chr3	47059866	47061042
chr3	47135151	47136551
chr3	47342569	47344038
chr3	47838799	47840280
chr3	47838865	47840215
chr3	48040976	48042388
chr3	48077302	48078439
chr3	48202082	48203090
chr3	48202083	48203084
chr3	48202083	48203085
chr3	48202083	48203086
chr3	48202083	48203086
chr3	48202083	48203086
chr3	48202083	48203086
chr3	48202083	48203087
chr3	48202083	48203087
chr3	48202083	48203088
chr3	48202083	48203088
chr3	48202083	48203088
chr3	48202083	48203088
chr3	48202083	48203088
chr3	48202083	48203088
chr3	48202083	48203088
chr3	48202083	48203088
chr3	48202083	48203088
chr3	48202083	48203089
chr3	48202083	48203089
chr3	48202083	48203089
chr3	48202083	48203089
chr3	48202083	48203089
chr3	48202083	48203089
chr3	48202083	48203089
chr3	48202083	48203089
chr3	48202083	48203090
chr3	48202083	48203090
chr3	48202083	48203090
chr3	48202083	48203090
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203091
chr3	48202083	48203092
chr3	48202083	48203092
chr3	48202083	48203092
chr3	48202083	48203092
chr3	48202083	48203092
chr3	48202083	48203092
chr3	48202083	48203093
chr3	48202083	48203093
chr3	48202083	48203093
chr3	48202083	48203094
chr3	48202083	48203094
chr3	48202083	48203094
chr3	48202083	48203094
chr3	48202083	48203095
chr3	48202083	48203095
chr3	48202083	48203095
chr3	48202083	48203095
chr3	48202083	48203095
chr3	48202083	48203095
chr3	48202083	48203095
chr3	48202083	48203096
chr3	48202083	48203096
chr3	48202083	48203096
chr3	48202083	48203096
chr3	48202083	48203096
chr3	48202083	48203096
chr3	48202083	48203096
chr3	48202083	48203097
chr3	48202083	48203097
chr3	48202083	48203097
chr3	48202083	48203098
chr3	48202083	48203098
chr3	48202083	48203098
chr3	48202083	48203098
chr3	48202083	48203098
chr3	48202083	48203098
chr3	48202083	48203098
chr3	48202083	48203098
chr3	48202083	48203099
chr3	48202083	48203099
chr3	48202083	48203099
chr3	48202083	48203099
chr3	48202083	48203100
chr3	48202083	48203100
chr3	48202083	48203100
chr3	48202083	48203100
chr3	48202083	48203103
chr3	48202083	48203103
chr3	48202083	48203105
chr3	48202084	48203084
chr3	48202084	48203084
chr3	48202084	48203085
chr3	48202084	48203085
chr3	48202084	48203086
chr3	48202084	48203086
chr3	48202084	48203086
chr3	48202084	48203087
chr3	48202084	48203087
chr3	48202084	48203087
chr3	48202084	48203087
chr3	48202084	48203087
chr3	48202084	48203087
chr3	48202084	48203088
chr3	48202084	48203088
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203089
chr3	48202084	48203090
chr3	48202084	48203090
chr3	48202084	48203090
chr3	48202084	48203090
chr3	48202084	48203090
chr3	48202084	48203090
chr3	48202084	48203090
chr3	48202084	48203090
chr3	48202084	48203091
chr3	48202084	48203091
chr3	48202084	48203091
chr3	48202084	48203092
chr3	48202084	48203092
chr3	48202084	48203093
chr3	48202084	48203093
chr3	48202084	48203093
chr3	48202084	48203093
chr3	48202084	48203093
chr3	48202084	48203093
chr3	48202084	48203094
chr3	48202084	48203094
chr3	48202084	48203094
chr3	48202084	48203094
chr3	48202084	48203095
chr3	48202084	48203095
chr3	48202084	48203095
chr3	48202084	48203096
chr3	48202084	48203096
chr3	48202084	48203096
chr3	48202084	48203096
chr3	48202084	48203096
chr3	48202084	48203096
chr3	48202084	48203096
chr3	48202084	48203096
chr3	48202084	48203096
chr3	48202084	48203097
chr3	48202084	48203097
chr3	48202084	48203097
chr3	48202084	48203097
chr3	48202084	48203097
chr3	48202084	48203097
chr3	48202084	48203098
chr3	48202084	48203099
chr3	48202084	48203099
chr3	48202084	48203099
chr3	48202084	48203099
chr3	48202084	48203099
chr3	48202084	48203099
chr3	48202084	48203101
chr3	48202085	48203096
chr3	48202085	48203096
chr3	48202086	48203092
chr3	48202089	48203099
chr3	48238932	48239932
chr3	48601873	48603040
chr3	48872907	48874008
chr3	49239861	49241085
chr3	49401899	49403280
chr3	49634162	49635811
chr3	49798973	49800142
chr3	49873770	49874844
chr3	50151145	50152873
chr3	50151293	50152783
chr3	50322914	50324095
chr3	50383072	50384415
chr3	50494292	50495588
chr3	50716060	50717354
chr3	50833503	50834919
chr3	50922065	50923998
chr3	50922236	50923931
chr3	50922302	50923949
chr3	50922369	50923942
chr3	51482896	51483958
chr3	53140098	53141528
chr3	54094786	54095807
chr3	54180990	54182191
chr3	55332532	55334039
chr3	55639464	55640493
chr3	55857282	55858441
chr3	55997377	55998389
chr3	55997378	55998387
chr3	55997379	55998383
chr3	55997379	55998383
chr3	55997379	55998389
chr3	55997379	55998390
chr3	55997381	55998386
chr3	55997381	55998387
chr3	55997382	55998384
chr3	56112085	56114076
chr3	56112131	56113940
chr3	56112137	56114107
chr3	56112188	56113915
chr3	56112205	56114194
chr3	56112221	56113927
chr3	56112228	56113988
chr3	56112231	56114103
chr3	56112234	56113920
chr3	56112236	56113919
chr3	56112243	56113972
chr3	56112248	56113970
chr3	56112248	56114008
chr3	56112252	56114026
chr3	56112261	56113916
chr3	56112270	56113868
chr3	56112272	56114027
chr3	56112288	56113926
chr3	56112290	56113954
chr3	56112323	56113849
chr3	56112324	56113812
chr3	56112326	56114101
chr3	56112331	56113948
chr3	56112336	56113995
chr3	56112402	56114005
chr3	56112404	56113905
chr3	56112430	56113764
chr3	56112693	56113896
chr3	56298605	56299610
chr3	56754708	56756192
chr3	57452635	57453648
chr3	58233168	58234312
chr3	58764972	58765975
chr3	59059939	59061147
chr3	59459498	59460812
chr3	59652677	59653678
chr3	60031796	60032880
chr3	60328964	60330041
chr3	60664166	60665295
chr3	60736117	60737379
chr3	61178969	61180217
chr3	61316914	61317919
chr3	61611158	61612550
chr3	63125907	63127085
chr3	63356458	63357703
chr3	63358273	63359773
chr3	63598065	63599457
chr3	63718980	63720065
chr3	65515005	65516033
chr3	65640347	65642111
chr3	65661214	65662220
chr3	65722237	65724292
chr3	65949544	65950544
chr3	65949544	65950545
chr3	65949544	65950545
chr3	65949544	65950545
chr3	65949544	65950546
chr3	65949544	65950546
chr3	65949544	65950547
chr3	65949544	65950549
chr3	65949544	65950556
chr3	65949544	65950560
chr3	65949544	65950560
chr3	65949544	65950562
chr3	65949545	65950545
chr3	65949545	65950545
chr3	65949545	65950546
chr3	65949545	65950546
chr3	65949545	65950546
chr3	65949545	65950549
chr3	65949545	65950549
chr3	65949545	65950551
chr3	65949545	65950551
chr3	65949545	65950552
chr3	65949545	65950557
chr3	65949545	65950559
chr3	65949545	65950560
chr3	65949545	65950565
chr3	65949545	65950566
chr3	65949545	65950569
chr3	65949546	65950549
chr3	65949546	65950556
chr3	65949546	65950558
chr3	65949546	65950561
chr3	65949546	65950565
chr3	65949547	65950548
chr3	65949547	65950552
chr3	65949548	65950560
chr3	65949549	65950549
chr3	65949549	65950558
chr3	65949549	65950976
chr3	66594348	66595350
chr3	67251284	67252737
chr3	67278087	67279094
chr3	67278088	67279088
chr3	67278088	67279089
chr3	67278088	67279090
chr3	67278088	67279091
chr3	67278088	67279093
chr3	67278088	67279093
chr3	67278088	67279094
chr3	67278088	67279095
chr3	67278088	67279096
chr3	67278088	67279097
chr3	67278088	67279098
chr3	67278089	67279091
chr3	67278089	67279096
chr3	67278089	67279097
chr3	67278090	67279091
chr3	67278091	67279091
chr3	67278091	67279097
chr3	67278091	67279097
chr3	67737247	67738500
chr3	67921344	67922386
chr3	68295337	68296564
chr3	68731340	68732992
chr3	68731373	68733220
chr3	68842642	68844255
chr3	68869753	68871451
chr3	68869777	68871802
chr3	68869788	68871626
chr3	68869837	68871339
chr3	68869848	68871463
chr3	68869855	68871648
chr3	68869861	68871579
chr3	68869866	68871414
chr3	68869876	68871466
chr3	68869913	68871373
chr3	68869916	68871400
chr3	68869920	68871451
chr3	68869921	68871539
chr3	68869927	68871503
chr3	68869955	68871484
chr3	68869956	68871622
chr3	68870043	68871565
chr3	68870050	68871800
chr3	69070237	69071356
chr3	69070311	69071365
chr3	69481359	69482821
chr3	69785268	69786608
chr3	69875425	69876585
chr3	70339880	70341722
chr3	70339939	70341520
chr3	70348602	70349976
chr3	70515002	70516101
chr3	70824845	70826151
chr3	70967184	70968185
chr3	70967184	70968187
chr3	70967185	70968188
chr3	70967186	70968188
chr3	70967187	70968187
chr3	70978773	70979787
chr3	70978780	70979781
chr3	70978780	70979782
chr3	70978780	70979785
chr3	71126349	71127360
chr3	71126350	71127361
chr3	71126356	71127359
chr3	71126357	71127360
chr3	71322576	71323961
chr3	71892346	71893403
chr3	72020286	72021286
chr3	72931019	72932452
chr3	73416349	73417362
chr3	73416349	73417362
chr3	73416349	73417363
chr3	73416349	73417365
chr3	73416349	73417367
chr3	73416349	73417368
chr3	73416350	73417351
chr3	73416350	73417351
chr3	73416350	73417356
chr3	73416350	73417362
chr3	73416351	73417351
chr3	73416351	73417351
chr3	73416351	73417351
chr3	73416351	73417351
chr3	73416351	73417352
chr3	73416351	73417353
chr3	73416351	73417353
chr3	73416351	73417355
chr3	73416351	73417356
chr3	73416351	73417356
chr3	73416351	73417357
chr3	73416351	73417357
chr3	73416351	73417358
chr3	73416351	73417360
chr3	73416351	73417362
chr3	73416351	73417363
chr3	73416351	73417363
chr3	73416351	73417363
chr3	73416351	73417364
chr3	73416351	73417365
chr3	73416351	73417366
chr3	73416351	73417368
chr3	73416352	73417362
chr3	73416357	73417364
chr3	73959613	73960718
chr3	74132350	74133801
chr3	74448352	74449643
chr3	74840298	74841298
chr3	74953058	74954759
chr3	74953062	74954381
chr3	74953173	74955060
chr3	74953205	74954748
chr3	74953253	74955052
chr3	74953268	74954838
chr3	74953302	74954713
chr3	74953310	74954871
chr3	74953351	74954977
chr3	74953366	74954921
chr3	74953471	74954818
chr3	74953757	74954777
chr3	74955456	74956457
chr3	75027713	75028713
chr3	75064720	75065725
chr3	75093026	75094082
chr3	75534265	75535278
chr3	75534272	75535272
chr3	75534272	75535276
chr3	75534274	75535274
chr3	75568991	75570377
chr3	76579815	76580831
chr3	76579816	76580818
chr3	76579816	76580818
chr3	76579816	76580818
chr3	76579816	76580818
chr3	76579816	76580818
chr3	76579816	76580819
chr3	76579816	76580819
chr3	76579816	76580819
chr3	76579816	76580820
chr3	76579816	76580820
chr3	76579816	76580820
chr3	76579816	76580821
chr3	76579816	76580822
chr3	76579816	76580822
chr3	76579816	76580823
chr3	76579816	76580823
chr3	76579816	76580824
chr3	76579816	76580824
chr3	76579816	76580831
chr3	76579816	76580831
chr3	76579816	76580831
chr3	76579816	76580835
chr3	76579817	76580818
chr3	76579817	76580818
chr3	76579817	76580818
chr3	76579817	76580821
chr3	76579817	76580821
chr3	76579817	76580823
chr3	76579817	76580829
chr3	76579817	76580829
chr3	76579817	76580829
chr3	76579817	76580831
chr3	76579818	76580818
chr3	76579818	76580818
chr3	76579818	76580818
chr3	76579818	76580818
chr3	76579818	76580818
chr3	76579818	76580819
chr3	76579818	76580819
chr3	76579818	76580819
chr3	76579818	76580819
chr3	76579818	76580820
chr3	76579818	76580820
chr3	76579818	76580820
chr3	76579818	76580821
chr3	76579818	76580821
chr3	76579818	76580821
chr3	76579818	76580821
chr3	76579818	76580822
chr3	76579818	76580822
chr3	76579818	76580822
chr3	76579818	76580822
chr3	76579818	76580822
chr3	76579818	76580822
chr3	76579818	76580823
chr3	76579818	76580823
chr3	76579818	76580823
chr3	76579818	76580824
chr3	76579818	76580825
chr3	76579818	76580825
chr3	76579818	76580827
chr3	76579818	76580829
chr3	76579818	76580829
chr3	76579818	76580829
chr3	76579818	76580829
chr3	76579818	76580829
chr3	76579818	76580829
chr3	76579818	76580829
chr3	76579818	76580830
chr3	76579818	76580830
chr3	76579818	76580831
chr3	76579819	76580820
chr3	76579819	76580826
chr3	76579819	76580828
chr3	76579819	76580839
chr3	76579819	76580843
chr3	76579820	76580820
chr3	76579820	76580821
chr3	76579820	76580823
chr3	76579820	76580824
chr3	76579820	76580824
chr3	76579821	76580829
chr3	76579821	76580832
chr3	76579822	76580825
chr3	76579829	76580829
chr3	76593566	76594749
chr3	76597053	76598393
chr3	76904815	76906025
chr3	79328993	79330699
chr3	79888575	79889676
chr3	80091544	80093017
chr3	80691064	80692064
chr3	81050851	81051868
chr3	81552182	81553666
chr3	81595977	81597660
chr3	81768447	81769448
chr3	81768447	81769448
chr3	81768447	81769451
chr3	81768447	81769452
chr3	81768447	81769454
chr3	81768447	81769462
chr3	81768447	81769463
chr3	81768447	81769466
chr3	81768447	81769469
chr3	81768447	81769474
chr3	81768448	81769448
chr3	81768448	81769448
chr3	81768448	81769449
chr3	81768448	81769449
chr3	81768448	81769449
chr3	81768448	81769450
chr3	81768448	81769451
chr3	81768448	81769451
chr3	81768448	81769451
chr3	81768448	81769451
chr3	81768448	81769452
chr3	81768448	81769452
chr3	81768448	81769453
chr3	81768448	81769453
chr3	81768448	81769454
chr3	81768448	81769456
chr3	81768448	81769459
chr3	81768448	81769460
chr3	81768448	81769460
chr3	81768448	81769461
chr3	81768448	81769462
chr3	81768448	81769462
chr3	81768448	81769464
chr3	81768448	81769464
chr3	81768449	81769461
chr3	81768450	81769469
chr3	81768452	81769456
chr3	81768452	81769465
chr3	81768458	81769462
chr3	82228208	82229382
chr3	82459606	82460891
chr3	82778346	82779605
chr3	82778346	82779606
chr3	82778380	82779656
chr3	83596831	83598274
chr3	83787866	83788890
chr3	83787866	83788894
chr3	83787874	83788876
chr3	84031442	84032646
chr3	84376092	84377222
chr3	84489457	84490479
chr3	85320611	85321611
chr3	85320611	85321613
chr3	85320612	85321613
chr3	85414841	85415855
chr3	85544583	85545707
chr3	85703146	85704573
chr3	87118011	87119269
chr3	87216448	87218345
chr3	87216594	87218296
chr3	87488228	87489229
chr3	87616660	87618050
chr3	87826410	87827618
chr3	88048246	88049332
chr3	88165102	88166171
chr3	88504142	88505149
chr3	89019742	89020743
chr3	89019762	89020762
chr3	89019764	89020984
chr3	89069080	89070087
chr3	89346648	89347690
chr3	90520955	90522387
chr3	90540282	90541567
chr3	90949812	90950822
chr3	91320685	91321862
chr3	91394821	91395824
chr3	91394822	91395825
chr3	91394823	91395824
chr3	91394823	91395826
chr3	91394823	91395827
chr3	91394823	91395829
chr3	91394823	91395830
chr3	91394824	91395824
chr3	91394824	91395824
chr3	91394824	91395824
chr3	91394824	91395824
chr3	91394824	91395824
chr3	91394824	91395824
chr3	91394824	91395824
chr3	91394824	91395824
chr3	91394824	91395824
chr3	91394824	91395825
chr3	91394824	91395825
chr3	91394824	91395825
chr3	91394824	91395825
chr3	91394824	91395825
chr3	91394824	91395825
chr3	91394824	91395826
chr3	91394824	91395826
chr3	91394824	91395826
chr3	91394824	91395826
chr3	91394824	91395826
chr3	91394824	91395826
chr3	91394824	91395826
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395827
chr3	91394824	91395828
chr3	91394824	91395828
chr3	91394824	91395828
chr3	91394824	91395828
chr3	91394824	91395828
chr3	91394824	91395829
chr3	91394824	91395829
chr3	91394824	91395829
chr3	91394824	91395829
chr3	91394824	91395829
chr3	91394824	91395829
chr3	91394824	91395830
chr3	91394824	91395830
chr3	91394824	91395830
chr3	91394824	91395830
chr3	91394824	91395830
chr3	91394824	91395831
chr3	91394824	91395831
chr3	91394824	91395832
chr3	91394824	91395833
chr3	91394824	91395833
chr3	91394824	91395834
chr3	91394825	91395826
chr3	91394825	91395827
chr3	91394825	91395833
chr3	91394826	91395827
chr3	91394827	91395830
chr3	91394827	91395830
chr3	91394827	91395831
chr3	91394827	91395832
chr3	91394828	91395831
chr3	91394828	91395832
chr3	91394829	91395830
chr3	91598833	91599962
chr3	91717679	91719388
chr3	91806670	91807933
chr3	91868072	91869477
chr3	92115580	92116898
chr3	92680924	92681995
chr3	93083864	93085099
chr3	93469860	93470979
chr3	93469860	93471092
chr3	93469860	93471129
chr3	93469860	93471147
chr3	93469860	93471149
chr3	93469860	93471161
chr3	93469860	93471169
chr3	93469860	93471188
chr3	93469860	93471198
chr3	93469860	93471200
chr3	93469860	93471201
chr3	93469860	93471213
chr3	93469860	93471220
chr3	93469860	93471240
chr3	93469861	93470864
chr3	93469861	93470864
chr3	93469861	93470876
chr3	93469861	93470878
chr3	93469861	93470901
chr3	93469861	93470905
chr3	93469861	93470923
chr3	93469861	93470926
chr3	93469861	93470942
chr3	93469861	93470944
chr3	93469861	93470953
chr3	93469861	93470954
chr3	93469861	93470956
chr3	93469861	93470964
chr3	93469861	93470965
chr3	93469861	93470965
chr3	93469861	93470967
chr3	93469861	93470967
chr3	93469861	93470971
chr3	93469861	93470979
chr3	93469861	93470981
chr3	93469861	93470984
chr3	93469861	93470984
chr3	93469861	93470985
chr3	93469861	93470988
chr3	93469861	93470991
chr3	93469861	93470993
chr3	93469861	93470996
chr3	93469861	93470997
chr3	93469861	93470998
chr3	93469861	93471002
chr3	93469861	93471005
chr3	93469861	93471009
chr3	93469861	93471011
chr3	93469861	93471016
chr3	93469861	93471018
chr3	93469861	93471023
chr3	93469861	93471024
chr3	93469861	93471030
chr3	93469861	93471031
chr3	93469861	93471033
chr3	93469861	93471037
chr3	93469861	93471040
chr3	93469861	93471042
chr3	93469861	93471044
chr3	93469861	93471045
chr3	93469861	93471047
chr3	93469861	93471047
chr3	93469861	93471053
chr3	93469861	93471058
chr3	93469861	93471059
chr3	93469861	93471059
chr3	93469861	93471060
chr3	93469861	93471063
chr3	93469861	93471064
chr3	93469861	93471064
chr3	93469861	93471067
chr3	93469861	93471068
chr3	93469861	93471069
chr3	93469861	93471072
chr3	93469861	93471075
chr3	93469861	93471081
chr3	93469861	93471085
chr3	93469861	93471085
chr3	93469861	93471086
chr3	93469861	93471088
chr3	93469861	93471090
chr3	93469861	93471092
chr3	93469861	93471095
chr3	93469861	93471095
chr3	93469861	93471095
chr3	93469861	93471099
chr3	93469861	93471100
chr3	93469861	93471101
chr3	93469861	93471105
chr3	93469861	93471105
chr3	93469861	93471105
chr3	93469861	93471109
chr3	93469861	93471110
chr3	93469861	93471110
chr3	93469861	93471111
chr3	93469861	93471112
chr3	93469861	93471113
chr3	93469861	93471116
chr3	93469861	93471117
chr3	93469861	93471118
chr3	93469861	93471119
chr3	93469861	93471122
chr3	93469861	93471122
chr3	93469861	93471123
chr3	93469861	93471125
chr3	93469861	93471127
chr3	93469861	93471127
chr3	93469861	93471129
chr3	93469861	93471130
chr3	93469861	93471130
chr3	93469861	93471130
chr3	93469861	93471130
chr3	93469861	93471132
chr3	93469861	93471133
chr3	93469861	93471133
chr3	93469861	93471133
chr3	93469861	93471133
chr3	93469861	93471133
chr3	93469861	93471134
chr3	93469861	93471135
chr3	93469861	93471135
chr3	93469861	93471136
chr3	93469861	93471136
chr3	93469861	93471137
chr3	93469861	93471137
chr3	93469861	93471139
chr3	93469861	93471140
chr3	93469861	93471140
chr3	93469861	93471141
chr3	93469861	93471143
chr3	93469861	93471144
chr3	93469861	93471145
chr3	93469861	93471147
chr3	93469861	93471147
chr3	93469861	93471147
chr3	93469861	93471147
chr3	93469861	93471147
chr3	93469861	93471148
chr3	93469861	93471149
chr3	93469861	93471149
chr3	93469861	93471150
chr3	93469861	93471152
chr3	93469861	93471153
chr3	93469861	93471154
chr3	93469861	93471154
chr3	93469861	93471155
chr3	93469861	93471156
chr3	93469861	93471156
chr3	93469861	93471157
chr3	93469861	93471157
chr3	93469861	93471157
chr3	93469861	93471158
chr3	93469861	93471158
chr3	93469861	93471158
chr3	93469861	93471158
chr3	93469861	93471160
chr3	93469861	93471160
chr3	93469861	93471161
chr3	93469861	93471161
chr3	93469861	93471161
chr3	93469861	93471161
chr3	93469861	93471163
chr3	93469861	93471163
chr3	93469861	93471163
chr3	93469861	93471164
chr3	93469861	93471164
chr3	93469861	93471164
chr3	93469861	93471165
chr3	93469861	93471166
chr3	93469861	93471166
chr3	93469861	93471166
chr3	93469861	93471168
chr3	93469861	93471168
chr3	93469861	93471168
chr3	93469861	93471169
chr3	93469861	93471169
chr3	93469861	93471170
chr3	93469861	93471170
chr3	93469861	93471171
chr3	93469861	93471171
chr3	93469861	93471171
chr3	93469861	93471172
chr3	93469861	93471172
chr3	93469861	93471172
chr3	93469861	93471173
chr3	93469861	93471173
chr3	93469861	93471174
chr3	93469861	93471174
chr3	93469861	93471174
chr3	93469861	93471174
chr3	93469861	93471175
chr3	93469861	93471176
chr3	93469861	93471176
chr3	93469861	93471176
chr3	93469861	93471177
chr3	93469861	93471177
chr3	93469861	93471177
chr3	93469861	93471179
chr3	93469861	93471179
chr3	93469861	93471181
chr3	93469861	93471181
chr3	93469861	93471182
chr3	93469861	93471182
chr3	93469861	93471183
chr3	93469861	93471184
chr3	93469861	93471185
chr3	93469861	93471186
chr3	93469861	93471187
chr3	93469861	93471187
chr3	93469861	93471188
chr3	93469861	93471188
chr3	93469861	93471189
chr3	93469861	93471189
chr3	93469861	93471189
chr3	93469861	93471189
chr3	93469861	93471189
chr3	93469861	93471189
chr3	93469861	93471190
chr3	93469861	93471190
chr3	93469861	93471190
chr3	93469861	93471190
chr3	93469861	93471190
chr3	93469861	93471191
chr3	93469861	93471191
chr3	93469861	93471191
chr3	93469861	93471191
chr3	93469861	93471191
chr3	93469861	93471191
chr3	93469861	93471191
chr3	93469861	93471193
chr3	93469861	93471193
chr3	93469861	93471194
chr3	93469861	93471194
chr3	93469861	93471194
chr3	93469861	93471194
chr3	93469861	93471195
chr3	93469861	93471195
chr3	93469861	93471197
chr3	93469861	93471198
chr3	93469861	93471198
chr3	93469861	93471198
chr3	93469861	93471199
chr3	93469861	93471199
chr3	93469861	93471200
chr3	93469861	93471200
chr3	93469861	93471201
chr3	93469861	93471202
chr3	93469861	93471202
chr3	93469861	93471202
chr3	93469861	93471202
chr3	93469861	93471202
chr3	93469861	93471203
chr3	93469861	93471203
chr3	93469861	93471205
chr3	93469861	93471205
chr3	93469861	93471205
chr3	93469861	93471205
chr3	93469861	93471205
chr3	93469861	93471205
chr3	93469861	93471206
chr3	93469861	93471207
chr3	93469861	93471207
chr3	93469861	93471207
chr3	93469861	93471207
chr3	93469861	93471207
chr3	93469861	93471209
chr3	93469861	93471210
chr3	93469861	93471211
chr3	93469861	93471211
chr3	93469861	93471211
chr3	93469861	93471212
chr3	93469861	93471212
chr3	93469861	93471212
chr3	93469861	93471214
chr3	93469861	93471215
chr3	93469861	93471215
chr3	93469861	93471217
chr3	93469861	93471219
chr3	93469861	93471219
chr3	93469861	93471219
chr3	93469861	93471220
chr3	93469861	93471221
chr3	93469861	93471222
chr3	93469861	93471223
chr3	93469861	93471225
chr3	93469862	93471060
chr3	93469862	93471166
chr3	93469862	93471185
chr3	93469862	93471189
chr3	93469862	93471198
chr3	93469862	93471203
chr3	93469862	93471205
chr3	93469862	93471217
chr3	93469863	93470964
chr3	93469863	93471025
chr3	93469863	93471038
chr3	93469863	93471103
chr3	93469863	93471131
chr3	93469863	93471161
chr3	93469863	93471190
chr3	93469863	93471198
chr3	93469864	93470934
chr3	93469864	93470951
chr3	93469864	93470952
chr3	93469864	93471036
chr3	93469864	93471083
chr3	93469864	93471101
chr3	93469864	93471104
chr3	93469864	93471140
chr3	93469864	93471149
chr3	93469864	93471149
chr3	93469864	93471151
chr3	93469864	93471157
chr3	93469864	93471168
chr3	93469864	93471170
chr3	93469864	93471170
chr3	93469864	93471171
chr3	93469864	93471174
chr3	93469864	93471180
chr3	93469864	93471191
chr3	93469864	93471205
chr3	93469864	93471207
chr3	93469864	93471246
chr3	93469865	93470957
chr3	93469865	93471050
chr3	93469865	93471129
chr3	93469865	93471137
chr3	93469865	93471145
chr3	93469865	93471147
chr3	93469865	93471149
chr3	93469865	93471160
chr3	93469865	93471161
chr3	93469865	93471183
chr3	93469865	93471190
chr3	93469865	93471190
chr3	93469865	93471202
chr3	93469865	93471207
chr3	93469866	93470984
chr3	93469866	93471085
chr3	93469866	93471113
chr3	93469866	93471133
chr3	93469866	93471147
chr3	93469866	93471159
chr3	93469866	93471166
chr3	93469866	93471168
chr3	93469866	93471171
chr3	93469866	93471171
chr3	93469866	93471181
chr3	93469867	93470906
chr3	93469867	93470940
chr3	93469867	93471024
chr3	93469867	93471029
chr3	93469867	93471075
chr3	93469867	93471083
chr3	93469867	93471147
chr3	93469867	93471155
chr3	93469867	93471161
chr3	93469867	93471165
chr3	93469867	93471166
chr3	93469867	93471166
chr3	93469867	93471166
chr3	93469867	93471170
chr3	93469867	93471192
chr3	93469867	93471209
chr3	93469868	93471183
chr3	93469868	93471210
chr3	93469869	93471061
chr3	93469869	93471091
chr3	93469869	93471112
chr3	93469869	93471157
chr3	93469869	93471163
chr3	93469869	93471166
chr3	93469870	93471113
chr3	93469870	93471148
