sampleID	chr	strand	pointGroup	Group	readsCount	pos	type
1000434	chr3	+	nu_Tend_Bleft	nuleft	913	93470599.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	533	93470600.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	693	93470601.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	647	93470602.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	784	93470603.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	609	93470604.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	664	93470605.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	592	93470606.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	588	93470607.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	714	93470608.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	653	93470609.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	424	93470610.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	507	93470611.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	509	93470612.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	743	93470613.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	620	93470614.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	642	93470615.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	602	93470616.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	809	93470617.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	810	93470618.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	323	93470619.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	692	93470620.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	878	93470621.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	3181	93470622.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1430	93470623.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1859	93470624.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1790	93470625.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	2082	93470626.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	3678	93470627.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	699	93470628.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	624	93470629.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	672	93470630.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	893	93470631.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	63	93470632.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	354	93470633.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	557	93470634.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	410	93470635.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	468	93470636.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	451	93470637.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	547	93470638.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	604	93470639.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	922	93470640.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	830	93470641.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	416	93470642.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	477	93470643.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	570	93470644.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	5784	93470645.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	258	93470646.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	171	93470647.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	172	93470648.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	119	93470649.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	119	93470650.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	116	93470651.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	116	93470652.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	123	93470653.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	141	93470654.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	223	93470655.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	159	93470656.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	104	93470657.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	99	93470658.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	163	93470659.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	117	93470660.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	93	93470661.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	94	93470662.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	161	93470663.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	190	93470664.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	148	93470665.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	134	93470666.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	116	93470667.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	148	93470668.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	158	93470669.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	169	93470670.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	175	93470671.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	186	93470672.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	242	93470673.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	132	93470674.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	116	93470675.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	206	93470676.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	149	93470677.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	218	93470678.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	191	93470679.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	233	93470680.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	203	93470681.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	234	93470682.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	318	93470683.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	217	93470684.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	342	93470685.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	309	93470686.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	308	93470687.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	366	93470688.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	148	93470689.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	184	93470690.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	154	93470691.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	169	93470692.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	109	93470693.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	115	93470694.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	160	93470695.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	184	93470696.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	247	93470697.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	178	93470698.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	223	93470699.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	165	93470700.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	286	93470701.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	285	93470702.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	187	93470703.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	244	93470704.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	274	93470705.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	305	93470706.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	222	93470707.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	253	93470708.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	232	93470709.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	368	93470710.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	339	93470711.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	328	93470712.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	294	93470713.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	324	93470714.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	383	93470715.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	294	93470716.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	192	93470717.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	409	93470718.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	355	93470719.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	436	93470720.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	439	93470721.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	429	93470722.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	498	93470723.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	407	93470724.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	670	93470725.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	414	93470726.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	524	93470727.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	433	93470728.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	533	93470729.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	437	93470730.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	411	93470731.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	479	93470732.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	438	93470733.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	479	93470734.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	421	93470735.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	423	93470736.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	421	93470737.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	414	93470738.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	3059	93470739.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	435	93470740.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	396	93470741.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	348	93470742.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	400	93470743.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	731	93470744.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	249	93470745.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	302	93470746.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	328	93470747.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	325	93470748.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	150	93470749.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	250	93470750.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	247	93470751.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	240	93470752.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	249	93470753.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	236	93470754.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	270	93470755.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	279	93470756.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	435	93470757.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	329	93470758.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	284	93470759.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	401	93470760.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	322	93470761.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	481	93470762.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	483	93470763.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	571	93470764.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	526	93470765.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	468	93470766.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	923	93470767.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	591	93470768.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	853	93470769.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1005	93470770.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	568	93470771.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	600	93470772.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	527	93470773.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	518	93470774.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	567	93470775.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	699	93470776.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	852	93470777.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	408	93470778.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	278	93470779.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	296	93470780.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	363	93470781.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	334	93470782.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	655	93470783.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	834	93470784.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	605	93470785.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	545	93470786.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1356	93470787.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	24753	93470788.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	222	93470789.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	251	93470790.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	245	93470791.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	557	93470792.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	393	93470793.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	435	93470794.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	508	93470795.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	2920	93470796.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1450	93470797.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	9578	93470798.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	29117	93470799.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	20919	93470800.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	146	93470801.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	93574174.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	93623311.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	124168721.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	179239469.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	192736341.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	92125858.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	93035159.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	93167797.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	93470357.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	93470358.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	52	93470359.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	862	93470360.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	96	93470361.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	74	93470362.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	225	93470363.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	66	93470364.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	45	93470365.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	70	93470366.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	78	93470367.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	78	93470368.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	61	93470369.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	75	93470370.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	88	93470371.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	86	93470372.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	107	93470373.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	103	93470374.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	116	93470375.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	95	93470376.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	110	93470377.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	45	93470378.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	56	93470379.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	36	93470380.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	81	93470381.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	38	93470382.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	43	93470383.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	55	93470384.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	57	93470385.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	39	93470386.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	47	93470387.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	48	93470388.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	32	93470389.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	50	93470390.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	68	93470391.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	74	93470392.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	62	93470393.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	64	93470394.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	46	93470395.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	51	93470396.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	54	93470397.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	65	93470398.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	54	93470399.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	43	93470400.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	57	93470401.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	64	93470402.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	62	93470403.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	34	93470404.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	91	93470405.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	38	93470406.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	74	93470407.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	76	93470408.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	62	93470409.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	111	93470410.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	93	93470411.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	118	93470412.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	64	93470413.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	83	93470414.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	63	93470415.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	88	93470416.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	91	93470417.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	68	93470418.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	95	93470419.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	73	93470420.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	88	93470421.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	78	93470422.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	95	93470423.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	64	93470424.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	52	93470425.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	66	93470426.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	55	93470427.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	77	93470428.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	64	93470429.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	69	93470430.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	48	93470431.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	21	93470432.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	194	93470433.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	440	93470434.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	343	93470435.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	359	93470436.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	939	93470437.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	734	93470438.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	764	93470439.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	788	93470440.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	679	93470441.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	643	93470442.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	683	93470443.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	729	93470444.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	717	93470445.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	804	93470446.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1353	93470447.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	982	93470448.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	899	93470449.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1076	93470450.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1120	93470451.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1249	93470452.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	983	93470453.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1300	93470454.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1005	93470455.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1178	93470456.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1020	93470457.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1203	93470458.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1146	93470459.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	961	93470460.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1128	93470461.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1105	93470462.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1236	93470463.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1077	93470464.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1149	93470465.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1013	93470466.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	819	93470467.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	877	93470468.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1026	93470469.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1014	93470470.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1051	93470471.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	845	93470472.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	818	93470473.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	586	93470474.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	902	93470475.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	984	93470476.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	208	93470477.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	282	93470478.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	306	93470479.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	304	93470480.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	75	93470481.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	895	93470482.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1656	93470483.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	48	93470484.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	18	93470485.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	41	93470486.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	37	93470487.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	30	93470488.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	31	93470489.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	38	93470490.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	28	93470491.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	36	93470492.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	31	93470493.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	21	93470494.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	47	93470495.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	163	93470496.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	41	93470497.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	108	93470498.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	121	93470499.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	144	93470500.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	10	93470501.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	6	93470502.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	4	93470503.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	4	93470504.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	5	93470505.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	3	93470506.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	9	93470508.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	10	93470509.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	9	93470510.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	93470511.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	4	93470512.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	5	93470513.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	93470514.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	2	93470515.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	2	93470516.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	93470517.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	6	93470518.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	5	93470519.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	1	93470520.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	4	93470521.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	5	93470522.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	54	93470523.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	14	93470524.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	74	93470525.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	13	93470526.0	all
1000434	chr3	+	nu_Tstart_Bright	nuright	11	93470527.0	all
