"Chr","Start","End","Value","Color"
3,9000001,11000000,0.00256348,"fc8d62"
3,10000001,12000000,0.00299857,"fc8d62"
3,11000001,13000000,0.003237,"fc8d62"
3,12000001,14000000,0.00257065,"fc8d62"
3,13000001,15000000,0.00199243,"fc8d62"
3,14000001,16000000,0.0019421,"fc8d62"
3,15000001,17000000,0.00156533,"fc8d62"
3,16000001,18000000,0.00190384,"fc8d62"
3,17000001,19000000,0.00204567,"fc8d62"
3,18000001,20000000,0.00176453,"fc8d62"
3,19000001,21000000,0.00200638,"fc8d62"
3,20000001,22000000,0.0018636,"fc8d62"
3,21000001,23000000,0.00124046,"fc8d62"
3,22000001,24000000,0.00142905,"fc8d62"
3,23000001,25000000,0.00216971,"fc8d62"
3,24000001,26000000,0.00220133,"fc8d62"
3,25000001,27000000,0.00205436,"fc8d62"
3,26000001,28000000,0.00221898,"fc8d62"
3,27000001,29000000,0.001998,"fc8d62"
3,28000001,30000000,0.00166926,"fc8d62"
3,29000001,31000000,0.00199448,"fc8d62"
3,30000001,32000000,0.00276134,"fc8d62"
3,31000001,33000000,0.00236943,"fc8d62"
3,32000001,34000000,0.00205115,"fc8d62"
3,33000001,35000000,0.00264461,"fc8d62"
3,34000001,36000000,0.00256834,"fc8d62"
3,35000001,37000000,0.00268976,"fc8d62"
3,36000001,38000000,0.00319753,"fc8d62"
3,37000001,39000000,0.00250754,"fc8d62"
3,38000001,40000000,0.00218267,"fc8d62"
3,39000001,41000000,0.00309103,"fc8d62"
3,40000001,42000000,0.00318251,"fc8d62"
3,41000001,43000000,0.00323256,"fc8d62"
3,42000001,44000000,0.00284001,"fc8d62"
3,43000001,45000000,0.00211063,"fc8d62"
3,44000001,46000000,0.00270321,"fc8d62"
3,45000001,47000000,0.00247857,"fc8d62"
3,46000001,48000000,0.00199879,"fc8d62"
3,47000001,49000000,0.00224503,"fc8d62"
3,48000001,50000000,0.00171763,"fc8d62"
3,49000001,51000000,0.00221341,"fc8d62"
3,50000001,52000000,0.00266306,"fc8d62"
3,51000001,53000000,0.00196091,"fc8d62"
3,52000001,54000000,0.00256346,"fc8d62"
3,53000001,55000000,0.00274077,"fc8d62"
3,54000001,56000000,0.00226146,"fc8d62"
3,55000001,57000000,0.00223193,"fc8d62"
3,56000001,58000000,0.00202901,"fc8d62"
3,57000001,59000000,0.00237183,"fc8d62"
3,58000001,60000000,0.00274201,"fc8d62"
3,59000001,61000000,0.00221287,"fc8d62"
3,60000001,62000000,0.00213241,"fc8d62"
3,61000001,63000000,0.00244021,"fc8d62"
3,62000001,64000000,0.00222567,"fc8d62"
3,63000001,65000000,0.0022004,"fc8d62"
3,64000001,66000000,0.00242239,"fc8d62"
3,65000001,67000000,0.00234485,"fc8d62"
3,66000001,68000000,0.00265366,"fc8d62"
3,67000001,69000000,0.00260762,"fc8d62"
3,68000001,70000000,0.00225385,"fc8d62"
3,69000001,71000000,0.00251328,"fc8d62"
3,70000001,72000000,0.00206392,"fc8d62"
3,71000001,73000000,0.00179816,"fc8d62"
3,72000001,74000000,0.00209892,"fc8d62"
3,73000001,75000000,0.00276686,"fc8d62"
3,74000001,76000000,0.00282657,"fc8d62"
3,75000001,77000000,0.00236412,"fc8d62"
3,76000001,78000000,0.00272169,"fc8d62"
3,77000001,79000000,0.00255874,"fc8d62"
3,78000001,80000000,0.00240337,"fc8d62"
3,79000001,81000000,0.00234088,"fc8d62"
3,80000001,82000000,0.00275047,"fc8d62"
3,81000001,83000000,0.00240333,"fc8d62"
3,82000001,84000000,0.00187478,"fc8d62"
3,83000001,85000000,0.00246445,"fc8d62"
3,84000001,86000000,0.00296898,"fc8d62"
3,85000001,87000000,0.00278729,"fc8d62"
3,86000001,88000000,0.00281091,"fc8d62"
3,87000001,89000000,0.00273976,"fc8d62"
3,88000001,90000000,0.00234417,"fc8d62"
3,89000001,91000000,0.00323984,"fc8d62"
3,90000001,92000000,0.0030162,"fc8d62"
3,91000001,93000000,0.00240882,"fc8d62"
3,92000001,94000000,0.00245855,"fc8d62"
3,93000001,95000000,0.00278529,"fc8d62"
3,94000001,96000000,0.00302059,"fc8d62"
3,95000001,97000000,0.00288052,"fc8d62"
3,96000001,98000000,0.00266206,"fc8d62"
3,97000001,99000000,0.00255712,"fc8d62"
3,98000001,100000000,0.00266598,"fc8d62"
3,99000001,101000000,0.00272098,"fc8d62"
3,100000001,102000000,0.00288704,"fc8d62"
3,101000001,103000000,0.00267627,"fc8d62"
3,102000001,104000000,0.00247198,"fc8d62"
3,103000001,105000000,0.00226481,"fc8d62"
3,104000001,106000000,0.00296997,"fc8d62"
3,105000001,107000000,0.00386976,"fc8d62"
3,106000001,108000000,0.0033793,"fc8d62"
3,107000001,109000000,0.00230257,"fc8d62"
3,108000001,110000000,0.00182982,"fc8d62"
3,109000001,111000000,0.00192789,"fc8d62"
3,110000001,112000000,0.00181947,"fc8d62"
3,111000001,113000000,0.00168892,"fc8d62"
3,112000001,114000000,0.00143184,"fc8d62"
3,113000001,115000000,0.00157986,"fc8d62"
3,114000001,116000000,0.00243178,"fc8d62"
3,115000001,117000000,0.00288833,"fc8d62"
3,116000001,118000000,0.0026092,"fc8d62"
3,117000001,119000000,0.00186885,"fc8d62"
3,118000001,120000000,0.00142054,"fc8d62"
3,119000001,121000000,0.00179801,"fc8d62"
3,120000001,122000000,0.0020521,"fc8d62"
3,121000001,123000000,0.00171871,"fc8d62"
3,122000001,124000000,0.00176315,"fc8d62"
3,123000001,125000000,0.00200603,"fc8d62"
3,124000001,126000000,0.00215015,"fc8d62"
3,125000001,127000000,0.0022719,"fc8d62"
3,126000001,128000000,0.00180109,"fc8d62"
3,127000001,129000000,0.00156542,"fc8d62"
3,128000001,130000000,0.00209331,"fc8d62"
3,129000001,131000000,0.00247516,"fc8d62"
3,130000001,132000000,0.00235877,"fc8d62"
3,131000001,133000000,0.00258428,"fc8d62"
3,132000001,134000000,0.00258392,"fc8d62"
3,133000001,135000000,0.00235126,"fc8d62"
3,134000001,136000000,0.00227639,"fc8d62"
3,135000001,137000000,0.00246713,"fc8d62"
3,136000001,138000000,0.00268892,"fc8d62"
3,137000001,139000000,0.00258245,"fc8d62"
3,138000001,140000000,0.00280822,"fc8d62"
3,139000001,141000000,0.00299855,"fc8d62"
3,140000001,142000000,0.00313498,"fc8d62"
3,141000001,143000000,0.0027135,"fc8d62"
3,142000001,144000000,0.0022363,"fc8d62"
3,143000001,145000000,0.00233662,"fc8d62"
3,144000001,146000000,0.00206217,"fc8d62"
3,145000001,147000000,0.00153724,"fc8d62"
3,146000001,148000000,0.00202044,"fc8d62"
3,147000001,149000000,0.00267554,"fc8d62"
3,148000001,150000000,0.00307346,"fc8d62"
3,149000001,151000000,0.00338215,"fc8d62"
3,150000001,152000000,0.00365105,"fc8d62"
3,151000001,153000000,0.00409455,"fc8d62"
3,152000001,154000000,0.00364833,"fc8d62"
3,153000001,155000000,0.00295104,"fc8d62"
3,154000001,156000000,0.00253234,"fc8d62"
3,155000001,157000000,0.00226518,"fc8d62"
3,156000001,158000000,0.00233832,"fc8d62"
3,157000001,159000000,0.00237673,"fc8d62"
3,158000001,160000000,0.00231914,"fc8d62"
3,159000001,161000000,0.00215759,"fc8d62"
3,160000001,162000000,0.00159304,"fc8d62"
3,161000001,163000000,0.00194598,"fc8d62"
3,162000001,164000000,0.00243251,"fc8d62"
3,163000001,165000000,0.00242939,"fc8d62"
3,164000001,166000000,0.00201999,"fc8d62"
3,165000001,167000000,0.00136189,"fc8d62"
3,166000001,168000000,0.00172318,"fc8d62"
3,167000001,169000000,0.00227499,"fc8d62"
3,168000001,170000000,0.0019394,"fc8d62"
3,169000001,171000000,0.00176618,"fc8d62"
3,170000001,172000000,0.00218445,"fc8d62"
3,171000001,173000000,0.00240007,"fc8d62"
3,172000001,174000000,0.00243693,"fc8d62"
3,173000001,175000000,0.00262237,"fc8d62"
3,174000001,176000000,0.00259222,"fc8d62"
3,175000001,177000000,0.00237248,"fc8d62"
3,176000001,178000000,0.00234877,"fc8d62"
3,177000001,179000000,0.00224398,"fc8d62"
3,178000001,180000000,0.00214156,"fc8d62"
3,179000001,181000000,0.00200198,"fc8d62"
3,180000001,182000000,0.00211035,"fc8d62"
3,181000001,183000000,0.00256776,"fc8d62"
3,182000001,184000000,0.00319942,"fc8d62"
3,183000001,185000000,0.00363681,"fc8d62"
3,184000001,186000000,0.00316397,"fc8d62"
3,185000001,187000000,0.00279262,"fc8d62"
3,186000001,188000000,0.00279459,"fc8d62"
3,187000001,189000000,0.00273013,"fc8d62"
3,188000001,190000000,0.00253882,"fc8d62"
3,189000001,191000000,0.00242838,"fc8d62"
3,190000001,192000000,0.00256298,"fc8d62"
3,191000001,193000000,0.00262417,"fc8d62"
3,192000001,194000000,0.00232511,"fc8d62"
3,193000001,195000000,0.00171171,"fc8d62"
3,194000001,196000000,0.00133567,"fc8d62"
3,195000001,197000000,0.00174242,"fc8d62"
3,196000001,198000000,0.00212102,"fc8d62"
3,197000001,199000000,0.00168537,"fc8d62"
3,198000001,200000000,0.00185886,"fc8d62"
3,199000001,201000000,0.00208696,"fc8d62"
3,200000001,202000000,0.00215508,"fc8d62"
3,201000001,203000000,0.0023706,"fc8d62"
3,202000001,204000000,0.00240795,"fc8d62"
3,203000001,205000000,0.0021115,"fc8d62"
3,204000001,206000000,0.0017789,"fc8d62"
3,205000001,207000000,0.00244779,"fc8d62"
3,206000001,207093695,0.00171017,"fc8d62"
3,207000001,207093695,0.000153918,"fc8d62"
4,1,2000000,0.00275429,"fc8d62"
4,1000001,3000000,0.00281643,"fc8d62"
4,2000001,4000000,0.00291774,"fc8d62"
4,3000001,5000000,0.00338641,"fc8d62"
4,4000001,6000000,0.00297115,"fc8d62"
4,5000001,7000000,0.00221482,"fc8d62"
4,6000001,8000000,0.00206407,"fc8d62"
4,7000001,9000000,0.00243134,"fc8d62"
4,8000001,10000000,0.00230961,"fc8d62"
4,9000001,11000000,0.00197795,"fc8d62"
4,10000001,12000000,0.00199719,"fc8d62"
4,11000001,13000000,0.00251423,"fc8d62"
4,12000001,14000000,0.00282524,"fc8d62"
4,13000001,15000000,0.00260907,"fc8d62"
4,14000001,16000000,0.002093,"fc8d62"
4,15000001,17000000,0.00322345,"fc8d62"
4,16000001,18000000,0.0035203,"fc8d62"
4,17000001,19000000,0.00318331,"fc8d62"
4,18000001,20000000,0.00287081,"fc8d62"
4,19000001,21000000,0.00210297,"fc8d62"
4,20000001,22000000,0.00237946,"fc8d62"
4,21000001,23000000,0.0024514,"fc8d62"
4,22000001,24000000,0.00273729,"fc8d62"
4,23000001,25000000,0.0022869,"fc8d62"
4,24000001,26000000,0.00175437,"fc8d62"
4,25000001,27000000,0.00157556,"fc8d62"
4,26000001,28000000,0.00186379,"fc8d62"
4,27000001,29000000,0.00269813,"fc8d62"
4,28000001,30000000,0.0031913,"fc8d62"
4,29000001,31000000,0.00351796,"fc8d62"
4,30000001,32000000,0.00330853,"fc8d62"
4,31000001,33000000,0.00287447,"fc8d62"
4,32000001,34000000,0.00237648,"fc8d62"
4,33000001,35000000,0.00286152,"fc8d62"
4,34000001,36000000,0.00297739,"fc8d62"
4,35000001,37000000,0.00203724,"fc8d62"
4,36000001,38000000,0.00222572,"fc8d62"
4,37000001,39000000,0.00296507,"fc8d62"
4,38000001,40000000,0.00270765,"fc8d62"
4,39000001,41000000,0.00260518,"fc8d62"
4,40000001,42000000,0.00293503,"fc8d62"
4,41000001,43000000,0.00319437,"fc8d62"
4,42000001,44000000,0.00229841,"fc8d62"
4,43000001,45000000,0.00175263,"fc8d62"
4,44000001,46000000,0.00225242,"fc8d62"
4,45000001,47000000,0.0023403,"fc8d62"
4,46000001,48000000,0.00258777,"fc8d62"
4,47000001,49000000,0.00288997,"fc8d62"
4,48000001,50000000,0.00273313,"fc8d62"
4,49000001,50051714,0.00130088,"fc8d62"
4,50000001,50051714,7.26e-05,"fc8d62"
5,1,2000000,0.00181954,"fc8d62"
5,1000001,3000000,0.00195182,"fc8d62"
5,2000001,4000000,0.00292857,"fc8d62"
5,3000001,5000000,0.0031775,"fc8d62"
5,4000001,6000000,0.00289191,"fc8d62"
5,5000001,7000000,0.00277257,"fc8d62"
5,6000001,8000000,0.00289436,"fc8d62"
5,7000001,9000000,0.00285426,"fc8d62"
5,8000001,10000000,0.00244798,"fc8d62"
5,9000001,11000000,0.0027631,"fc8d62"
5,10000001,12000000,0.00253242,"fc8d62"
5,11000001,13000000,0.00210595,"fc8d62"
5,12000001,14000000,0.0023132,"fc8d62"
5,13000001,15000000,0.00256585,"fc8d62"
5,14000001,16000000,0.00298479,"fc8d62"
5,15000001,17000000,0.00315335,"fc8d62"
5,16000001,18000000,0.00266688,"fc8d62"
5,17000001,19000000,0.0024528,"fc8d62"
5,18000001,20000000,0.00307984,"fc8d62"
5,19000001,21000000,0.00329409,"fc8d62"
5,20000001,22000000,0.00254666,"fc8d62"
5,21000001,23000000,0.00242417,"fc8d62"
5,22000001,24000000,0.00277353,"fc8d62"
5,23000001,25000000,0.00300037,"fc8d62"
5,24000001,26000000,0.00282938,"fc8d62"
5,25000001,27000000,0.00203529,"fc8d62"
5,26000001,28000000,0.00171194,"fc8d62"
5,27000001,29000000,0.00185756,"fc8d62"
5,28000001,30000000,0.00236466,"fc8d62"
5,29000001,31000000,0.00228905,"fc8d62"
5,30000001,32000000,0.00213126,"fc8d62"
5,31000001,33000000,0.00285318,"fc8d62"
5,32000001,34000000,0.00346793,"fc8d62"
5,33000001,35000000,0.00256545,"fc8d62"
5,34000001,36000000,0.00200817,"fc8d62"
5,35000001,37000000,0.00212388,"fc8d62"
5,36000001,38000000,0.00132492,"fc8d62"
5,37000001,39000000,0.00153548,"fc8d62"
5,38000001,40000000,0.00218797,"fc8d62"
5,39000001,41000000,0.00263471,"fc8d62"
5,40000001,42000000,0.00244609,"fc8d62"
5,41000001,43000000,0.00161207,"fc8d62"
5,42000001,44000000,0.00148267,"fc8d62"
5,43000001,45000000,0.00183627,"fc8d62"
5,44000001,45443526,0.00163256,"fc8d62"
5,45000001,45443526,0.000547048,"fc8d62"
6,1,2000000,0.0021783,"fc8d62"
6,1000001,3000000,0.00211803,"fc8d62"
6,2000001,4000000,0.00256058,"fc8d62"
6,3000001,5000000,0.00317148,"fc8d62"
6,4000001,6000000,0.00300645,"fc8d62"
6,5000001,7000000,0.00340004,"fc8d62"
6,6000001,8000000,0.00283874,"fc8d62"
6,7000001,9000000,0.00253108,"fc8d62"
6,8000001,10000000,0.0030541,"fc8d62"
6,9000001,11000000,0.00337222,"fc8d62"
6,10000001,12000000,0.00314793,"fc8d62"
6,11000001,13000000,0.00231732,"fc8d62"
6,12000001,14000000,0.00197063,"fc8d62"
6,13000001,15000000,0.00195957,"fc8d62"
6,14000001,16000000,0.00210158,"fc8d62"
6,15000001,17000000,0.00268774,"fc8d62"
6,16000001,18000000,0.0027638,"fc8d62"
6,17000001,19000000,0.00262757,"fc8d62"
6,18000001,20000000,0.00238429,"fc8d62"
6,19000001,21000000,0.00196829,"fc8d62"
6,20000001,22000000,0.00241431,"fc8d62"
6,21000001,23000000,0.00215788,"fc8d62"
6,22000001,24000000,0.00156078,"fc8d62"
6,23000001,25000000,0.00206344,"fc8d62"
6,24000001,26000000,0.00251305,"fc8d62"
6,25000001,27000000,0.00266739,"fc8d62"
6,26000001,28000000,0.00217539,"fc8d62"
6,27000001,29000000,0.00193475,"fc8d62"
6,28000001,30000000,0.00211027,"fc8d62"
6,29000001,31000000,0.00203123,"fc8d62"
6,30000001,32000000,0.00243429,"fc8d62"
6,31000001,33000000,0.00249381,"fc8d62"
6,32000001,34000000,0.00221275,"fc8d62"
6,33000001,35000000,0.0020406,"fc8d62"
6,34000001,35772468,0.0016945,"fc8d62"
6,35000001,35772468,0.000728102,"fc8d62"
7,1,2000000,0.00218248,"fc8d62"
7,1000001,3000000,0.0020601,"fc8d62"
7,2000001,4000000,0.00223759,"fc8d62"
7,3000001,5000000,0.00277219,"fc8d62"
7,4000001,6000000,0.00266028,"fc8d62"
7,5000001,7000000,0.0025137,"fc8d62"
7,6000001,8000000,0.00250246,"fc8d62"
7,7000001,9000000,0.00303615,"fc8d62"
7,8000001,10000000,0.00331776,"fc8d62"
7,9000001,11000000,0.00236018,"fc8d62"
7,10000001,12000000,0.00210008,"fc8d62"
7,11000001,13000000,0.00219447,"fc8d62"
7,12000001,14000000,0.00279653,"fc8d62"
7,13000001,15000000,0.00263079,"fc8d62"
7,14000001,16000000,0.00184617,"fc8d62"
7,15000001,17000000,0.0018038,"fc8d62"
7,16000001,18000000,0.00214168,"fc8d62"
7,17000001,19000000,0.00235497,"fc8d62"
7,18000001,20000000,0.00241893,"fc8d62"
7,19000001,21000000,0.00196603,"fc8d62"
7,20000001,22000000,0.00161012,"fc8d62"
7,21000001,23000000,0.00210216,"fc8d62"
7,22000001,24000000,0.00282013,"fc8d62"
7,23000001,25000000,0.0025827,"fc8d62"
7,24000001,26000000,0.00210236,"fc8d62"
7,25000001,27000000,0.00292185,"fc8d62"
7,26000001,28000000,0.00272139,"fc8d62"
7,27000001,28624509,0.00188741,"fc8d62"
7,28000001,28624509,0.00091617,"fc8d62"
8,1,2000000,0.00144337,"fc8d62"
8,1000001,3000000,0.0014515,"fc8d62"
8,2000001,4000000,0.00209857,"fc8d62"
8,3000001,5000000,0.00193614,"fc8d62"
8,4000001,6000000,0.00147934,"fc8d62"
8,5000001,7000000,0.00250658,"fc8d62"
8,6000001,8000000,0.00346598,"fc8d62"
8,7000001,9000000,0.00290417,"fc8d62"
8,8000001,10000000,0.00214919,"fc8d62"
8,9000001,11000000,0.00247838,"fc8d62"
8,10000001,12000000,0.00292127,"fc8d62"
8,11000001,13000000,0.00274367,"fc8d62"
8,12000001,14000000,0.0024351,"fc8d62"
8,13000001,15000000,0.0023123,"fc8d62"
8,14000001,16000000,0.0024794,"fc8d62"
8,15000001,17000000,0.00223096,"fc8d62"
8,16000001,18000000,0.00191101,"fc8d62"
8,17000001,19000000,0.0022118,"fc8d62"
8,18000001,20000000,0.00264027,"fc8d62"
8,19000001,21000000,0.00288847,"fc8d62"
8,20000001,22000000,0.00309519,"fc8d62"
8,21000001,23000000,0.00245746,"fc8d62"
8,22000001,24000000,0.00168886,"fc8d62"
8,23000001,25000000,0.00208665,"fc8d62"
8,24000001,26000000,0.00177109,"fc8d62"
8,25000001,27000000,0.00199898,"fc8d62"
8,26000001,28000000,0.00203847,"fc8d62"
8,27000001,29000000,0.00138155,"fc8d62"
8,28000001,30000000,0.00201525,"fc8d62"
8,29000001,31000000,0.00232267,"fc8d62"
8,30000001,32000000,0.00194674,"fc8d62"
8,31000001,33000000,0.00179318,"fc8d62"
8,32000001,34000000,0.00203756,"fc8d62"
8,33000001,35000000,0.00248129,"fc8d62"
8,34000001,36000000,0.00241748,"fc8d62"
8,35000001,37000000,0.00236096,"fc8d62"
8,36000001,38000000,0.00247028,"fc8d62"
8,37000001,39000000,0.00235728,"fc8d62"
8,38000001,40000000,0.00213155,"fc8d62"
8,39000001,41000000,0.00192033,"fc8d62"
8,40000001,42000000,0.00203851,"fc8d62"
8,41000001,43000000,0.0023922,"fc8d62"
8,42000001,44000000,0.00308751,"fc8d62"
8,43000001,45000000,0.00294241,"fc8d62"
8,44000001,46000000,0.00232721,"fc8d62"
8,45000001,47000000,0.00205425,"fc8d62"
8,46000001,48000000,0.00245583,"fc8d62"
8,47000001,49000000,0.00277481,"fc8d62"
8,48000001,50000000,0.00337625,"fc8d62"
8,49000001,51000000,0.002891,"fc8d62"
8,50000001,52000000,0.00152286,"fc8d62"
8,51000001,53000000,0.00219859,"fc8d62"
8,52000001,54000000,0.00266563,"fc8d62"
8,53000001,55000000,0.00194826,"fc8d62"
8,54000001,56000000,0.00174868,"fc8d62"
8,55000001,57000000,0.00205001,"fc8d62"
8,56000001,58000000,0.0023947,"fc8d62"
8,57000001,59000000,0.00241366,"fc8d62"
8,58000001,60000000,0.00210093,"fc8d62"
8,59000001,61000000,0.00210549,"fc8d62"
8,60000001,62000000,0.00214513,"fc8d62"
8,61000001,63000000,0.00228512,"fc8d62"
8,62000001,64000000,0.00190879,"fc8d62"
8,63000001,65000000,0.00154024,"fc8d62"
8,64000001,66000000,0.00196209,"fc8d62"
8,65000001,67000000,0.00218033,"fc8d62"
8,66000001,68000000,0.00231391,"fc8d62"
8,67000001,69000000,0.00265589,"fc8d62"
8,68000001,70000000,0.00258345,"fc8d62"
8,69000001,71000000,0.00241596,"fc8d62"
8,70000001,72000000,0.00279248,"fc8d62"
8,71000001,73000000,0.00249761,"fc8d62"
8,72000001,74000000,0.00295049,"fc8d62"
8,73000001,75000000,0.00284266,"fc8d62"
8,74000001,76000000,0.00200415,"fc8d62"
8,75000001,77000000,0.00316709,"fc8d62"
8,76000001,78000000,0.00378056,"fc8d62"
8,77000001,79000000,0.00322298,"fc8d62"
8,78000001,80000000,0.00257727,"fc8d62"
8,79000001,81000000,0.00303174,"fc8d62"
8,80000001,82000000,0.00363016,"fc8d62"
8,81000001,83000000,0.0027299,"fc8d62"
8,82000001,84000000,0.00204072,"fc8d62"
8,83000001,85000000,0.00272908,"fc8d62"
8,84000001,86000000,0.00309356,"fc8d62"
8,85000001,87000000,0.00278298,"fc8d62"
8,86000001,88000000,0.00209256,"fc8d62"
8,87000001,89000000,0.001946,"fc8d62"
8,88000001,90000000,0.00282844,"fc8d62"
8,89000001,91000000,0.00296871,"fc8d62"
8,90000001,92000000,0.00291716,"fc8d62"
8,91000001,93000000,0.0031471,"fc8d62"
8,92000001,94000000,0.00289635,"fc8d62"
8,93000001,95000000,0.00224364,"fc8d62"
8,94000001,96000000,0.00264196,"fc8d62"
8,95000001,97000000,0.00327969,"fc8d62"
8,96000001,98000000,0.00297057,"fc8d62"
8,97000001,99000000,0.00266401,"fc8d62"
8,98000001,100000000,0.00219372,"fc8d62"
8,99000001,101000000,0.0020497,"fc8d62"
8,100000001,102000000,0.00205222,"fc8d62"
8,101000001,103000000,0.00245223,"fc8d62"
8,102000001,104000000,0.00288561,"fc8d62"
8,103000001,105000000,0.00263794,"fc8d62"
8,104000001,106000000,0.00269416,"fc8d62"
8,105000001,107000000,0.00246182,"fc8d62"
8,106000001,108000000,0.00207116,"fc8d62"
8,107000001,109000000,0.00205152,"fc8d62"
8,108000001,110000000,0.00236165,"fc8d62"
8,109000001,111000000,0.00258418,"fc8d62"
8,110000001,112000000,0.00234872,"fc8d62"
8,111000001,113000000,0.0025976,"fc8d62"
8,112000001,114000000,0.00299795,"fc8d62"
8,113000001,115000000,0.00290142,"fc8d62"
8,114000001,116000000,0.00248957,"fc8d62"
8,115000001,117000000,0.00201612,"fc8d62"
8,116000001,118000000,0.00246784,"fc8d62"
8,117000001,119000000,0.0030021,"fc8d62"
8,118000001,120000000,0.00241978,"fc8d62"
8,119000001,121000000,0.00200238,"fc8d62"
8,120000001,122000000,0.00191057,"fc8d62"
8,121000001,123000000,0.00172795,"fc8d62"
8,122000001,124000000,0.00210723,"fc8d62"
8,123000001,125000000,0.00226856,"fc8d62"
8,124000001,126000000,0.00192059,"fc8d62"
8,125000001,127000000,0.00235957,"fc8d62"
8,126000001,128000000,0.00258663,"fc8d62"
8,127000001,129000000,0.00206078,"fc8d62"
8,128000001,130000000,0.00223794,"fc8d62"
8,129000001,131000000,0.00250199,"fc8d62"
8,130000001,132000000,0.00177124,"fc8d62"
8,131000001,133000000,0.00149409,"fc8d62"
8,132000001,134000000,0.0020922,"fc8d62"
8,133000001,135000000,0.0022911,"fc8d62"
8,134000001,136000000,0.00260887,"fc8d62"
8,135000001,137000000,0.00255077,"fc8d62"
8,136000001,138000000,0.00230257,"fc8d62"
8,137000001,139000000,0.00255042,"fc8d62"
8,138000001,140000000,0.00279155,"fc8d62"
8,139000001,141000000,0.00274818,"fc8d62"
8,140000001,142000000,0.00259111,"fc8d62"
8,141000001,143000000,0.0025127,"fc8d62"
8,142000001,144000000,0.00261373,"fc8d62"
8,143000001,145000000,0.0026283,"fc8d62"
8,144000001,146000000,0.00238591,"fc8d62"
8,145000001,147000000,0.00222368,"fc8d62"
8,146000001,148000000,0.00204514,"fc8d62"
8,147000001,149000000,0.00222432,"fc8d62"
8,148000001,150000000,0.00273432,"fc8d62"
8,149000001,151000000,0.00268861,"fc8d62"
8,150000001,152000000,0.00286877,"fc8d62"
8,151000001,153000000,0.00292295,"fc8d62"
8,152000001,154000000,0.00291383,"fc8d62"
8,153000001,155000000,0.00310388,"fc8d62"
8,154000001,156000000,0.00280132,"fc8d62"
8,155000001,157000000,0.00258387,"fc8d62"
8,156000001,158000000,0.00249217,"fc8d62"
8,157000001,159000000,0.00227322,"fc8d62"
8,158000001,160000000,0.0021583,"fc8d62"
8,159000001,161000000,0.00246884,"fc8d62"
8,160000001,162000000,0.00253483,"fc8d62"
8,161000001,163000000,0.00210928,"fc8d62"
8,162000001,164000000,0.00253677,"fc8d62"
8,163000001,165000000,0.00302114,"fc8d62"
8,164000001,166000000,0.00278518,"fc8d62"
8,165000001,167000000,0.00259685,"fc8d62"
8,166000001,168000000,0.00217254,"fc8d62"
8,167000001,169000000,0.00232277,"fc8d62"
8,168000001,170000000,0.0026376,"fc8d62"
8,169000001,171000000,0.00289786,"fc8d62"
8,170000001,172000000,0.00283617,"fc8d62"
8,171000001,173000000,0.00226364,"fc8d62"
8,172000001,174000000,0.0018097,"fc8d62"
8,173000001,175000000,0.00213379,"fc8d62"
8,174000001,176000000,0.00254799,"fc8d62"
8,175000001,177000000,0.00255982,"fc8d62"
8,176000001,178000000,0.00269603,"fc8d62"
8,177000001,179000000,0.00264779,"fc8d62"
8,178000001,180000000,0.00258882,"fc8d62"
8,179000001,181000000,0.00278167,"fc8d62"
8,180000001,182000000,0.00257574,"fc8d62"
8,181000001,183000000,0.00249189,"fc8d62"
8,182000001,184000000,0.00269171,"fc8d62"
8,183000001,185000000,0.00284285,"fc8d62"
8,184000001,186000000,0.00281695,"fc8d62"
8,185000001,187000000,0.00215846,"fc8d62"
8,186000001,188000000,0.00214811,"fc8d62"
8,187000001,189000000,0.00199699,"fc8d62"
8,188000001,190000000,0.00226815,"fc8d62"
8,189000001,191000000,0.00300805,"fc8d62"
8,190000001,192000000,0.00273599,"fc8d62"
8,191000001,193000000,0.00228992,"fc8d62"
8,192000001,194000000,0.00252527,"fc8d62"
8,193000001,195000000,0.00314137,"fc8d62"
8,194000001,195669025,0.00275773,"fc8d62"
8,195000001,195669025,0.00109055,"fc8d62"
9,1,2000000,0.00177639,"fc8d62"
9,1000001,3000000,0.00210264,"fc8d62"
9,2000001,4000000,0.0023113,"fc8d62"
9,3000001,5000000,0.00249758,"fc8d62"
9,4000001,6000000,0.00236264,"fc8d62"
9,5000001,7000000,0.00207382,"fc8d62"
9,6000001,8000000,0.00207682,"fc8d62"
9,7000001,9000000,0.00221596,"fc8d62"
9,8000001,10000000,0.0017079,"fc8d62"
9,9000001,11000000,0.00184981,"fc8d62"
9,10000001,12000000,0.00232721,"fc8d62"
9,11000001,13000000,0.0025398,"fc8d62"
9,12000001,14000000,0.0026059,"fc8d62"
9,13000001,15000000,0.00269321,"fc8d62"
9,14000001,16000000,0.00245456,"fc8d62"
9,15000001,17000000,0.00242724,"fc8d62"
9,16000001,18000000,0.00253703,"fc8d62"
9,17000001,19000000,0.00171964,"fc8d62"
9,18000001,20000000,0.00162565,"fc8d62"
9,19000001,21000000,0.00236604,"fc8d62"
9,20000001,22000000,0.00194768,"fc8d62"
9,21000001,23000000,0.00192124,"fc8d62"
9,22000001,24000000,0.00250382,"fc8d62"
9,23000001,25000000,0.00235219,"fc8d62"
9,24000001,26000000,0.00212353,"fc8d62"
9,25000001,27000000,0.0018587,"fc8d62"
