	mergedClusterID	GroupID	Index	POS	CHR	min	max
6021	1382_chr6	1	1	1	1	113099500	113099500
6022	1382_chr7	1	1	1	1	113935287	113935287
6023	1382_chr8	1	1	1	1	109396632	109396632
6024	1382_chr9	1	1	1	1	120555699	120555699
6025	1383_chr1	1	1	1	1	122580025	122580025
6026	1383_chr10	1	1	1	1	108292183	108292183
6027	1383_chr11	1	1	1	1	126957474	126957474
6028	1383_chr12	1	1	1	1	115614088	115614088
6029	1383_chr13	1	1	1	1	85088637	85088637
6030	1383_chr2	1	1	1	1	112099882	112099882
6031	1383_chr3	1	1	1	1	108375871	108375871
6032	1383_chr4	1	1	1	1	102085018	102085018
6033	1383_chr5	1	1	1	1	115648271	115648271
6034	1383_chr6	1	1	1	1	113165938	113165938
6035	1383_chr7	1	1	1	1	113977009	113977009
6036	1383_chr8	1	1	1	1	109478761	109478761
6037	1383_chr9	1	1	1	1	120597041	120597041
6038	1384_chr1	1	1	1	1	122588050	122588050
6039	1384_chr10	1	1	1	1	108306714	108306714
6040	1384_chr11	1	1	1	1	126966435	126966435
6041	1384_chr12	1	1	1	1	115686833	115686833
6042	1384_chr13	1	1	1	1	85095202	85095202
6043	1384_chr2	1	1	1	1	112164479	112164479
6044	1384_chr3	1	1	1	1	108521569	108521569
6045	1384_chr4	1	1	1	1	102256432	102256432
6046	1384_chr5	1	1	1	1	115664828	115664828
6047	1384_chr6	1	1	1	1	113301698	113301698
6048	1384_chr7	1	1	1	1	114178084	114178084
6049	1384_chr8	1	1	1	1	109778743	109778743
6050	1384_chr9	1	1	1	1	120723619	120723619
6051	1385_chr1	1	1	1	1	122589717	122589717
6052	1385_chr10	1	1	1	1	108455517	108455517
6053	1385_chr11	1	1	1	1	127043482	127043482
6054	1385_chr12	1	1	1	1	115862104	115862104
6055	1385_chr13	1	1	1	1	85204174	85204174
6056	1385_chr2	1	1	1	1	112296881	112296881
6057	1385_chr3	1	1	1	1	108567580	108567580
6058	1385_chr4	1	1	1	1	102278709	102278709
6059	1385_chr5	1	1	1	1	115666720	115666720
6060	1385_chr6	9	9	9	9	113415076	113415081
6061	1385_chr7	1	1	1	1	114284737	114284737
6062	1385_chr8	1	1	1	1	109834235	109834235
6063	1385_chr9	1	1	1	1	120829311	120829311
6064	1386_chr1	4	4	4	4	122590876	122592119
6065	1386_chr10	1	1	1	1	108732514	108732514
6066	1386_chr11	1	1	1	1	127121205	127121205
6067	1386_chr12	1	1	1	1	116002680	116002680
6068	1386_chr13	1	1	1	1	85447786	85447786
6069	1386_chr2	1	1	1	1	112540417	112540417
6070	1386_chr3	1	1	1	1	108570892	108570892
6071	1386_chr4	1	1	1	1	102368590	102368590
6072	1386_chr5	1	1	1	1	115687450	115687450
6073	1386_chr6	1	1	1	1	113464314	113464314
6074	1386_chr7	1	1	1	1	114380240	114380240
6075	1386_chr8	1	1	1	1	109879098	109879098
6076	1386_chr9	1	1	1	1	121049951	121049951
6077	1387_chr1	2	2	2	2	122596182	122596276
6078	1387_chr10	1	1	1	1	108763181	108763181
6079	1387_chr11	1	1	1	1	127203522	127203522
6080	1387_chr12	1	1	1	1	116006009	116006009
6081	1387_chr13	1	1	1	1	85476470	85476470
6082	1387_chr2	1	1	1	1	112549668	112549668
6083	1387_chr3	1	1	1	1	108615681	108615681
6084	1387_chr4	1	1	1	1	102391636	102391636
6085	1387_chr5	1	1	1	1	115797090	115797090
6086	1387_chr6	1	1	1	1	113552133	113552133
6087	1387_chr7	1	1	1	1	114466303	114466303
6088	1387_chr8	1	1	1	1	109970019	109970019
6089	1387_chr9	1	1	1	1	121467872	121467872
6090	1388_chr1	1	1	1	1	122597326	122597326
6091	1388_chr10	1	1	1	1	108958645	108958645
6092	1388_chr11	1	1	1	1	127214829	127214829
6093	1388_chr12	1	1	1	1	116186873	116186873
6094	1388_chr13	1	1	1	1	85759450	85759450
6095	1388_chr2	1	1	1	1	112587763	112587763
6096	1388_chr3	1	1	1	1	108686833	108686833
6097	1388_chr4	1	1	1	1	102462311	102462311
6098	1388_chr5	1	1	1	1	115808011	115808011
6099	1388_chr6	1	1	1	1	113617429	113617429
6100	1388_chr7	1	1	1	1	114526479	114526479
6101	1388_chr8	1	1	1	1	109987465	109987465
6102	1388_chr9	1	1	1	1	121484007	121484007
6103	1389_chr1	1	1	1	1	122598640	122598640
6104	1389_chr10	1	1	1	1	109014017	109014017
6105	1389_chr11	1	1	1	1	127238126	127238126
6106	1389_chr12	1	1	1	1	116612436	116612436
6107	1389_chr13	1	1	1	1	85807117	85807117
6108	1389_chr2	1	1	1	1	112623746	112623746
6109	1389_chr3	1	1	1	1	108908561	108908561
6110	1389_chr4	1	1	1	1	102557207	102557207
6111	1389_chr5	1	1	1	1	115923339	115923339
6112	1389_chr6	1	1	1	1	113650498	113650498
6113	1389_chr7	1	1	1	1	114527496	114527496
6114	1389_chr8	1	1	1	1	110033091	110033091
6115	1389_chr9	1	1	1	1	121572541	121572541
6116	138_chr1	1	1	1	1	14008604	14008604
6117	138_chr10	1	1	1	1	12571834	12571834
6118	138_chr11	1	1	1	1	13546951	13546951
6119	138_chr12	1	1	1	1	13741602	13741602
6120	138_chr13	37	37	37	37	16607723	16608206
6121	138_chr14	1	1	1	1	28735045	28735045
6122	138_chr15	1	1	1	1	28198469	28198469
6123	138_chr16	1	1	1	1	12554496	12554496
6124	138_chr17	1	1	1	1	12701960	12701960
6125	138_chr18	1	1	1	1	13580521	13580521
6126	138_chr19	1	1	1	1	17126906	17126906
6127	138_chr2	5	5	5	5	10636414	10636423
6128	138_chr20	1	1	1	1	14426920	14426920
6129	138_chr21	1	1	1	1	10392085	10392085
6130	138_chr22	1	1	1	1	21230630	21230630
6131	138_chr3	1	1	1	1	11987978	11987978
6132	138_chr4	1	1	1	1	12493935	12493935
6133	138_chr5	2	2	2	2	10524510	10524575
6134	138_chr6	1	1	1	1	10981317	10981317
6135	138_chr7	1	1	1	1	14207100	14207100
6136	138_chr8	1	1	1	1	10739016	10739016
6137	138_chr9	1	1	1	1	9804373	9804373
6138	138_chrX	1	1	1	1	19848333	19848333
6139	138_chrY	12	12	12	12	19446144	19446151
6140	1390_chr1	1	1	1	1	122602510	122602510
6141	1390_chr10	1	1	1	1	109130126	109130126
6142	1390_chr11	1	1	1	1	127298902	127298902
6143	1390_chr12	1	1	1	1	116616665	116616665
6144	1390_chr13	1	1	1	1	85866374	85866374
6145	1390_chr2	1	1	1	1	112662112	112662112
6146	1390_chr3	1	1	1	1	109000481	109000481
6147	1390_chr4	1	1	1	1	102646909	102646909
6148	1390_chr5	1	1	1	1	116146350	116146350
6149	1390_chr6	1	1	1	1	113682190	113682190
6150	1390_chr7	1	1	1	1	114615368	114615368
6151	1390_chr8	1	1	1	1	110162882	110162882
6152	1390_chr9	1	1	1	1	121647359	121647359
6153	1391_chr1	1	1	1	1	122605142	122605142
6154	1391_chr10	1	1	1	1	109264802	109264802
6155	1391_chr11	1	1	1	1	127323346	127323346
6156	1391_chr12	1	1	1	1	116618525	116618525
6157	1391_chr13	2	2	2	2	85902525	85902526
6158	1391_chr2	1	1	1	1	112674725	112674725
6159	1391_chr3	1	1	1	1	109007674	109007674
6160	1391_chr4	1	1	1	1	102691754	102691754
6161	1391_chr5	2	2	2	2	116192985	116193730
6162	1391_chr6	1	1	1	1	113937261	113937261
6163	1391_chr7	1	1	1	1	114715018	114715018
6164	1391_chr8	1	1	1	1	110164500	110164500
6165	1391_chr9	1	1	1	1	121701029	121701029
6166	1392_chr1	1	1	1	1	122615971	122615971
6167	1392_chr10	1	1	1	1	109347429	109347429
6168	1392_chr11	1	1	1	1	127353279	127353279
6169	1392_chr12	1	1	1	1	116762570	116762570
6170	1392_chr13	1	1	1	1	85914948	85914948
6171	1392_chr2	1	1	1	1	112684563	112684563
6172	1392_chr3	1	1	1	1	109098203	109098203
6173	1392_chr4	1	1	1	1	102696596	102696596
6174	1392_chr5	1	1	1	1	116285344	116285344
6175	1392_chr6	1	1	1	1	113953853	113953853
6176	1392_chr7	1	1	1	1	114744256	114744256
6177	1392_chr8	1	1	1	1	110349852	110349852
6178	1392_chr9	1	1	1	1	121773549	121773549
6179	1393_chr1	1	1	1	1	122625034	122625034
6180	1393_chr10	1	1	1	1	109514220	109514220
6181	1393_chr11	1	1	1	1	127412514	127412514
6182	1393_chr12	1	1	1	1	116805637	116805637
6183	1393_chr13	1	1	1	1	85937954	85937954
6184	1393_chr2	1	1	1	1	112720246	112720246
6185	1393_chr3	1	1	1	1	109136340	109136340
6186	1393_chr4	1	1	1	1	102800478	102800478
6187	1393_chr5	1	1	1	1	116649566	116649566
6188	1393_chr6	1	1	1	1	114022882	114022882
6189	1393_chr7	1	1	1	1	114786317	114786317
6190	1393_chr8	1	1	1	1	110407508	110407508
6191	1393_chr9	1	1	1	1	121794607	121794607
6192	1394_chr1	1	1	1	1	122632949	122632949
6193	1394_chr10	1	1	1	1	109558604	109558604
6194	1394_chr11	1	1	1	1	127449308	127449308
6195	1394_chr12	1	1	1	1	116811511	116811511
6196	1394_chr13	1	1	1	1	86009310	86009310
6197	1394_chr2	4	4	4	4	112796265	112796272
6198	1394_chr3	1	1	1	1	109398423	109398423
6199	1394_chr4	1	1	1	1	102806068	102806068
6200	1394_chr5	1	1	1	1	116671488	116671488
6201	1394_chr6	1	1	1	1	114049294	114049294
6202	1394_chr7	1	1	1	1	114825522	114825522
6203	1394_chr8	1	1	1	1	110441002	110441002
6204	1394_chr9	1	1	1	1	121855603	121855603
6205	1395_chr1	1	1	1	1	122667560	122667560
6206	1395_chr10	1	1	1	1	109613886	109613886
6207	1395_chr11	1	1	1	1	127630481	127630481
6208	1395_chr12	1	1	1	1	116855615	116855615
6209	1395_chr13	1	1	1	1	86063835	86063835
6210	1395_chr2	1	1	1	1	112851309	112851309
6211	1395_chr3	1	1	1	1	109408179	109408179
6212	1395_chr4	1	1	1	1	102847424	102847424
6213	1395_chr5	1	1	1	1	116710882	116710882
6214	1395_chr6	1	1	1	1	114075719	114075719
6215	1395_chr7	1	1	1	1	114828305	114828305
6216	1395_chr8	1	1	1	1	110603397	110603397
6217	1395_chr9	1	1	1	1	121887111	121887111
6218	1396_chr1	1	1	1	1	122670275	122670275
6219	1396_chr10	1	1	1	1	109654931	109654931
6220	1396_chr11	1	1	1	1	127940613	127940613
6221	1396_chr12	1	1	1	1	116883711	116883711
6222	1396_chr13	1	1	1	1	86082916	86082916
6223	1396_chr2	1	1	1	1	112889798	112889798
6224	1396_chr3	1	1	1	1	109487682	109487682
6225	1396_chr4	1	1	1	1	102931907	102931907
6226	1396_chr5	1	1	1	1	116729730	116729730
6227	1396_chr6	1	1	1	1	114080716	114080716
6228	1396_chr7	1	1	1	1	114882376	114882376
6229	1396_chr8	1	1	1	1	110802283	110802283
6230	1396_chr9	1	1	1	1	122041172	122041172
6231	1397_chr1	1	1	1	1	122672274	122672274
6232	1397_chr10	1	1	1	1	109696049	109696049
6233	1397_chr11	1	1	1	1	127974987	127974987
6234	1397_chr12	1	1	1	1	116901836	116901836
6235	1397_chr13	1	1	1	1	86198531	86198531
6236	1397_chr2	1	1	1	1	112916119	112916119
6237	1397_chr3	1	1	1	1	109513292	109513292
6238	1397_chr4	1	1	1	1	102983495	102983495
6239	1397_chr5	1	1	1	1	116734787	116734787
6240	1397_chr6	1	1	1	1	114143663	114143663
6241	1397_chr7	6	6	6	6	115027453	115027647
6242	1397_chr8	1	1	1	1	110923765	110923765
6243	1397_chr9	1	1	1	1	122091468	122091468
6244	1398_chr1	1	1	1	1	122674854	122674854
6245	1398_chr10	1	1	1	1	109753716	109753716
6246	1398_chr11	9	9	9	9	128109393	128109400
6247	1398_chr12	1	1	1	1	116978018	116978018
6248	1398_chr13	1	1	1	1	86376041	86376041
6249	1398_chr2	1	1	1	1	112959109	112959109
6250	1398_chr3	1	1	1	1	109592288	109592288
6251	1398_chr4	1	1	1	1	103073099	103073099
6252	1398_chr5	1	1	1	1	116860596	116860596
6253	1398_chr6	1	1	1	1	114156541	114156541
6254	1398_chr7	37	37	37	37	115030603	115030747
6255	1398_chr8	1	1	1	1	110933643	110933643
6256	1398_chr9	1	1	1	1	122248419	122248419
6257	1399_chr1	6	6	6	6	122683060	122683477
6258	1399_chr10	25	25	25	25	109812363	109812534
6259	1399_chr11	1	1	1	1	128154741	128154741
6260	1399_chr12	1	1	1	1	117058937	117058937
6261	1399_chr13	2	2	2	2	86435308	86435967
6262	1399_chr2	1	1	1	1	113074716	113074716
6263	1399_chr3	1	1	1	1	109688487	109688487
6264	1399_chr4	1	1	1	1	103200660	103200660
6265	1399_chr5	1	1	1	1	116901722	116901722
6266	1399_chr6	1	1	1	1	114214151	114214151
6267	1399_chr7	1	1	1	1	115055630	115055630
6268	1399_chr8	1	1	1	1	110934701	110934701
6269	1399_chr9	1	1	1	1	122395460	122395460
6270	139_chr1	1	1	1	1	14073117	14073117
6271	139_chr10	1	1	1	1	12728497	12728497
6272	139_chr11	1	1	1	1	13591745	13591745
6273	139_chr12	1	1	1	1	13820256	13820256
6274	139_chr13	8	8	8	8	16609294	16609931
6275	139_chr14	1	1	1	1	28854514	28854514
6276	139_chr15	1	1	1	1	28227457	28227457
6277	139_chr16	9	9	9	9	12575841	12575863
6278	139_chr17	1	1	1	1	12734848	12734848
6279	139_chr18	1	1	1	1	13675369	13675369
6280	139_chr19	4	4	4	4	17134359	17134366
6281	139_chr2	1	1	1	1	10756516	10756516
6282	139_chr20	1	1	1	1	14521899	14521899
6283	139_chr21	1	1	1	1	10394043	10394043
6284	139_chr22	1	1	1	1	21312103	21312103
6285	139_chr3	1	1	1	1	12030200	12030200
6286	139_chr4	1	1	1	1	12522613	12522613
6287	139_chr5	1	1	1	1	10558863	10558863
6288	139_chr6	1	1	1	1	11227398	11227398
6289	139_chr7	1	1	1	1	14295589	14295589
6290	139_chr8	1	1	1	1	11096938	11096938
6291	139_chr9	1	1	1	1	9928651	9928651
6292	139_chrX	4	4	4	4	19887597	19887599
6293	139_chrY	1	1	1	1	19530912	19530912
6294	13_chr1	1	1	1	1	1284147	1284147
6295	13_chr10	1	1	1	1	1143278	1143278
6296	13_chr11	2	2	2	2	2247244	2247245
6297	13_chr12	1	1	1	1	903369	903369
6298	13_chr13	1	1	1	1	16155557	16155557
6299	13_chr14	2	2	2	2	18651684	18651726
6300	13_chr15	1	1	1	1	19069520	19069520
6301	13_chr16	1	1	1	1	914570	914570
6302	13_chr17	3	3	3	3	1355110	1355114
6303	13_chr18	1	1	1	1	1460259	1460259
6304	13_chr19	1	1	1	1	1865112	1865112
6305	13_chr2	1	1	1	1	908011	908011
6306	13_chr20	1	1	1	1	1106780	1106780
6307	13_chr21	1	1	1	1	5337248	5337248
6308	13_chr22	1	1	1	1	10752852	10752852
6309	13_chr3	1	1	1	1	957757	957757
6310	13_chr4	1	1	1	1	941378	941378
6311	13_chr5	1	1	1	1	1044105	1044105
6312	13_chr6	1	1	1	1	1447822	1447822
6313	13_chr7	1	1	1	1	1250482	1250482
6314	13_chr8	1	1	1	1	1135492	1135492
6315	13_chr9	1	1	1	1	957237	957237
6316	13_chrX	1	1	1	1	1295922	1295922
6317	13_chrY	1	1	1	1	4949343	4949343
6318	1400_chr1	1	1	1	1	122687323	122687323
6319	1400_chr10	1	1	1	1	109833009	109833009
6320	1400_chr11	1	1	1	1	128191706	128191706
6321	1400_chr12	1	1	1	1	117066904	117066904
6322	1400_chr13	1	1	1	1	86510812	86510812
6323	1400_chr2	1	1	1	1	113123752	113123752
6324	1400_chr3	1	1	1	1	109706295	109706295
6325	1400_chr4	1	1	1	1	103225574	103225574
6326	1400_chr5	2	2	2	2	116976837	116977676
6327	1400_chr6	1	1	1	1	114400213	114400213
6328	1400_chr7	1	1	1	1	115112043	115112043
6329	1400_chr8	1	1	1	1	110997400	110997400
6330	1400_chr9	1	1	1	1	122404934	122404934
6331	1401_chr1	3	3	3	3	122694432	122694723
6332	1401_chr10	1	1	1	1	109925281	109925281
6333	1401_chr11	1	1	1	1	128194990	128194990
6334	1401_chr12	1	1	1	1	117303545	117303545
6335	1401_chr13	1	1	1	1	86581766	86581766
6336	1401_chr2	1	1	1	1	113448795	113448795
6337	1401_chr3	1	1	1	1	109942444	109942444
6338	1401_chr4	1	1	1	1	103271049	103271049
6339	1401_chr5	1	1	1	1	117090123	117090123
6340	1401_chr6	1	1	1	1	114422145	114422145
6341	1401_chr7	4	4	4	4	115396567	115396765
6342	1401_chr8	1	1	1	1	111121933	111121933
6343	1401_chr9	1	1	1	1	122436324	122436324
6344	1402_chr1	1	1	1	1	122698992	122698992
6345	1402_chr10	1	1	1	1	109935565	109935565
6346	1402_chr11	1	1	1	1	128231366	128231366
6347	1402_chr12	1	1	1	1	117366700	117366700
6348	1402_chr13	1	1	1	1	86754124	86754124
6349	1402_chr2	1	1	1	1	113479094	113479094
6350	1402_chr3	1	1	1	1	110242704	110242704
6351	1402_chr4	1	1	1	1	103337520	103337520
6352	1402_chr5	1	1	1	1	117099918	117099918
6353	1402_chr6	1	1	1	1	114451264	114451264
6354	1402_chr7	1	1	1	1	115537864	115537864
6355	1402_chr8	7	7	7	7	111156000	111156003
6356	1402_chr9	1	1	1	1	122520782	122520782
6357	1403_chr1	1	1	1	1	122730111	122730111
6358	1403_chr10	1	1	1	1	109967735	109967735
6359	1403_chr11	1	1	1	1	128455861	128455861
6360	1403_chr12	1	1	1	1	117421677	117421677
6361	1403_chr13	1	1	1	1	86764958	86764958
6362	1403_chr2	492	492	492	492	113486713	113487767
6363	1403_chr3	1	1	1	1	110409093	110409093
6364	1403_chr4	8	8	8	8	103370229	103370233
6365	1403_chr5	1	1	1	1	117108018	117108018
6366	1403_chr6	1	1	1	1	114622318	114622318
6367	1403_chr7	1	1	1	1	115588030	115588030
6368	1403_chr8	1	1	1	1	111189721	111189721
6369	1403_chr9	1	1	1	1	122538674	122538674
6370	1404_chr1	1	1	1	1	122738169	122738169
6371	1404_chr10	1	1	1	1	109986539	109986539
6372	1404_chr11	1	1	1	1	128494938	128494938
6373	1404_chr12	1	1	1	1	117582134	117582134
6374	1404_chr13	14	14	14	14	86940107	86940128
6375	1404_chr2	1	1	1	1	113509419	113509419
6376	1404_chr3	1	1	1	1	110417105	110417105
6377	1404_chr4	1	1	1	1	103380223	103380223
6378	1404_chr5	1	1	1	1	117197604	117197604
6379	1404_chr6	1	1	1	1	114672836	114672836
6380	1404_chr7	1	1	1	1	115676335	115676335
6381	1404_chr8	1	1	1	1	111248681	111248681
6382	1404_chr9	1	1	1	1	122695785	122695785
6383	1405_chr1	1	1	1	1	122741490	122741490
6384	1405_chr10	1	1	1	1	110116432	110116432
6385	1405_chr11	1	1	1	1	128542987	128542987
6386	1405_chr12	1	1	1	1	117671867	117671867
6387	1405_chr13	1	1	1	1	87001128	87001128
6388	1405_chr2	1	1	1	1	113563002	113563002
6389	1405_chr3	1	1	1	1	110445945	110445945
6390	1405_chr4	1	1	1	1	103484283	103484283
6391	1405_chr5	1	1	1	1	117231674	117231674
6392	1405_chr6	1	1	1	1	114763221	114763221
6393	1405_chr7	1	1	1	1	115722554	115722554
6394	1405_chr8	1	1	1	1	111258501	111258501
6395	1405_chr9	1	1	1	1	122700418	122700418
6396	1406_chr1	1	1	1	1	122784251	122784251
6397	1406_chr10	1	1	1	1	110120791	110120791
6398	1406_chr11	1	1	1	1	128589511	128589511
6399	1406_chr12	1	1	1	1	117741364	117741364
6400	1406_chr13	1	1	1	1	87014343	87014343
6401	1406_chr2	1	1	1	1	113584418	113584418
6402	1406_chr3	1	1	1	1	110518211	110518211
6403	1406_chr4	1	1	1	1	103493816	103493816
6404	1406_chr5	1	1	1	1	117291566	117291566
6405	1406_chr6	1	1	1	1	114821812	114821812
6406	1406_chr7	1	1	1	1	115841433	115841433
6407	1406_chr8	2	2	2	2	111519938	111520869
6408	1406_chr9	23	23	23	23	122766035	122766051
6409	1407_chr1	1	1	1	1	122787097	122787097
6410	1407_chr10	1	1	1	1	110286749	110286749
6411	1407_chr11	1	1	1	1	128664394	128664394
6412	1407_chr12	1	1	1	1	117770865	117770865
6413	1407_chr13	1	1	1	1	87140036	87140036
6414	1407_chr2	1	1	1	1	113638713	113638713
6415	1407_chr3	1	1	1	1	110593098	110593098
6416	1407_chr4	1	1	1	1	103517982	103517982
6417	1407_chr5	1	1	1	1	117359519	117359519
6418	1407_chr6	1	1	1	1	114823432	114823432
6419	1407_chr7	1	1	1	1	116182476	116182476
6420	1407_chr8	1	1	1	1	111623256	111623256
6421	1407_chr9	1	1	1	1	122778355	122778355
6422	1408_chr1	1	1	1	1	122788362	122788362
6423	1408_chr10	1	1	1	1	110302708	110302708
6424	1408_chr11	1	1	1	1	128715613	128715613
6425	1408_chr12	1	1	1	1	117774346	117774346
6426	1408_chr13	1	1	1	1	87261589	87261589
6427	1408_chr2	1	1	1	1	113823149	113823149
6428	1408_chr3	1	1	1	1	110699888	110699888
6429	1408_chr4	1	1	1	1	103581442	103581442
6430	1408_chr5	1	1	1	1	117434680	117434680
6431	1408_chr6	1	1	1	1	114830474	114830474
6432	1408_chr7	1	1	1	1	116309112	116309112
6433	1408_chr8	1	1	1	1	111747936	111747936
6434	1408_chr9	1	1	1	1	122784886	122784886
6435	1409_chr1	1	1	1	1	122791380	122791380
6436	1409_chr10	21	21	21	21	110385578	110385591
6437	1409_chr11	1	1	1	1	128726059	128726059
6438	1409_chr12	1	1	1	1	118088130	118088130
6439	1409_chr13	1	1	1	1	87444046	87444046
6440	1409_chr2	1	1	1	1	113939898	113939898
6441	1409_chr3	1	1	1	1	110849189	110849189
6442	1409_chr4	1	1	1	1	103730208	103730208
6443	1409_chr5	1	1	1	1	117442643	117442643
6444	1409_chr6	1	1	1	1	114847203	114847203
6445	1409_chr7	1	1	1	1	116319781	116319781
6446	1409_chr8	1	1	1	1	111750500	111750500
6447	1409_chr9	1	1	1	1	122802738	122802738
6448	140_chr1	1	1	1	1	14078549	14078549
6449	140_chr10	1	1	1	1	12752491	12752491
6450	140_chr11	1	1	1	1	13723362	13723362
6451	140_chr12	1	1	1	1	13829127	13829127
6452	140_chr13	37	37	37	37	16611928	16613736
6453	140_chr14	1	1	1	1	28861417	28861417
6454	140_chr15	1	1	1	1	28266877	28266877
6455	140_chr16	1	1	1	1	12938986	12938986
6456	140_chr17	1	1	1	1	12782503	12782503
6457	140_chr18	1	1	1	1	13848085	13848085
6458	140_chr19	1	1	1	1	17273545	17273545
6459	140_chr2	1	1	1	1	10815119	10815119
6460	140_chr20	1	1	1	1	14584438	14584438
6461	140_chr21	2	2	2	2	10414666	10415149
6462	140_chr22	1	1	1	1	21325181	21325181
6463	140_chr3	1	1	1	1	12034458	12034458
6464	140_chr4	1	1	1	1	12562705	12562705
6465	140_chr5	1	1	1	1	10576485	10576485
6466	140_chr6	1	1	1	1	11235729	11235729
6467	140_chr7	1	1	1	1	14452914	14452914
6468	140_chr8	1	1	1	1	11162563	11162563
6469	140_chr9	1	1	1	1	9936953	9936953
6470	140_chrX	1	1	1	1	20051548	20051548
6471	140_chrY	4	4	4	4	19552859	19552866
6472	1410_chr1	1	1	1	1	122799028	122799028
6473	1410_chr10	1	1	1	1	110448864	110448864
6474	1410_chr11	1	1	1	1	128731373	128731373
6475	1410_chr12	1	1	1	1	118108363	118108363
6476	1410_chr13	1	1	1	1	87590943	87590943
6477	1410_chr2	1	1	1	1	113966165	113966165
6478	1410_chr3	1	1	1	1	110958145	110958145
6479	1410_chr4	1	1	1	1	103743862	103743862
6480	1410_chr5	1	1	1	1	117484346	117484346
6481	1410_chr6	1	1	1	1	114858980	114858980
6482	1410_chr7	1	1	1	1	116380756	116380756
6483	1410_chr8	1	1	1	1	111884084	111884084
6484	1410_chr9	1	1	1	1	123014731	123014731
6485	1411_chr1	1	1	1	1	122802448	122802448
6486	1411_chr10	1	1	1	1	110475161	110475161
6487	1411_chr11	1	1	1	1	128768939	128768939
6488	1411_chr12	1	1	1	1	118142171	118142171
6489	1411_chr13	1	1	1	1	87656822	87656822
6490	1411_chr2	1	1	1	1	113978916	113978916
6491	1411_chr3	1	1	1	1	110983995	110983995
6492	1411_chr4	1	1	1	1	103851605	103851605
6493	1411_chr5	1	1	1	1	117612704	117612704
6494	1411_chr6	1	1	1	1	114860257	114860257
6495	1411_chr7	1	1	1	1	116497895	116497895
6496	1411_chr8	1	1	1	1	112002192	112002192
6497	1411_chr9	1	1	1	1	123193222	123193222
6498	1412_chr1	2	2	2	2	122805943	122806131
6499	1412_chr10	1	1	1	1	110487290	110487290
6500	1412_chr11	1	1	1	1	128967059	128967059
6501	1412_chr12	1	1	1	1	118184906	118184906
6502	1412_chr13	1	1	1	1	87686972	87686972
6503	1412_chr2	2	2	2	2	114080410	114081192
6504	1412_chr3	1	1	1	1	111072464	111072464
6505	1412_chr4	1	1	1	1	103927794	103927794
6506	1412_chr5	1	1	1	1	117781283	117781283
6507	1412_chr6	1	1	1	1	114869652	114869652
6508	1412_chr7	1	1	1	1	116521935	116521935
6509	1412_chr8	1	1	1	1	112003793	112003793
6510	1412_chr9	1	1	1	1	123256387	123256387
6511	1413_chr1	1	1	1	1	122812393	122812393
6512	1413_chr10	1	1	1	1	110737179	110737179
6513	1413_chr11	1	1	1	1	128984778	128984778
6514	1413_chr12	1	1	1	1	118200312	118200312
6515	1413_chr13	1	1	1	1	87815889	87815889
6516	1413_chr2	1	1	1	1	114084668	114084668
6517	1413_chr3	1	1	1	1	111137771	111137771
6518	1413_chr4	1	1	1	1	104136117	104136117
6519	1413_chr5	1	1	1	1	117786550	117786550
6520	1413_chr6	5	5	5	5	114958461	114958468
6521	1413_chr7	1	1	1	1	116679974	116679974
6522	1413_chr8	1	1	1	1	112089831	112089831
6523	1413_chr9	9	9	9	9	123275145	123275150
6524	1414_chr1	1	1	1	1	122816707	122816707
6525	1414_chr10	1	1	1	1	110757115	110757115
6526	1414_chr11	1	1	1	1	128986262	128986262
6527	1414_chr12	1	1	1	1	118319502	118319502
6528	1414_chr13	1	1	1	1	87848039	87848039
6529	1414_chr2	1	1	1	1	114131464	114131464
6530	1414_chr3	1	1	1	1	111214548	111214548
6531	1414_chr4	1	1	1	1	104295244	104295244
6532	1414_chr5	1	1	1	1	117820247	117820247
6533	1414_chr6	1	1	1	1	114989743	114989743
6534	1414_chr7	1	1	1	1	116730445	116730445
6535	1414_chr8	1	1	1	1	112117678	112117678
6536	1414_chr9	1	1	1	1	123315324	123315324
6537	1415_chr1	1	1	1	1	122818189	122818189
6538	1415_chr10	1	1	1	1	110857173	110857173
6539	1415_chr11	1	1	1	1	128995507	128995507
6540	1415_chr12	1	1	1	1	118511543	118511543
6541	1415_chr13	1	1	1	1	87899871	87899871
6542	1415_chr2	1	1	1	1	114146652	114146652
6543	1415_chr3	1	1	1	1	111281436	111281436
6544	1415_chr4	1	1	1	1	104322292	104322292
6545	1415_chr5	1	1	1	1	117967816	117967816
6546	1415_chr6	1	1	1	1	115029861	115029861
6547	1415_chr7	1	1	1	1	116741056	116741056
6548	1415_chr8	1	1	1	1	112162289	112162289
6549	1415_chr9	1	1	1	1	123347391	123347391
6550	1416_chr1	1	1	1	1	122821369	122821369
6551	1416_chr10	1	1	1	1	110920568	110920568
6552	1416_chr11	1	1	1	1	129400769	129400769
6553	1416_chr12	1	1	1	1	118588522	118588522
6554	1416_chr13	1	1	1	1	87929750	87929750
6555	1416_chr2	1	1	1	1	114213584	114213584
6556	1416_chr3	1	1	1	1	111298491	111298491
6557	1416_chr4	1	1	1	1	104389642	104389642
6558	1416_chr5	1	1	1	1	117994789	117994789
6559	1416_chr6	1	1	1	1	115235521	115235521
6560	1416_chr7	1	1	1	1	116743355	116743355
6561	1416_chr8	1	1	1	1	112170208	112170208
