GroupID	Index	POS	CHR	mergedClusterID
1838	0	145493969	chr1	1838_chr1
1839	0	145533158	chr1	1839_chr1
1840	0	145685800	chr1	1840_chr1
1841	0	145814933	chr1	1841_chr1
1842	0	146032157	chr1	1842_chr1
1843	0	146035141	chr1	1843_chr1
1844	0	146123663	chr1	1844_chr1
1845	0	146130755	chr1	1845_chr1
1846	0	146376702	chr1	1846_chr1
1846	0	146376702	chr1	1846_chr1
1846	0	146376704	chr1	1846_chr1
1846	0	146376704	chr1	1846_chr1
1846	0	146376705	chr1	1846_chr1
1846	0	146376705	chr1	1846_chr1
1846	0	146376706	chr1	1846_chr1
1847	0	146386352	chr1	1847_chr1
1848	0	146526327	chr1	1848_chr1
1849	0	146545429	chr1	1849_chr1
1850	0	146604652	chr1	1850_chr1
1851	0	146650565	chr1	1851_chr1
1852	0	146696466	chr1	1852_chr1
1853	0	146781072	chr1	1853_chr1
1854	0	146883923	chr1	1854_chr1
1855	0	146986512	chr1	1855_chr1
1856	0	147057336	chr1	1856_chr1
1857	0	147084448	chr1	1857_chr1
1858	0	147183268	chr1	1858_chr1
1859	0	147251071	chr1	1859_chr1
1860	0	147521752	chr1	1860_chr1
1861	0	147613433	chr1	1861_chr1
1862	0	147655931	chr1	1862_chr1
1863	0	147860602	chr1	1863_chr1
1864	0	147924044	chr1	1864_chr1
1865	0	147930250	chr1	1865_chr1
1866	0	148064077	chr1	1866_chr1
1867	0	148252163	chr1	1867_chr1
1868	0	148257085	chr1	1868_chr1
1869	0	148378541	chr1	1869_chr1
1870	0	148461354	chr1	1870_chr1
1871	0	148522484	chr1	1871_chr1
1871	0	148522487	chr1	1871_chr1
1871	0	148522488	chr1	1871_chr1
1871	0	148522488	chr1	1871_chr1
1871	0	148522489	chr1	1871_chr1
1871	0	148522489	chr1	1871_chr1
1871	0	148522490	chr1	1871_chr1
1871	0	148522490	chr1	1871_chr1
1871	0	148522491	chr1	1871_chr1
1871	0	148522491	chr1	1871_chr1
1871	0	148522492	chr1	1871_chr1
1871	0	148522492	chr1	1871_chr1
1871	0	148522493	chr1	1871_chr1
1871	0	148522493	chr1	1871_chr1
1871	0	148522494	chr1	1871_chr1
1871	0	148522494	chr1	1871_chr1
1871	0	148522495	chr1	1871_chr1
1871	0	148522495	chr1	1871_chr1
1872	0	148524684	chr1	1872_chr1
1873	0	148537636	chr1	1873_chr1
1874	0	148538887	chr1	1874_chr1
1875	0	148608747	chr1	1875_chr1
1876	0	149078284	chr1	1876_chr1
1877	0	149136881	chr1	1877_chr1
1878	0	149249792	chr1	1878_chr1
1879	0	149258071	chr1	1879_chr1
1880	0	149323982	chr1	1880_chr1
1881	0	149367592	chr1	1881_chr1
1882	0	149440542	chr1	1882_chr1
1883	0	149509065	chr1	1883_chr1
1884	0	149694888	chr1	1884_chr1
1885	0	149870374	chr1	1885_chr1
1886	0	149892494	chr1	1886_chr1
1887	0	149924286	chr1	1887_chr1
1888	0	150061029	chr1	1888_chr1
1889	0	150066536	chr1	1889_chr1
1890	0	150180710	chr1	1890_chr1
1891	0	150184657	chr1	1891_chr1
1892	0	150353565	chr1	1892_chr1
1893	0	150356540	chr1	1893_chr1
1894	0	150451454	chr1	1894_chr1
1895	0	150475146	chr1	1895_chr1
1896	0	150551922	chr1	1896_chr1
1897	0	150640533	chr1	1897_chr1
1898	0	150906423	chr1	1898_chr1
1899	0	150911760	chr1	1899_chr1
1900	0	150998635	chr1	1900_chr1
1901	0	151394169	chr1	1901_chr1
1901	0	151394169	chr1	1901_chr1
1901	0	151394170	chr1	1901_chr1
1901	0	151394170	chr1	1901_chr1
1901	0	151394171	chr1	1901_chr1
1901	0	151394171	chr1	1901_chr1
1901	0	151394172	chr1	1901_chr1
1901	0	151394172	chr1	1901_chr1
1901	0	151394173	chr1	1901_chr1
1901	0	151394173	chr1	1901_chr1
1901	0	151394174	chr1	1901_chr1
1901	0	151394174	chr1	1901_chr1
1901	0	151394175	chr1	1901_chr1
1901	0	151394175	chr1	1901_chr1
1901	0	151394176	chr1	1901_chr1
1901	0	151394176	chr1	1901_chr1
1901	0	151394177	chr1	1901_chr1
1901	0	151394177	chr1	1901_chr1
1901	0	151394178	chr1	1901_chr1
1901	0	151394179	chr1	1901_chr1
1901	0	151394180	chr1	1901_chr1
1901	0	151394181	chr1	1901_chr1
1901	0	151394181	chr1	1901_chr1
1902	0	151406411	chr1	1902_chr1
1903	0	151675121	chr1	1903_chr1
1903	0	151676037	chr1	1903_chr1
1903	0	151676038	chr1	1903_chr1
1903	0	151676038	chr1	1903_chr1
1903	0	151676039	chr1	1903_chr1
1903	0	151676253	chr1	1903_chr1
1903	0	151676264	chr1	1903_chr1
1903	0	151676264	chr1	1903_chr1
1903	0	151676265	chr1	1903_chr1
1903	0	151676265	chr1	1903_chr1
1903	0	151676266	chr1	1903_chr1
1903	0	151676266	chr1	1903_chr1
1903	0	151676267	chr1	1903_chr1
1904	0	151867561	chr1	1904_chr1
1905	0	151999017	chr1	1905_chr1
1906	0	152051930	chr1	1906_chr1
1907	0	152381410	chr1	1907_chr1
1908	0	152401871	chr1	1908_chr1
1909	0	152479382	chr1	1909_chr1
1910	0	152523360	chr1	1910_chr1
1911	0	152714620	chr1	1911_chr1
1912	0	152720582	chr1	1912_chr1
1913	0	152812204	chr1	1913_chr1
1914	0	153164616	chr1	1914_chr1
1915	0	153250718	chr1	1915_chr1
1916	0	153278434	chr1	1916_chr1
1916	0	153278440	chr1	1916_chr1
1917	0	153437183	chr1	1917_chr1
1918	0	153546350	chr1	1918_chr1
1919	0	153578806	chr1	1919_chr1
1920	0	153667510	chr1	1920_chr1
1921	0	153788855	chr1	1921_chr1
1922	0	153897981	chr1	1922_chr1
1923	0	153932943	chr1	1923_chr1
1924	0	153994525	chr1	1924_chr1
1925	0	154027082	chr1	1925_chr1
1925	0	154027083	chr1	1925_chr1
1925	0	154027085	chr1	1925_chr1
1926	0	154029375	chr1	1926_chr1
1926	0	154029376	chr1	1926_chr1
1926	0	154029376	chr1	1926_chr1
1926	0	154029378	chr1	1926_chr1
1926	0	154029378	chr1	1926_chr1
1926	0	154029379	chr1	1926_chr1
1926	0	154029379	chr1	1926_chr1
1926	0	154029381	chr1	1926_chr1
1926	0	154029382	chr1	1926_chr1
1926	0	154029383	chr1	1926_chr1
1927	0	154134601	chr1	1927_chr1
1928	0	154162364	chr1	1928_chr1
1928	0	154162370	chr1	1928_chr1
1929	0	154172818	chr1	1929_chr1
1930	0	154207582	chr1	1930_chr1
1931	0	154219605	chr1	1931_chr1
1932	0	154276173	chr1	1932_chr1
1933	0	154529277	chr1	1933_chr1
1934	0	154534535	chr1	1934_chr1
1935	0	154714326	chr1	1935_chr1
1936	0	154974435	chr1	1936_chr1
1937	0	155026821	chr1	1937_chr1
1938	0	155030578	chr1	1938_chr1
1939	0	155059051	chr1	1939_chr1
1940	0	155064064	chr1	1940_chr1
1941	0	155156383	chr1	1941_chr1
1942	0	155383012	chr1	1942_chr1
1943	0	155668825	chr1	1943_chr1
1944	0	155764417	chr1	1944_chr1
1945	0	155840282	chr1	1945_chr1
1946	0	155905711	chr1	1946_chr1
1947	0	156033847	chr1	1947_chr1
1947	0	156033851	chr1	1947_chr1
1948	0	156071107	chr1	1948_chr1
1949	0	156216701	chr1	1949_chr1
1950	0	156434106	chr1	1950_chr1
1951	0	156444161	chr1	1951_chr1
1952	0	156680248	chr1	1952_chr1
1953	0	156757944	chr1	1953_chr1
1954	0	156779133	chr1	1954_chr1
1955	0	156948761	chr1	1955_chr1
1956	0	157285683	chr1	1956_chr1
1957	0	157419203	chr1	1957_chr1
1957	0	157419211	chr1	1957_chr1
1958	0	157499170	chr1	1958_chr1
1959	0	157701628	chr1	1959_chr1
1960	0	157748768	chr1	1960_chr1
1961	0	157886142	chr1	1961_chr1
1962	0	157898169	chr1	1962_chr1
1963	0	157913632	chr1	1963_chr1
1963	0	157913698	chr1	1963_chr1
1963	0	157913780	chr1	1963_chr1
1964	0	158032825	chr1	1964_chr1
1965	0	158052212	chr1	1965_chr1
1966	0	158055252	chr1	1966_chr1
1967	0	158099104	chr1	1967_chr1
1968	0	158174050	chr1	1968_chr1
1969	0	158359096	chr1	1969_chr1
1970	0	158785530	chr1	1970_chr1
1971	0	159174712	chr1	1971_chr1
1972	0	159183301	chr1	1972_chr1
1973	0	159186487	chr1	1973_chr1
1974	0	159392219	chr1	1974_chr1
1975	0	159421385	chr1	1975_chr1
1976	0	159486264	chr1	1976_chr1
1977	0	159737073	chr1	1977_chr1
1978	0	159762897	chr1	1978_chr1
1979	0	159877512	chr1	1979_chr1
1980	0	160071259	chr1	1980_chr1
1981	0	160085209	chr1	1981_chr1
1982	0	160318468	chr1	1982_chr1
1982	0	160318468	chr1	1982_chr1
1982	0	160318469	chr1	1982_chr1
1982	0	160318469	chr1	1982_chr1
1982	0	160318470	chr1	1982_chr1
1982	0	160318471	chr1	1982_chr1
1982	0	160318471	chr1	1982_chr1
1982	0	160318472	chr1	1982_chr1
1982	0	160318472	chr1	1982_chr1
1982	0	160318473	chr1	1982_chr1
1982	0	160318474	chr1	1982_chr1
1982	0	160318475	chr1	1982_chr1
1983	0	160518422	chr1	1983_chr1
1984	0	160635214	chr1	1984_chr1
1985	0	160654506	chr1	1985_chr1
1986	0	160776327	chr1	1986_chr1
1986	0	160776361	chr1	1986_chr1
1986	0	160776385	chr1	1986_chr1
1986	0	160776388	chr1	1986_chr1
1987	0	160899866	chr1	1987_chr1
1988	0	161108114	chr1	1988_chr1
1989	0	161173479	chr1	1989_chr1
1990	0	161177767	chr1	1990_chr1
1991	0	161182273	chr1	1991_chr1
1992	0	161232946	chr1	1992_chr1
1993	0	161297111	chr1	1993_chr1
1994	0	161305382	chr1	1994_chr1
1995	0	161446377	chr1	1995_chr1
1996	0	161472111	chr1	1996_chr1
1997	0	161627936	chr1	1997_chr1
1998	0	161674649	chr1	1998_chr1
1999	0	161811540	chr1	1999_chr1
2000	0	161848073	chr1	2000_chr1
2001	0	161917389	chr1	2001_chr1
2002	0	161920602	chr1	2002_chr1
2003	0	162021851	chr1	2003_chr1
2004	0	162099378	chr1	2004_chr1
2005	0	162125478	chr1	2005_chr1
2006	0	162251859	chr1	2006_chr1
2007	0	162373471	chr1	2007_chr1
2008	0	162458264	chr1	2008_chr1
2008	0	162458264	chr1	2008_chr1
2009	0	162615331	chr1	2009_chr1
2010	0	162812908	chr1	2010_chr1
2011	0	162980708	chr1	2011_chr1
2012	0	163110890	chr1	2012_chr1
2013	0	163181002	chr1	2013_chr1
2014	0	163259314	chr1	2014_chr1
2015	0	163319197	chr1	2015_chr1
2016	0	163582585	chr1	2016_chr1
2017	0	163641993	chr1	2017_chr1
2018	0	163738070	chr1	2018_chr1
2019	0	163829655	chr1	2019_chr1
2020	0	163849761	chr1	2020_chr1
2021	0	163858294	chr1	2021_chr1
2022	0	164007035	chr1	2022_chr1
2023	0	164090183	chr1	2023_chr1
2024	0	164244497	chr1	2024_chr1
2025	0	164250737	chr1	2025_chr1
2026	0	164354356	chr1	2026_chr1
2027	0	164483154	chr1	2027_chr1
2028	0	164484338	chr1	2028_chr1
2028	0	164484341	chr1	2028_chr1
2028	0	164484342	chr1	2028_chr1
2028	0	164484344	chr1	2028_chr1
2028	0	164484345	chr1	2028_chr1
2028	0	164484346	chr1	2028_chr1
2028	0	164484346	chr1	2028_chr1
2028	0	164484347	chr1	2028_chr1
2028	0	164484347	chr1	2028_chr1
2028	0	164484348	chr1	2028_chr1
2028	0	164484348	chr1	2028_chr1
2028	0	164484349	chr1	2028_chr1
2028	0	164484349	chr1	2028_chr1
2028	0	164484350	chr1	2028_chr1
2028	0	164484350	chr1	2028_chr1
2028	0	164484351	chr1	2028_chr1
2028	0	164484351	chr1	2028_chr1
2028	0	164484352	chr1	2028_chr1
2028	0	164484352	chr1	2028_chr1
2028	0	164484353	chr1	2028_chr1
2028	0	164484353	chr1	2028_chr1
2028	0	164484354	chr1	2028_chr1
2028	0	164484354	chr1	2028_chr1
2028	0	164484355	chr1	2028_chr1
2028	0	164484355	chr1	2028_chr1
2028	0	164484356	chr1	2028_chr1
2028	0	164484357	chr1	2028_chr1
2028	0	164484357	chr1	2028_chr1
2028	0	164484358	chr1	2028_chr1
2028	0	164484360	chr1	2028_chr1
2028	0	164484360	chr1	2028_chr1
2028	0	164484361	chr1	2028_chr1
2028	0	164484364	chr1	2028_chr1
2029	0	164544073	chr1	2029_chr1
2030	0	164668273	chr1	2030_chr1
2031	0	164758221	chr1	2031_chr1
2032	0	165216289	chr1	2032_chr1
2033	0	165230127	chr1	2033_chr1
2034	0	165241975	chr1	2034_chr1
2035	0	165319031	chr1	2035_chr1
2036	0	165566594	chr1	2036_chr1
2037	0	165778506	chr1	2037_chr1
2038	0	165893813	chr1	2038_chr1
2039	0	165917628	chr1	2039_chr1
2040	0	165921182	chr1	2040_chr1
2041	0	166129624	chr1	2041_chr1
2042	0	166135834	chr1	2042_chr1
2043	0	166269678	chr1	2043_chr1
2044	0	166293682	chr1	2044_chr1
2044	0	166293683	chr1	2044_chr1
2044	0	166293683	chr1	2044_chr1
2044	0	166293684	chr1	2044_chr1
2044	0	166293684	chr1	2044_chr1
2044	0	166293685	chr1	2044_chr1
2044	0	166293685	chr1	2044_chr1
2044	0	166293686	chr1	2044_chr1
2044	0	166293686	chr1	2044_chr1
2044	0	166293687	chr1	2044_chr1
2044	0	166293687	chr1	2044_chr1
2044	0	166293688	chr1	2044_chr1
2044	0	166293688	chr1	2044_chr1
2044	0	166293689	chr1	2044_chr1
2044	0	166293689	chr1	2044_chr1
2044	0	166293690	chr1	2044_chr1
2044	0	166293691	chr1	2044_chr1
2044	0	166293691	chr1	2044_chr1
2044	0	166293692	chr1	2044_chr1
2045	0	166334914	chr1	2045_chr1
2046	0	166392602	chr1	2046_chr1
2047	0	166525542	chr1	2047_chr1
2048	0	166653087	chr1	2048_chr1
2049	0	166707591	chr1	2049_chr1
2050	0	166780244	chr1	2050_chr1
2051	0	166878284	chr1	2051_chr1
2052	0	166979961	chr1	2052_chr1
2053	0	167182398	chr1	2053_chr1
2053	0	167182449	chr1	2053_chr1
2054	0	167357341	chr1	2054_chr1
2054	0	167357341	chr1	2054_chr1
2054	0	167357342	chr1	2054_chr1
2054	0	167357345	chr1	2054_chr1
2054	0	167357345	chr1	2054_chr1
2054	0	167357349	chr1	2054_chr1
2054	0	167357349	chr1	2054_chr1
2054	0	167357350	chr1	2054_chr1
2054	0	167357350	chr1	2054_chr1
2054	0	167357351	chr1	2054_chr1
2054	0	167357351	chr1	2054_chr1
2054	0	167357352	chr1	2054_chr1
2054	0	167357354	chr1	2054_chr1
2054	0	167357359	chr1	2054_chr1
2054	0	167357360	chr1	2054_chr1
2055	0	167368572	chr1	2055_chr1
2056	0	167381781	chr1	2056_chr1
2057	0	167426699	chr1	2057_chr1
2058	0	167444456	chr1	2058_chr1
2058	0	167444466	chr1	2058_chr1
2058	0	167444489	chr1	2058_chr1
2058	0	167444493	chr1	2058_chr1
2058	0	167444495	chr1	2058_chr1
2058	0	167444543	chr1	2058_chr1
2059	0	167572383	chr1	2059_chr1
2060	0	167627057	chr1	2060_chr1
2060	0	167627059	chr1	2060_chr1
2060	0	167627059	chr1	2060_chr1
2061	0	167817115	chr1	2061_chr1
2062	0	167876768	chr1	2062_chr1
2063	0	167879567	chr1	2063_chr1
2064	0	167925525	chr1	2064_chr1
2065	0	168026968	chr1	2065_chr1
2066	0	168149786	chr1	2066_chr1
2067	0	168282952	chr1	2067_chr1
2068	0	168300313	chr1	2068_chr1
2069	0	168356481	chr1	2069_chr1
2070	0	168532374	chr1	2070_chr1
2071	0	168568760	chr1	2071_chr1
2072	0	168600549	chr1	2072_chr1
2073	0	168695310	chr1	2073_chr1
2074	0	168747239	chr1	2074_chr1
2074	0	168747471	chr1	2074_chr1
2075	0	168775101	chr1	2075_chr1
2076	0	168784490	chr1	2076_chr1
2077	0	168996402	chr1	2077_chr1
2077	0	168996404	chr1	2077_chr1
2077	0	168996409	chr1	2077_chr1
2078	0	169072467	chr1	2078_chr1
2078	0	169072469	chr1	2078_chr1
2078	0	169072470	chr1	2078_chr1
2078	0	169072471	chr1	2078_chr1
2078	0	169072471	chr1	2078_chr1
2078	0	169072473	chr1	2078_chr1
2078	0	169072477	chr1	2078_chr1
2079	0	169124044	chr1	2079_chr1
2080	0	169177054	chr1	2080_chr1
2081	0	169207966	chr1	2081_chr1
2082	0	169313618	chr1	2082_chr1
2083	0	169389625	chr1	2083_chr1
2084	0	169471408	chr1	2084_chr1
2085	0	169473902	chr1	2085_chr1
2086	0	169538067	chr1	2086_chr1
2087	0	169609173	chr1	2087_chr1
2088	0	169699751	chr1	2088_chr1
2089	0	169786891	chr1	2089_chr1
2090	0	169789802	chr1	2090_chr1
2091	0	169876953	chr1	2091_chr1
2092	0	169927384	chr1	2092_chr1
2093	0	170001617	chr1	2093_chr1
2094	0	170036139	chr1	2094_chr1
2095	0	170197454	chr1	2095_chr1
2096	0	170247019	chr1	2096_chr1
2097	0	170256354	chr1	2097_chr1
2097	0	170256372	chr1	2097_chr1
2097	0	170256380	chr1	2097_chr1
2097	0	170256409	chr1	2097_chr1
2097	0	170256427	chr1	2097_chr1
2097	0	170256467	chr1	2097_chr1
2098	0	170321253	chr1	2098_chr1
2099	0	170341822	chr1	2099_chr1
2100	0	170388980	chr1	2100_chr1
2101	0	170407989	chr1	2101_chr1
2102	0	170461400	chr1	2102_chr1
2103	0	170616658	chr1	2103_chr1
2104	0	170670839	chr1	2104_chr1
2105	0	170735361	chr1	2105_chr1
2106	0	170805315	chr1	2106_chr1
2107	0	170850280	chr1	2107_chr1
2108	0	170863664	chr1	2108_chr1
2109	0	170949831	chr1	2109_chr1
2110	0	170994224	chr1	2110_chr1
2111	0	171083014	chr1	2111_chr1
2112	0	171107425	chr1	2112_chr1
2113	0	171243328	chr1	2113_chr1
2114	0	171370763	chr1	2114_chr1
2115	0	171387653	chr1	2115_chr1
2116	0	171466274	chr1	2116_chr1
2116	0	171466499	chr1	2116_chr1
2117	0	171524154	chr1	2117_chr1
2118	0	171668832	chr1	2118_chr1
2119	0	171768670	chr1	2119_chr1
2120	0	171929452	chr1	2120_chr1
2121	0	171959379	chr1	2121_chr1
2122	0	172047471	chr1	2122_chr1
2123	0	172068783	chr1	2123_chr1
2124	0	172262467	chr1	2124_chr1
2125	0	172412170	chr1	2125_chr1
2126	0	172525228	chr1	2126_chr1
2127	0	172650771	chr1	2127_chr1
2128	0	172710530	chr1	2128_chr1
2129	0	172743025	chr1	2129_chr1
2130	0	172874926	chr1	2130_chr1
2131	0	173093474	chr1	2131_chr1
2132	0	173193262	chr1	2132_chr1
2133	0	173232459	chr1	2133_chr1
2134	0	173334341	chr1	2134_chr1
2135	0	173373375	chr1	2135_chr1
2136	0	173489322	chr1	2136_chr1
2137	0	173606421	chr1	2137_chr1
2138	0	173608205	chr1	2138_chr1
2139	0	173834724	chr1	2139_chr1
2139	0	173834725	chr1	2139_chr1
2139	0	173834725	chr1	2139_chr1
2139	0	173834726	chr1	2139_chr1
2139	0	173834726	chr1	2139_chr1
2139	0	173834727	chr1	2139_chr1
2139	0	173834727	chr1	2139_chr1
2139	0	173834728	chr1	2139_chr1
2139	0	173834728	chr1	2139_chr1
2139	0	173834729	chr1	2139_chr1
2139	0	173834729	chr1	2139_chr1
2139	0	173834730	chr1	2139_chr1
2139	0	173834730	chr1	2139_chr1
2139	0	173834731	chr1	2139_chr1
2139	0	173834731	chr1	2139_chr1
2139	0	173834732	chr1	2139_chr1
2139	0	173834732	chr1	2139_chr1
2139	0	173834733	chr1	2139_chr1
2139	0	173834733	chr1	2139_chr1
2139	0	173834734	chr1	2139_chr1
2139	0	173834734	chr1	2139_chr1
2139	0	173834735	chr1	2139_chr1
2139	0	173834735	chr1	2139_chr1
2139	0	173834737	chr1	2139_chr1
2139	0	173834738	chr1	2139_chr1
2139	0	173834738	chr1	2139_chr1
2139	0	173834739	chr1	2139_chr1
2139	0	173834742	chr1	2139_chr1
2139	0	173834744	chr1	2139_chr1
2139	0	173834747	chr1	2139_chr1
2140	0	173891130	chr1	2140_chr1
2141	0	173910094	chr1	2141_chr1
2142	0	174089232	chr1	2142_chr1
2143	0	174091357	chr1	2143_chr1
2144	0	174101661	chr1	2144_chr1
2145	0	174129586	chr1	2145_chr1
2146	0	174242124	chr1	2146_chr1
2147	0	174380286	chr1	2147_chr1
2148	0	174406885	chr1	2148_chr1
2149	0	174420596	chr1	2149_chr1
2150	0	174443626	chr1	2150_chr1
2151	0	174552734	chr1	2151_chr1
2152	0	174575324	chr1	2152_chr1
2153	0	174635269	chr1	2153_chr1
2154	0	174667026	chr1	2154_chr1
2155	0	174690085	chr1	2155_chr1
2156	0	174759169	chr1	2156_chr1
2156	0	174759941	chr1	2156_chr1
2157	0	174925842	chr1	2157_chr1
2157	0	174925851	chr1	2157_chr1
2157	0	174925854	chr1	2157_chr1
2157	0	174925855	chr1	2157_chr1
2157	0	174925855	chr1	2157_chr1
2157	0	174925856	chr1	2157_chr1
2157	0	174925858	chr1	2157_chr1
2157	0	174925858	chr1	2157_chr1
2157	0	174925859	chr1	2157_chr1
2157	0	174925859	chr1	2157_chr1
2157	0	174925860	chr1	2157_chr1
2157	0	174925860	chr1	2157_chr1
2157	0	174925861	chr1	2157_chr1
2157	0	174925861	chr1	2157_chr1
2157	0	174925862	chr1	2157_chr1
2157	0	174925862	chr1	2157_chr1
2157	0	174925863	chr1	2157_chr1
2157	0	174925863	chr1	2157_chr1
2157	0	174925864	chr1	2157_chr1
2157	0	174925864	chr1	2157_chr1
2157	0	174925865	chr1	2157_chr1
2157	0	174925865	chr1	2157_chr1
2157	0	174925866	chr1	2157_chr1
2157	0	174925866	chr1	2157_chr1
2157	0	174925867	chr1	2157_chr1
2157	0	174925870	chr1	2157_chr1
2157	0	174925871	chr1	2157_chr1
2157	0	174925871	chr1	2157_chr1
2158	0	175022589	chr1	2158_chr1
2159	0	175058851	chr1	2159_chr1
2160	0	175191051	chr1	2160_chr1
2161	0	175425659	chr1	2161_chr1
2162	0	175463230	chr1	2162_chr1
2163	0	175689790	chr1	2163_chr1
2164	0	175709239	chr1	2164_chr1
2165	0	176104054	chr1	2165_chr1
2165	0	176104850	chr1	2165_chr1
2166	0	176139269	chr1	2166_chr1
2167	0	176256371	chr1	2167_chr1
2168	0	176257825	chr1	2168_chr1
2169	0	176276390	chr1	2169_chr1
2170	0	176699975	chr1	2170_chr1
2171	0	176709414	chr1	2171_chr1
2172	0	176954430	chr1	2172_chr1
2173	0	176958736	chr1	2173_chr1
2174	0	176966014	chr1	2174_chr1
2175	0	176971619	chr1	2175_chr1
2176	0	176991413	chr1	2176_chr1
2176	0	176991413	chr1	2176_chr1
2176	0	176991414	chr1	2176_chr1
2176	0	176991414	chr1	2176_chr1
2176	0	176991415	chr1	2176_chr1
2176	0	176991415	chr1	2176_chr1
2176	0	176991416	chr1	2176_chr1
2176	0	176991417	chr1	2176_chr1
2176	0	176991417	chr1	2176_chr1
2176	0	176991418	chr1	2176_chr1
2176	0	176991418	chr1	2176_chr1
2176	0	176991419	chr1	2176_chr1
2176	0	176991419	chr1	2176_chr1
2176	0	176991420	chr1	2176_chr1
2176	0	176991421	chr1	2176_chr1
2176	0	176991422	chr1	2176_chr1
2176	0	176991423	chr1	2176_chr1
2176	0	176991425	chr1	2176_chr1
2176	0	176991426	chr1	2176_chr1
2176	0	176991428	chr1	2176_chr1
2177	0	177022575	chr1	2177_chr1
2178	0	177038396	chr1	2178_chr1
2179	0	177138228	chr1	2179_chr1
2180	0	177185315	chr1	2180_chr1
2181	0	177197326	chr1	2181_chr1
2182	0	177210105	chr1	2182_chr1
2183	0	177257288	chr1	2183_chr1
2184	0	177433467	chr1	2184_chr1
2185	0	177437892	chr1	2185_chr1
2186	0	177623273	chr1	2186_chr1
2187	0	177681550	chr1	2187_chr1
2188	0	177683251	chr1	2188_chr1
2189	0	177691473	chr1	2189_chr1
2189	0	177691478	chr1	2189_chr1
2189	0	177691479	chr1	2189_chr1
2189	0	177691482	chr1	2189_chr1
2189	0	177691483	chr1	2189_chr1
2189	0	177691486	chr1	2189_chr1
2189	0	177691488	chr1	2189_chr1
2189	0	177691491	chr1	2189_chr1
2189	0	177691494	chr1	2189_chr1
2190	0	177778182	chr1	2190_chr1
2191	0	177908201	chr1	2191_chr1
2192	0	178015988	chr1	2192_chr1
2193	0	178025367	chr1	2193_chr1
2194	0	178079090	chr1	2194_chr1
2195	0	178148503	chr1	2195_chr1
2196	0	178150185	chr1	2196_chr1
2197	0	178182405	chr1	2197_chr1
2198	0	178190854	chr1	2198_chr1
2199	0	178235505	chr1	2199_chr1
2200	0	178293237	chr1	2200_chr1
2201	0	178315970	chr1	2201_chr1
2202	0	178443085	chr1	2202_chr1
2203	0	178506468	chr1	2203_chr1
2204	0	178527464	chr1	2204_chr1
2205	0	178674354	chr1	2205_chr1
2206	0	178925600	chr1	2206_chr1
2207	0	179093041	chr1	2207_chr1
2208	0	179446466	chr1	2208_chr1
2209	0	179646717	chr1	2209_chr1
2209	0	179646864	chr1	2209_chr1
2209	0	179646901	chr1	2209_chr1
2209	0	179646962	chr1	2209_chr1
2209	0	179646970	chr1	2209_chr1
2209	0	179646989	chr1	2209_chr1
2209	0	179646989	chr1	2209_chr1
2209	0	179647010	chr1	2209_chr1
2209	0	179647070	chr1	2209_chr1
2209	0	179647115	chr1	2209_chr1
2209	0	179647121	chr1	2209_chr1
2209	0	179647136	chr1	2209_chr1
2209	0	179647141	chr1	2209_chr1
2209	0	179647142	chr1	2209_chr1
2209	0	179647143	chr1	2209_chr1
2209	0	179647156	chr1	2209_chr1
2209	0	179647164	chr1	2209_chr1
2209	0	179647169	chr1	2209_chr1
2209	0	179647170	chr1	2209_chr1
2209	0	179647174	chr1	2209_chr1
2209	0	179647175	chr1	2209_chr1
2209	0	179647176	chr1	2209_chr1
2209	0	179647186	chr1	2209_chr1
2209	0	179647189	chr1	2209_chr1
2209	0	179647197	chr1	2209_chr1
2209	0	179647210	chr1	2209_chr1
2209	0	179647226	chr1	2209_chr1
2209	0	179647261	chr1	2209_chr1
2209	0	179647270	chr1	2209_chr1
2209	0	179647281	chr1	2209_chr1
2209	0	179647317	chr1	2209_chr1
2210	0	179685861	chr1	2210_chr1
2211	0	179722673	chr1	2211_chr1
2212	0	179777048	chr1	2212_chr1
2213	0	179859927	chr1	2213_chr1
2214	0	179898954	chr1	2214_chr1
2215	0	179911725	chr1	2215_chr1
2216	0	179925570	chr1	2216_chr1
2217	0	179977785	chr1	2217_chr1
2218	0	180158740	chr1	2218_chr1
2219	0	180185077	chr1	2219_chr1
2220	0	180253363	chr1	2220_chr1
2221	0	180422146	chr1	2221_chr1
2222	0	180630065	chr1	2222_chr1
2223	0	180632845	chr1	2223_chr1
2223	0	180632886	chr1	2223_chr1
2223	0	180632894	chr1	2223_chr1
2223	0	180632905	chr1	2223_chr1
2223	0	180632910	chr1	2223_chr1
2223	0	180632911	chr1	2223_chr1
2223	0	180632916	chr1	2223_chr1
2223	0	180632960	chr1	2223_chr1
2223	0	180632983	chr1	2223_chr1
2223	0	180633010	chr1	2223_chr1
2224	0	180655121	chr1	2224_chr1
2225	0	180665785	chr1	2225_chr1
2226	0	180725221	chr1	2226_chr1
2227	0	180766694	chr1	2227_chr1
2228	0	180819115	chr1	2228_chr1
2229	0	180853147	chr1	2229_chr1
2230	0	180952492	chr1	2230_chr1
2231	0	180956435	chr1	2231_chr1
2232	0	180996366	chr1	2232_chr1
2233	0	181003651	chr1	2233_chr1
2234	0	181016961	chr1	2234_chr1
2235	0	181062011	chr1	2235_chr1
