mergedClusterID	CHR	chr_order	min	max	mid_pos	x	POS
1614_chr8	chr8	8	129078716	129078716	129078716.0	1519853018.0	1
1615_chr1	chr1	1	124015047	124015047	124015047.0	124015047.0	1
1615_chr10	chr10	10	129379471	129379471	129379471.0	1803406844.0	1
1615_chr13	chr13	13	104784983	104784983	104784983.0	2180871295.0	1
1615_chr2	chr2	2	127474985	127474985	127474985.0	376421310.0	1
1615_chr3	chr3	3	125896713	125896713	125896713.0	616866228.0	1
1615_chr4	chr4	4	120279977	120280099	120280038.0	809465948.0	2
1615_chr5	chr5	5	134588681	134588681	134588681.0	1013956115.0	1
1615_chr6	chr6	6	133224284	133224284	133224284.0	1194059494.0	1
1615_chr7	chr7	7	134914964	134914964	134914964.0	1366445565.0	1
1615_chr8	chr8	8	129129957	129129957	129129957.0	1519904259.0	1
1616_chr1	chr1	1	124023891	124023891	124023891.0	124023891.0	1
1616_chr10	chr10	10	129403844	129403844	129403844.0	1803431217.0	1
1616_chr13	chr13	13	104811440	104811440	104811440.0	2180897752.0	1
1616_chr2	chr2	2	127502814	127502814	127502814.0	376449139.0	1
1616_chr3	chr3	3	125963319	125963319	125963319.0	616932834.0	1
1616_chr4	chr4	4	120299241	120299241	120299241.0	809485151.0	1
1616_chr5	chr5	5	134922758	134928397	134925577.5	1014293011.5	378
1616_chr6	chr6	6	133358339	133358339	133358339.0	1194193549.0	1
1616_chr7	chr7	7	134931662	134931662	134931662.0	1366462263.0	1
1616_chr8	chr8	8	129156400	129156400	129156400.0	1519930702.0	1
1617_chr1	chr1	1	124026337	124026337	124026337.0	124026337.0	1
1617_chr10	chr10	10	129577214	129577214	129577214.0	1803604587.0	1
1617_chr13	chr13	13	104818599	104818599	104818599.0	2180904911.0	1
1617_chr2	chr2	2	127510952	127510952	127510952.0	376457277.0	1
1617_chr3	chr3	3	125987992	125987992	125987992.0	616957507.0	1
1617_chr4	chr4	4	120604584	120604584	120604584.0	809790494.0	1
1617_chr5	chr5	5	134993266	134993266	134993266.0	1014360700.0	1
1617_chr6	chr6	6	133391203	133391203	133391203.0	1194226413.0	1
1617_chr7	chr7	7	134960081	134960081	134960081.0	1366490682.0	1
1617_chr8	chr8	8	129209676	129209676	129209676.0	1519983978.0	1
1618_chr1	chr1	1	124034411	124034411	124034411.0	124034411.0	1
1618_chr10	chr10	10	129593216	129593216	129593216.0	1803620589.0	1
1618_chr13	chr13	13	104844181	104844181	104844181.0	2180930493.0	1
1618_chr2	chr2	2	127519626	127519626	127519626.0	376465951.0	1
1618_chr3	chr3	3	126132690	126132690	126132690.0	617102205.0	1
1618_chr4	chr4	4	120768994	120768994	120768994.0	809954904.0	1
1618_chr5	chr5	5	135140445	135140445	135140445.0	1014507879.0	1
1618_chr6	chr6	6	133394280	133394280	133394280.0	1194229490.0	1
1618_chr7	chr7	7	135032555	135032555	135032555.0	1366563156.0	1
1618_chr8	chr8	8	129271432	129271432	129271432.0	1520045734.0	1
1619_chr1	chr1	1	124038374	124038394	124038384.0	124038384.0	2
1619_chr10	chr10	10	129606235	129606235	129606235.0	1803633608.0	1
1619_chr13	chr13	13	104910199	104910199	104910199.0	2180996511.0	1
1619_chr2	chr2	2	127549839	127549839	127549839.0	376496164.0	1
1619_chr3	chr3	3	126237332	126237332	126237332.0	617206847.0	1
1619_chr4	chr4	4	120790992	120790992	120790992.0	809976902.0	1
1619_chr5	chr5	5	135237219	135237219	135237219.0	1014604653.0	1
1619_chr6	chr6	6	133471800	133471800	133471800.0	1194307010.0	1
1619_chr7	chr7	7	135128293	135128299	135128296.0	1366658897.0	4
1619_chr8	chr8	8	129441615	129441615	129441615.0	1520215917.0	1
161_chr1	chr1	1	16019350	16019350	16019350.0	16019350.0	1
161_chr10	chr10	10	14273644	14273644	14273644.0	1688301017.0	1
161_chr11	chr11	11	15492720	15492720	15492720.0	1823307424.0	1
161_chr12	chr12	12	16214848	16214848	16214848.0	1959036007.0	1
161_chr13	chr13	13	16673432	16673432	16673432.0	2092759744.0	1
161_chr14	chr14	14	30611175	30611175	30611175.0	2221051666.0	1
161_chr15	chr15	15	31117751	31117751	31117751.0	2328335308.0	1
161_chr16	chr16	16	15831253	15831253	15831253.0	2415022908.0	1
161_chr17	chr17	17	14574497	14574500	14574498.5	2503956075.5	2
161_chr18	chr18	18	15404903	15405610	15405256.5	2587862311.5	2
161_chr19	chr19	19	19402746	19402746	19402746.0	2672122887.0	1
161_chr2	chr2	2	12381424	12381424	12381424.0	261327749.0	1
161_chr20	chr20	20	16550947	16550947	16550947.0	2727875986.0	1
161_chr21	chr21	21	10655564	10655564	10655564.0	2786121185.0	1
161_chr22	chr22	22	24031933	24031933	24031933.0	2845953955.0	1
161_chr3	chr3	3	13438352	13438352	13438352.0	504407867.0	1
161_chr4	chr4	4	13630164	13630164	13630164.0	702816074.0	1
161_chr5	chr5	5	13466465	13466465	13466465.0	892833899.0	1
161_chr6	chr6	6	13465409	13465409	13465409.0	1074300619.0	1
161_chr7	chr7	7	15727711	15727711	15727711.0	1247258312.0	1
161_chr8	chr8	8	12998115	12998115	12998115.0	1403772417.0	1
161_chr9	chr9	9	10904927	10904927	10904927.0	1546700983.0	1
161_chrX	chrX	23	23866547	23866547	23866547.0	2896596522.0	1
161_chrY	chrY	24	56697697	56709741	56703719.0	3085464327.0	107
1620_chr1	chr1	1	124043258	124043258	124043258.0	124043258.0	1
1620_chr10	chr10	10	129664730	129665723	129665226.5	1803692599.5	2
1620_chr13	chr13	13	105066125	105066125	105066125.0	2181152437.0	1
1620_chr2	chr2	2	127662629	127662629	127662629.0	376608954.0	1
1620_chr3	chr3	3	126343146	126343154	126343150.0	617312665.0	11
1620_chr4	chr4	4	120816078	120816078	120816078.0	810001988.0	1
1620_chr5	chr5	5	135296053	135296053	135296053.0	1014663487.0	1
1620_chr6	chr6	6	133563411	133563411	133563411.0	1194398621.0	1
1620_chr7	chr7	7	135149220	135149220	135149220.0	1366679821.0	1
1620_chr8	chr8	8	129457669	129457669	129457669.0	1520231971.0	1
1621_chr1	chr1	1	124048839	124048839	124048839.0	124048839.0	1
1621_chr10	chr10	10	129710293	129710293	129710293.0	1803737666.0	1
1621_chr13	chr13	13	105147706	105147706	105147706.0	2181234018.0	1
1621_chr2	chr2	2	127717479	127717479	127717479.0	376663804.0	1
1621_chr3	chr3	3	126411342	126411342	126411342.0	617380857.0	1
1621_chr4	chr4	4	120859602	120859602	120859602.0	810045512.0	1
1621_chr5	chr5	5	135354441	135354441	135354441.0	1014721875.0	1
1621_chr6	chr6	6	133607155	133607155	133607155.0	1194442365.0	1
1621_chr7	chr7	7	135273522	135273522	135273522.0	1366804123.0	1
1621_chr8	chr8	8	129480479	129480479	129480479.0	1520254781.0	1
1622_chr1	chr1	1	124052793	124052793	124052793.0	124052793.0	1
1622_chr10	chr10	10	129780462	129780462	129780462.0	1803807835.0	1
1622_chr13	chr13	13	105166467	105166467	105166467.0	2181252779.0	1
1622_chr2	chr2	2	128101149	128101149	128101149.0	377047474.0	1
1622_chr3	chr3	3	126434202	126434202	126434202.0	617403717.0	1
1622_chr4	chr4	4	120992356	120992356	120992356.0	810178266.0	1
1622_chr5	chr5	5	135443654	135443654	135443654.0	1014811088.0	1
1622_chr6	chr6	6	133621177	133621177	133621177.0	1194456387.0	1
1622_chr7	chr7	7	135324071	135324071	135324071.0	1366854672.0	1
1622_chr8	chr8	8	129562486	129562486	129562486.0	1520336788.0	1
1623_chr1	chr1	1	124054510	124054658	124054584.0	124054584.0	2
1623_chr10	chr10	10	129924425	129924887	129924656.0	1803952029.0	2
1623_chr13	chr13	13	105186604	105186604	105186604.0	2181272916.0	1
1623_chr2	chr2	2	128160162	128160162	128160162.0	377106487.0	1
1623_chr3	chr3	3	126530826	126530826	126530826.0	617500341.0	1
1623_chr4	chr4	4	121105659	121105678	121105668.5	810291578.5	2
1623_chr5	chr5	5	135723492	135723492	135723492.0	1015090926.0	1
1623_chr6	chr6	6	133705558	133705558	133705558.0	1194540768.0	1
1623_chr7	chr7	7	135330581	135330591	135330586.0	1366861187.0	15
1623_chr8	chr8	8	129629120	129629120	129629120.0	1520403422.0	1
1624_chr1	chr1	1	124057706	124057706	124057706.0	124057706.0	1
1624_chr10	chr10	10	130106925	130106925	130106925.0	1804134298.0	1
1624_chr13	chr13	13	105211675	105211675	105211675.0	2181297987.0	1
1624_chr2	chr2	2	128278384	128278384	128278384.0	377224709.0	1
1624_chr3	chr3	3	126569582	126569582	126569582.0	617539097.0	1
1624_chr4	chr4	4	121379907	121379907	121379907.0	810565817.0	1
1624_chr5	chr5	5	135817061	135817061	135817061.0	1015184495.0	1
1624_chr6	chr6	6	133754686	133754686	133754686.0	1194589896.0	1
1624_chr7	chr7	7	135353622	135353622	135353622.0	1366884223.0	1
1624_chr8	chr8	8	129634898	129634898	129634898.0	1520409200.0	1
1625_chr1	chr1	1	124073173	124073208	124073190.5	124073190.5	2
1625_chr10	chr10	10	130113348	130113348	130113348.0	1804140721.0	1
1625_chr13	chr13	13	105401056	105401056	105401056.0	2181487368.0	1
1625_chr2	chr2	2	128364905	128364905	128364905.0	377311230.0	1
1625_chr3	chr3	3	126656861	126656861	126656861.0	617626376.0	1
1625_chr4	chr4	4	121417288	121417288	121417288.0	810603198.0	1
1625_chr5	chr5	5	136069759	136070063	136069911.0	1015437345.0	2
1625_chr6	chr6	6	133844900	133844900	133844900.0	1194680110.0	1
1625_chr7	chr7	7	135386290	135386290	135386290.0	1366916891.0	1
1625_chr8	chr8	8	129675510	129675510	129675510.0	1520449812.0	1
1626_chr1	chr1	1	124077309	124077309	124077309.0	124077309.0	1
1626_chr10	chr10	10	130157485	130157490	130157487.5	1804184860.5	10
1626_chr13	chr13	13	105421039	105421039	105421039.0	2181507351.0	1
1626_chr2	chr2	2	128571767	128571767	128571767.0	377518092.0	1
1626_chr3	chr3	3	126677120	126677120	126677120.0	617646635.0	1
1626_chr4	chr4	4	121420314	121420314	121420314.0	810606224.0	1
1626_chr5	chr5	5	136160535	136160535	136160535.0	1015527969.0	1
1626_chr6	chr6	6	133964437	133964437	133964437.0	1194799647.0	1
1626_chr7	chr7	7	135504461	135504472	135504466.5	1367035067.5	18
1626_chr8	chr8	8	129752585	129752585	129752585.0	1520526887.0	1
1627_chr1	chr1	1	124084231	124084231	124084231.0	124084231.0	1
1627_chr10	chr10	10	130217325	130217325	130217325.0	1804244698.0	1
1627_chr13	chr13	13	105481773	105481773	105481773.0	2181568085.0	1
1627_chr2	chr2	2	128624168	128624368	128624268.0	377570593.0	9
1627_chr3	chr3	3	127075975	127075975	127075975.0	618045490.0	1
1627_chr4	chr4	4	121445094	121445094	121445094.0	810631004.0	1
1627_chr5	chr5	5	136235447	136235447	136235447.0	1015602881.0	1
1627_chr6	chr6	6	133967302	133967302	133967302.0	1194802512.0	1
1627_chr7	chr7	7	135566981	135566981	135566981.0	1367097582.0	1
1627_chr8	chr8	8	130052717	130052717	130052717.0	1520827019.0	1
1628_chr1	chr1	1	124097020	124097020	124097020.0	124097020.0	1
1628_chr10	chr10	10	130231093	130231093	130231093.0	1804258466.0	1
1628_chr13	chr13	13	105514703	105514703	105514703.0	2181601015.0	1
1628_chr2	chr2	2	128654950	128654950	128654950.0	377601275.0	1
1628_chr3	chr3	3	127082427	127082427	127082427.0	618051942.0	1
1628_chr4	chr4	4	121518206	121518206	121518206.0	810704116.0	1
1628_chr5	chr5	5	136287687	136287694	136287690.5	1015655124.5	3
1628_chr6	chr6	6	133996001	133996001	133996001.0	1194831211.0	1
1628_chr7	chr7	7	135601548	135601548	135601548.0	1367132149.0	1
1628_chr8	chr8	8	130090143	130090143	130090143.0	1520864445.0	1
1629_chr1	chr1	1	124098739	124098987	124098863.0	124098863.0	15
1629_chr10	chr10	10	130510314	130510314	130510314.0	1804537687.0	1
1629_chr13	chr13	13	105528019	105528019	105528019.0	2181614331.0	1
1629_chr2	chr2	2	128744668	128744668	128744668.0	377690993.0	1
1629_chr3	chr3	3	127165411	127165411	127165411.0	618134926.0	1
1629_chr4	chr4	4	121555833	121555833	121555833.0	810741743.0	1
1629_chr5	chr5	5	136365486	136365486	136365486.0	1015732920.0	1
1629_chr6	chr6	6	134005846	134005846	134005846.0	1194841056.0	1
1629_chr7	chr7	7	135693873	135693873	135693873.0	1367224474.0	1
1629_chr8	chr8	8	130119347	130119347	130119347.0	1520893649.0	1
162_chr1	chr1	1	16202013	16202013	16202013.0	16202013.0	1
162_chr10	chr10	10	14380752	14380752	14380752.0	1688408125.0	1
162_chr11	chr11	11	15641489	15641489	15641489.0	1823456193.0	1
162_chr12	chr12	12	16229532	16229532	16229532.0	1959050691.0	1
162_chr13	chr13	13	16674855	16674898	16674876.5	2092761188.5	9
162_chr14	chr14	14	30626439	30626439	30626439.0	2221066930.0	1
162_chr15	chr15	15	31208184	31208184	31208184.0	2328425741.0	1
162_chr16	chr16	16	15832269	15832269	15832269.0	2415023924.0	1
162_chr17	chr17	17	14871205	14871205	14871205.0	2504252782.0	1
162_chr18	chr18	18	15476452	15476452	15476452.0	2587933507.0	1
162_chr19	chr19	19	19439616	19439616	19439616.0	2672159757.0	1
162_chr2	chr2	2	12399557	12399557	12399557.0	261345882.0	1
162_chr20	chr20	20	16561192	16561192	16561192.0	2727886231.0	1
162_chr21	chr21	21	10658714	10658714	10658714.0	2786124335.0	1
162_chr22	chr22	22	24208717	24208717	24208717.0	2846130739.0	1
162_chr3	chr3	3	13697751	13697751	13697751.0	504667266.0	1
162_chr4	chr4	4	13728417	13728417	13728417.0	702914327.0	1
162_chr5	chr5	5	13608099	13608099	13608099.0	892975533.0	1
162_chr6	chr6	6	13619771	13619771	13619771.0	1074454981.0	1
162_chr7	chr7	7	15944001	15944001	15944001.0	1247474602.0	1
162_chr8	chr8	8	13104918	13104918	13104918.0	1403879220.0	1
162_chr9	chr9	9	10936779	10936779	10936779.0	1546732835.0	1
162_chrX	chrX	23	24034308	24034311	24034309.5	2896764284.5	7
162_chrY	chrY	24	56710788	56713340	56712064.0	3085472672.0	18
1630_chr1	chr1	1	124102320	124102583	124102451.5	124102451.5	2
1630_chr10	chr10	10	130644059	130644059	130644059.0	1804671432.0	1
1630_chr13	chr13	13	105819207	105819207	105819207.0	2181905519.0	1
1630_chr2	chr2	2	128777559	128777559	128777559.0	377723884.0	1
1630_chr3	chr3	3	127215256	127215256	127215256.0	618184771.0	1
1630_chr4	chr4	4	121712603	121712603	121712603.0	810898513.0	1
1630_chr5	chr5	5	136615678	136615678	136615678.0	1015983112.0	1
1630_chr6	chr6	6	134027148	134027148	134027148.0	1194862358.0	1
1630_chr7	chr7	7	135723320	135723320	135723320.0	1367253921.0	1
1630_chr8	chr8	8	130171859	130171859	130171859.0	1520946161.0	1
1631_chr1	chr1	1	124108272	124108272	124108272.0	124108272.0	1
1631_chr10	chr10	10	130744443	130744443	130744443.0	1804771816.0	1
1631_chr13	chr13	13	106206028	106206028	106206028.0	2182292340.0	1
1631_chr2	chr2	2	128809754	128809754	128809754.0	377756079.0	1
1631_chr3	chr3	3	127387688	127387688	127387688.0	618357203.0	1
1631_chr4	chr4	4	121875890	121875890	121875890.0	811061800.0	1
1631_chr5	chr5	5	136703705	136703705	136703705.0	1016071139.0	1
1631_chr6	chr6	6	134040047	134040047	134040047.0	1194875257.0	1
1631_chr7	chr7	7	135767113	135767181	135767147.0	1367297748.0	2
1631_chr8	chr8	8	130262068	130262068	130262068.0	1521036370.0	1
1632_chr1	chr1	1	124113944	124113944	124113944.0	124113944.0	1
1632_chr10	chr10	10	130786974	130786974	130786974.0	1804814347.0	1
1632_chr13	chr13	13	106258128	106258128	106258128.0	2182344440.0	1
1632_chr2	chr2	2	128844923	128844923	128844923.0	377791248.0	1
1632_chr3	chr3	3	127503543	127503543	127503543.0	618473058.0	1
1632_chr4	chr4	4	121927155	121927155	121927155.0	811113065.0	1
1632_chr5	chr5	5	136840197	136840197	136840197.0	1016207631.0	1
1632_chr6	chr6	6	134123485	134123485	134123485.0	1194958695.0	1
1632_chr7	chr7	7	135769667	135769667	135769667.0	1367300268.0	1
1632_chr8	chr8	8	130480317	130480317	130480317.0	1521254619.0	1
1633_chr1	chr1	1	124117418	124117499	124117458.5	124117458.5	4
1633_chr10	chr10	10	130850267	130850541	130850404.0	1804877777.0	2
1633_chr13	chr13	13	106454158	106454158	106454158.0	2182540470.0	1
1633_chr2	chr2	2	128911254	128911254	128911254.0	377857579.0	1
1633_chr3	chr3	3	127550991	127550991	127550991.0	618520506.0	1
1633_chr4	chr4	4	121945096	121945329	121945212.5	811131122.5	2
1633_chr5	chr5	5	136844416	136844416	136844416.0	1016211850.0	1
1633_chr6	chr6	6	134164878	134164878	134164878.0	1195000088.0	1
1633_chr7	chr7	7	135866524	135866524	135866524.0	1367397125.0	1
1633_chr8	chr8	8	130541046	130541046	130541046.0	1521315348.0	1
1634_chr1	chr1	1	124118586	124119389	124118987.5	124118987.5	4
1634_chr10	chr10	10	131158403	131158403	131158403.0	1805185776.0	1
1634_chr13	chr13	13	106608877	106608877	106608877.0	2182695189.0	1
1634_chr2	chr2	2	128931224	128931224	128931224.0	377877549.0	1
1634_chr3	chr3	3	127778118	127778118	127778118.0	618747633.0	1
1634_chr4	chr4	4	122002514	122002514	122002514.0	811188424.0	1
1634_chr5	chr5	5	136851540	136851540	136851540.0	1016218974.0	1
1634_chr6	chr6	6	134178152	134178152	134178152.0	1195013362.0	1
1634_chr7	chr7	7	135889096	135889096	135889096.0	1367419697.0	1
1634_chr8	chr8	8	130601248	130601248	130601248.0	1521375550.0	1
1635_chr1	chr1	1	124123416	124123466	124123441.0	124123441.0	2
1635_chr10	chr10	10	131175460	131175460	131175460.0	1805202833.0	1
1635_chr13	chr13	13	106799102	106799102	106799102.0	2182885414.0	1
1635_chr2	chr2	2	128997152	128997152	128997152.0	377943477.0	1
1635_chr3	chr3	3	127859792	127859792	127859792.0	618829307.0	1
1635_chr4	chr4	4	122325091	122325091	122325091.0	811511001.0	1
1635_chr5	chr5	5	136924560	136924560	136924560.0	1016291994.0	1
1635_chr6	chr6	6	134210813	134210814	134210813.5	1195046023.5	3
1635_chr7	chr7	7	135995322	135995322	135995322.0	1367525923.0	1
1635_chr8	chr8	8	130985872	130985872	130985872.0	1521760174.0	1
1636_chr1	chr1	1	124137859	124137873	124137866.0	124137866.0	2
1636_chr10	chr10	10	131275593	131275593	131275593.0	1805302966.0	1
1636_chr13	chr13	13	106900235	106900235	106900235.0	2182986547.0	1
1636_chr2	chr2	2	129409980	129409980	129409980.0	378356305.0	1
1636_chr3	chr3	3	127890311	127890311	127890311.0	618859826.0	1
1636_chr4	chr4	4	122400240	122400240	122400240.0	811586150.0	1
1636_chr5	chr5	5	137002605	137002605	137002605.0	1016370039.0	1
1636_chr6	chr6	6	134466425	134466425	134466425.0	1195301635.0	1
1636_chr7	chr7	7	136001801	136001801	136001801.0	1367532402.0	1
1636_chr8	chr8	8	131039966	131039966	131039966.0	1521814268.0	1
1637_chr1	chr1	1	124144533	124144533	124144533.0	124144533.0	1
1637_chr10	chr10	10	131336819	131336819	131336819.0	1805364192.0	1
1637_chr13	chr13	13	107087041	107087041	107087041.0	2183173353.0	1
1637_chr2	chr2	2	129414828	129414828	129414828.0	378361153.0	1
1637_chr3	chr3	3	128086373	128086373	128086373.0	619055888.0	1
1637_chr4	chr4	4	122406197	122406197	122406197.0	811592107.0	1
1637_chr5	chr5	5	137080714	137080714	137080714.0	1016448148.0	1
1637_chr6	chr6	6	134498889	134498895	134498892.0	1195334102.0	5
1637_chr7	chr7	7	136028038	136028038	136028038.0	1367558639.0	1
1637_chr8	chr8	8	131095507	131095516	131095511.5	1521869813.5	13
1638_chr1	chr1	1	124154988	124155011	124154999.5	124154999.5	2
1638_chr10	chr10	10	131366062	131366062	131366062.0	1805393435.0	1
1638_chr13	chr13	13	107139224	107139224	107139224.0	2183225536.0	1
1638_chr2	chr2	2	129419664	129419664	129419664.0	378365989.0	1
1638_chr3	chr3	3	128136659	128136659	128136659.0	619106174.0	1
1638_chr4	chr4	4	122652628	122652637	122652632.5	811838542.5	9
1638_chr5	chr5	5	137081917	137081917	137081917.0	1016449351.0	1
1638_chr6	chr6	6	134576768	134576768	134576768.0	1195411978.0	1
1638_chr7	chr7	7	136164798	136164806	136164802.0	1367695403.0	9
1638_chr8	chr8	8	131122068	131122068	131122068.0	1521896370.0	1
1639_chr1	chr1	1	124157664	124157664	124157664.0	124157664.0	1
1639_chr10	chr10	10	131559858	131559858	131559858.0	1805587231.0	1
1639_chr13	chr13	13	107304678	107304678	107304678.0	2183390990.0	1
1639_chr2	chr2	2	129460210	129460210	129460210.0	378406535.0	1
1639_chr3	chr3	3	128298863	128298863	128298863.0	619268378.0	1
1639_chr4	chr4	4	122665811	122665811	122665811.0	811851721.0	1
1639_chr5	chr5	5	137135086	137135086	137135086.0	1016502520.0	1
1639_chr6	chr6	6	134885784	134885784	134885784.0	1195720994.0	1
1639_chr7	chr7	7	136174075	136174075	136174075.0	1367704676.0	1
1639_chr8	chr8	8	131187078	131187078	131187078.0	1521961380.0	1
163_chr1	chr1	1	16296651	16296651	16296651.0	16296651.0	1
163_chr10	chr10	10	14457167	14457167	14457167.0	1688484540.0	1
163_chr11	chr11	11	15728624	15728624	15728624.0	1823543328.0	1
163_chr12	chr12	12	16300081	16300081	16300081.0	1959121240.0	1
163_chr13	chr13	13	16677535	16677767	16677651.0	2092763963.0	90
163_chr14	chr14	14	30717585	30717585	30717585.0	2221158076.0	1
163_chr15	chr15	15	31254836	31254836	31254836.0	2328472393.0	1
163_chr16	chr16	16	15971707	15971707	15971707.0	2415163362.0	1
163_chr17	chr17	17	14993309	14993309	14993309.0	2504374886.0	1
163_chr18	chr18	18	15505956	15505956	15505956.0	2587963011.0	1
163_chr19	chr19	19	19445537	19445537	19445537.0	2672165678.0	1
163_chr2	chr2	2	12522071	12522071	12522071.0	261468396.0	1
163_chr20	chr20	20	16707473	16707473	16707473.0	2728032512.0	1
163_chr21	chr21	21	10666308	10666308	10666308.0	2786131929.0	1
163_chr22	chr22	22	24348576	24348576	24348576.0	2846270598.0	1
163_chr3	chr3	3	13704210	13704210	13704210.0	504673725.0	1
163_chr4	chr4	4	13791629	13791629	13791629.0	702977539.0	1
163_chr5	chr5	5	13635793	13635793	13635793.0	893003227.0	1
163_chr6	chr6	6	13724915	13724915	13724915.0	1074560125.0	1
163_chr7	chr7	7	15973718	15973718	15973718.0	1247504319.0	1
163_chr8	chr8	8	13329663	13329663	13329663.0	1404103965.0	1
163_chr9	chr9	9	10959833	10959833	10959833.0	1546755889.0	1
163_chrX	chrX	23	24055575	24055575	24055575.0	2896785550.0	1
163_chrY	chrY	24	56714393	56770874	56742633.5	3085503241.5	499
1640_chr1	chr1	1	124167374	124168125	124167749.5	124167749.5	2
1640_chr10	chr10	10	131645617	131645798	131645707.5	1805673080.5	4
1640_chr13	chr13	13	107345136	107345333	107345234.5	2183431546.5	2
1640_chr2	chr2	2	129579354	129579354	129579354.0	378525679.0	1
1640_chr3	chr3	3	128308662	128308662	128308662.0	619278177.0	1
1640_chr4	chr4	4	122814195	122814195	122814195.0	812000105.0	1
1640_chr5	chr5	5	137143498	137143498	137143498.0	1016510932.0	1
1640_chr6	chr6	6	135103053	135103053	135103053.0	1195938263.0	1
1640_chr7	chr7	7	136188086	136188086	136188086.0	1367718687.0	1
1640_chr8	chr8	8	131347014	131347014	131347014.0	1522121316.0	1
1641_chr1	chr1	1	124170951	124170951	124170951.0	124170951.0	1
1641_chr10	chr10	10	131668837	131668837	131668837.0	1805696210.0	1
1641_chr13	chr13	13	107430441	107430441	107430441.0	2183516753.0	1
1641_chr2	chr2	2	129651962	129651962	129651962.0	378598287.0	1
1641_chr3	chr3	3	128524090	128524090	128524090.0	619493605.0	1
1641_chr4	chr4	4	122853035	122853035	122853035.0	812038945.0	1
1641_chr5	chr5	5	137150296	137150296	137150296.0	1016517730.0	1
1641_chr6	chr6	6	135131921	135131934	135131927.5	1195967137.5	19
1641_chr7	chr7	7	136191154	136191154	136191154.0	1367721755.0	1
1641_chr8	chr8	8	131384671	131384671	131384671.0	1522158973.0	1
1642_chr1	chr1	1	124172184	124172184	124172184.0	124172184.0	1
1642_chr10	chr10	10	131682712	131682712	131682712.0	1805710085.0	1
1642_chr13	chr13	13	107463273	107463273	107463273.0	2183549585.0	1
1642_chr2	chr2	2	129684959	129684959	129684959.0	378631284.0	1
1642_chr3	chr3	3	128579193	128579193	128579193.0	619548708.0	1
1642_chr4	chr4	4	122881717	122881717	122881717.0	812067627.0	1
1642_chr5	chr5	5	137311604	137311746	137311675.0	1016679109.0	7
1642_chr6	chr6	6	135163582	135163582	135163582.0	1195998792.0	1
1642_chr7	chr7	7	136222037	136222037	136222037.0	1367752638.0	1
1642_chr8	chr8	8	131550091	131550091	131550091.0	1522324393.0	1
1643_chr1	chr1	1	124177531	124177531	124177531.0	124177531.0	1
1643_chr10	chr10	10	131932647	131932647	131932647.0	1805960020.0	1
1643_chr13	chr13	13	107546901	107546901	107546901.0	2183633213.0	1
1643_chr2	chr2	2	129703084	129703084	129703084.0	378649409.0	1
1643_chr3	chr3	3	128605345	128605345	128605345.0	619574860.0	1
1643_chr4	chr4	4	122928129	122928129	122928129.0	812114039.0	1
1643_chr5	chr5	5	137333952	137333952	137333952.0	1016701386.0	1
1643_chr6	chr6	6	135228450	135228450	135228450.0	1196063660.0	1
1643_chr7	chr7	7	136252641	136252641	136252641.0	1367783242.0	1
1643_chr8	chr8	8	131775705	131775705	131775705.0	1522550007.0	1
1644_chr1	chr1	1	124187019	124187019	124187019.0	124187019.0	1
1644_chr10	chr10	10	131985163	131985163	131985163.0	1806012536.0	1
1644_chr13	chr13	13	107625910	107625910	107625910.0	2183712222.0	1
1644_chr2	chr2	2	129757882	129757882	129757882.0	378704207.0	1
1644_chr3	chr3	3	128785337	128785337	128785337.0	619754852.0	1
1644_chr4	chr4	4	123297146	123297146	123297146.0	812483056.0	1
1644_chr5	chr5	5	137340246	137340246	137340246.0	1016707680.0	1
1644_chr6	chr6	6	135270435	135270435	135270435.0	1196105645.0	1
1644_chr7	chr7	7	136286592	136286592	136286592.0	1367817193.0	1
1644_chr8	chr8	8	131830405	131830516	131830460.5	1522604762.5	2
1645_chr1	chr1	1	124196835	124197385	124197110.0	124197110.0	2
1645_chr10	chr10	10	132319006	132319006	132319006.0	1806346379.0	1
1645_chr13	chr13	13	107689139	107689139	107689139.0	2183775451.0	1
1645_chr2	chr2	2	129874668	129874693	129874680.5	378821005.5	5
1645_chr3	chr3	3	128875505	128875505	128875505.0	619845020.0	1
1645_chr4	chr4	4	123336153	123336153	123336153.0	812522063.0	1
1645_chr5	chr5	5	137342592	137342592	137342592.0	1016710026.0	1
1645_chr6	chr6	6	135408352	135408352	135408352.0	1196243562.0	1
1645_chr7	chr7	7	136424189	136424189	136424189.0	1367954790.0	1
1645_chr8	chr8	8	131906579	131906579	131906579.0	1522680881.0	1
1646_chr1	chr1	1	124204083	124204083	124204083.0	124204083.0	1
1646_chr10	chr10	10	132339668	132339668	132339668.0	1806367041.0	1
1646_chr13	chr13	13	107777426	107777426	107777426.0	2183863738.0	1
1646_chr2	chr2	2	129923227	129923227	129923227.0	378869552.0	1
1646_chr3	chr3	3	128956173	128956193	128956183.0	619925698.0	9
1646_chr4	chr4	4	123344501	123344501	123344501.0	812530411.0	1
1646_chr5	chr5	5	137692252	137692252	137692252.0	1017059686.0	1
1646_chr6	chr6	6	135709065	135709065	135709065.0	1196544275.0	1
1646_chr7	chr7	7	136518024	136518024	136518024.0	1368048625.0	1
1646_chr8	chr8	8	131931756	131931756	131931756.0	1522706058.0	1
1647_chr1	chr1	1	124208485	124208485	124208485.0	124208485.0	1
